linha;nome;categoria;origem;endereco_original;endereco_dsp;cidade;uf;cep;lat_original;lon_original;lat_corrigida;lon_corrigida;bairro_descartado;severidade;risco
95;;;endereco;Sopi Conjunto a, 23, Núcleo Bandeirante - DF, 71705-521, Brasil;Sopi Conjunto a 23 Nucleo Bandeirante DF 71705521 Brazil;Núcleo Bandeirante;DF;71705521;-15.87005;-47.96253;-15.87005;-47.96253;;;
96;;;endereco;Rua João Guerra, 404, Encruzilhada, Santos - SP, 11015-130, Brasil;Rua Joao Guerra 404 Santos SP 11015130 Brazil;Santos;SP;11015130;-23.95165;-46.32252;-23.95165;-46.32252;Encruzilhada;;
97;;;endereco;Rua Eugênio Rocha Filho, Subsetor Sul-3, Ribeirão Preto - SP, 14020-640, Brasil;Rua Eugenio Rocha Filho Subsetor Sul 3 Ribeirao Preto SP 14020640 Brazil;Ribeirão Preto;SP;14020640;-21.21003;-47.80157;-21.21003;-47.80157;;ALTO;sem numero de porta
98;;;endereco;Alameda Amazonas, 938, Alphaville, Barueri - SP, 06454-070, Brasil;Alameda Amazonas 938 Barueri SP 06454070 Brazil;Barueri;SP;06454070;-23.49198;-46.84269;-23.49198;-46.84269;Alphaville;;
99;;;endereco;Avenida Doutor Cardoso de Melo, 1513, Itaim Bibi, São Paulo - SP, 04548-005, Brasil;Avenida Doutor Cardoso de Melo 1513 Sao Paulo SP 04548005 Brazil;São Paulo;SP;04548005;-23.59705;-46.68803;-23.59705;-46.68803;Itaim Bibi;;
100;;;endereco;Avenida das Nações Unidas, 16565, Santo Amaro, São Paulo - SP, 04794-000, Brasil;Avenida das Nacoes Unidas 16565 Sao Paulo SP 04794000 Brazil;São Paulo;SP;04794000;-23.63554;-46.71857;-23.63554;-46.71857;Santo Amaro;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
101;;;endereco;Porsche Center Campinas, Avenida Princesa d'Oeste, 1811, Nova Campinas, Campinas - SP, 13025-320, Brasil;Avenida Princesa d Oeste 1811 Campinas SP 13025320 Brazil;Campinas;SP;13025320;-22.90473;-47.04651;-22.90473;-47.04651;Nova Campinas;;
102;;;endereco;Porsche Smart Mobility, Avenida Wladimir Meirelles Ferreira, 1586a, Subsetor Sul-4, Ribeirão Preto - SP, 14021-630, Brasil;Avenida Wladimir Meirelles Ferreira 1586a Ribeirao Preto SP 14021630 Brazil;Ribeirão Preto;SP;14021630;-21.21024;-47.80117;-21.21024;-47.80117;Subsetor Sul-4;;
103;;;endereco;Avenida das Américas, 10500, Barra da Tijuca, Rio de Janeiro - RJ, 22790-703, Brasil;Avenida das Americas 10500 Rio de Janeiro RJ 22790703 Brazil;Rio de Janeiro;RJ;22790703;-23.00112;-43.4157;-23.00112;-43.4157;Barra da Tijuca;;
104;;;endereco;Porsche Center Curitiba, Rua Desembargador Westphalen, 1783, Rebouças, Curitiba - PR, 80230-100, Brasil;Rua Desembargador Westphalen 1783 Curitiba PR 80230100 Brazil;Curitiba;PR;80230100;-25.44771;-49.26559;-25.44771;-49.26559;Rebouças;;
105;;;endereco;Avenida Marinheiro Max Schramm, 3091, Jardim Atlântico, Florianópolis - SC, 88095-000, Brasil;Avenida Marinheiro Max Schramm 3091 Florianopolis SC 88095000 Brazil;Florianópolis;SC;88095000;-27.57768;-48.59254;-27.57768;-48.59254;Jardim Atlântico;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
106;;;endereco;Avenida Sertório, 1815, São João, Porto Alegre - RS, 91020-001, Brasil;Avenida Sertorio 1815 Porto Alegre RS 91020001 Brazil;Porto Alegre;RS;91020001;-30.00322;-51.18624;-30.00322;-51.18624;São João;;
107;;;endereco;Rua Gaspar Ricardo, 285, Zona 10, Maringá - PR, 87040-365, Brasil;Rua Gaspar Ricardo 285 Maringa PR 87040365 Brazil;Maringá;PR;87040365;-23.42297;-51.91148;-23.42297;-51.91148;Zona 10;;
108;;;endereco;Rua Floriano Peixoto, 55, Centro, Blumenau - SC, 89010-506, Brasil;Rua Floriano Peixoto 55 Blumenau SC 89010506 Brazil;Blumenau;SC;89010506;-26.92198;-49.06325;-26.92198;-49.06325;Centro;;
109;;;endereco;Rua Clodomiro Amazonas, 1016, Itaim Bibi, São Paulo - SP, 04537-002, Brasil;Rua Clodomiro Amazonas 1016 Sao Paulo SP 04537002 Brazil;São Paulo;SP;04537002;-23.59316;-46.67745;-23.59316;-46.67745;Itaim Bibi;;
110;;;endereco;Rodovia Governador Leonel de Moura Brizola, Imigrante, Lajeado - RS, Brasil;Rodovia Governador Leonel de Moura Brizola Imigrante Lajeado RS Brazil;Lajeado;RS;;-29.42881;-52.01574;-29.42881;-52.01574;;ALTO;"endereco de rodovia (57-67% falharam); sem numero de porta"
111;;;endereco;Avenida da Azenha, 1711, Azenha, Porto Alegre - RS, 90160-003, Brasil;Avenida da Azenha 1711 Porto Alegre RS 90160003 Brazil;Porto Alegre;RS;90160003;-30.05854;-51.2168;-30.05854;-51.2168;Azenha;;
112;;;endereco;Ponto De Carregamento Para Veículos Elétricos, Avenida Ruben Bento Alves, 7539, Santa Catarina, Caxias do Sul - RS, 95112-467, Brasil;Avenida Ruben Bento Alves 7539 Caxias do Sul RS 95112467 Brazil;Caxias do Sul;RS;95112467;-29.16875;-51.21407;-29.16875;-51.21407;Santa Catarina;;
113;;;endereco;Rua Jacob Luchesi, 5038, Santa Catarina, Caxias do Sul - RS, 95032-000, Brasil;Rua Jacob Luchesi 5038 Caxias do Sul RS 95032000 Brazil;Caxias do Sul;RS;95032000;-29.14451;-51.22712;-29.14451;-51.22712;Santa Catarina;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
114;;;endereco;Avenida Presidente Vargas, 1829, São Cristóvão, Passo Fundo - RS, 99070-970, Brasil;Avenida Presidente Vargas 1829 Passo Fundo RS 99070970 Brazil;Passo Fundo;RS;99070970;-28.27149;-52.38641;-28.27149;-52.38641;São Cristóvão;;
115;;;endereco;Gdm Seeds, Passo Fundo - RS, 99052-840, Brasil;Gdm Seeds Passo Fundo RS 99052840 Brazil;Passo Fundo;RS;99052840;-28.21429;-52.35787;-28.21429;-52.35787;;ALTO;sem numero de porta
116;;;endereco;BR-470, Navegantes, Rio do Sul - SC, 89160-000, Brasil;BR 470 Navegantes Rio do Sul SC 89160000 Brazil;Rio do Sul;SC;89160000;-27.17781;-49.59393;-27.17781;-49.59393;;ALTO;"sem numero de porta; CEP generico de cidade, nao de rua (2,4x mais falha)"
117;;;endereco;Rua Professor Max Humpl, 601, Salto do Norte, Blumenau - SC, 89065-500, Brasil;Rua Professor Max Humpl 601 Blumenau SC 89065500 Brazil;Blumenau;SC;89065500;-26.86817;-49.10558;-26.86817;-49.10558;Salto do Norte;;
118;;;endereco;PR-364, Jardim das Américas, Guarapuava - PR, 85030-230, Brasil;PR 364 Jardim das Americas Guarapuava PR 85030230 Brazil;Guarapuava;PR;85030230;-25.38564;-51.51429;-25.38564;-51.51429;;ALTO;sem numero de porta
119;;;endereco;Volvo, Rua Jerônimo Durski, 925, Campina do Siqueira, Curitiba - PR, 80730-270, Brasil;Rua Jeronimo Durski 925 Curitiba PR 80730270 Brazil;Curitiba;PR;80730270;-25.43944;-49.30113;-25.43944;-49.30113;Campina do Siqueira;;
120;;;endereco;Avenida Pinheiro Machado, 1495, Fragata, Pelotas - RS, 96040-500, Brasil;Avenida Pinheiro Machado 1495 Pelotas RS 96040500 Brazil;Pelotas;RS;96040500;-31.74283;-52.38221;-31.74283;-52.38221;Fragata;;
121;;;endereco;Viaduto Fernando Osório, Três Vendas, Pelotas - RS, 96070-005, Brasil;Viaduto Fernando Osorio Tres Vendas Pelotas RS 96070005 Brazil;Pelotas;RS;96070005;-31.68241;-52.34419;-31.68241;-52.34419;;ALTO;sem numero de porta
122;;;endereco;WeCharge, Avenida Marinheiro Max Schramm, 2648, Jardim Atlântico, Florianópolis - SC, 88095-001, Brasil;Avenida Marinheiro Max Schramm 2648 Florianopolis SC 88095001 Brazil;Florianópolis;SC;88095001;-27.57932;-48.58859;-27.57932;-48.58859;Jardim Atlântico;;
123;;;endereco;Saccaro Bal. Camboriú, Dos Estados, Balneário Camboriú - SC, Brasil;Saccaro Bal Camboriu Dos Estados Balneario Camboriu SC Brazil;Balneário Camboriú;SC;;-26.99607;-48.64556;-26.99607;-48.64556;;ALTO;sem numero de porta
124;;;endereco;Avenida Brasil, 2005, Pacaembu, Cascavel - PR, 85816-302, Brasil;Avenida Brasil 2005 Cascavel PR 85816302 Brazil;Cascavel;PR;85816302;-24.95356;-53.42096;-24.95356;-53.42096;Pacaembu;;
125;;;endereco;PR-323, Cruzeiro do Oeste - PR, 87400-000, Brasil;PR 323 Cruzeiro do Oeste PR 87400000 Brazil;Cruzeiro do Oeste;PR;87400000;-23.779;-53.09665;-23.779;-53.09665;;ALTO;"sem numero de porta; logradouro sem nome; CEP generico de cidade, nao de rua (2,4x mais falha)"
126;;;endereco;Rua Ribeirão Claro, 194, Itaim Bibi, São Paulo - SP, 04549-060, Brasil;Rua Ribeirao Claro 194 Sao Paulo SP 04549060 Brazil;São Paulo;SP;04549060;-23.59876;-46.67821;-23.59876;-46.67821;Itaim Bibi;;
127;;;endereco;Porcé Polimentos, Avenida Doutor Afonso Vergueiro, Sorocaba - SP, 18040-000, Brasil;Avenida Doutor Afonso Vergueiro Sorocaba SP 18040000 Brazil;Sorocaba;SP;18040000;-23.50147;-47.47909;-23.50147;-47.47909;;ALTO;"sem numero de porta; CEP generico de cidade, nao de rua (2,4x mais falha)"
128;;;endereco;Ponto De Carregamento Para Veículos Elétricos, Avenida José de Souza Campos, 2550, Chácara da Barra, Campinas - SP, 13090-615, Brasil;Avenida Jose de Souza Campos 2550 Campinas SP 13090615 Brazil;Campinas;SP;13090615;-22.88456;-47.04166;-22.88456;-47.04166;Chácara da Barra;;
129;;;endereco;Avenida Nicola Demarchi, 485, Demarchi, São Bernardo do Campo - SP, 09820-655, Brasil;Avenida Nicola Demarchi 485 Sao Bernardo do Campo SP 09820655 Brazil;São Bernardo do Campo;SP;09820655;-23.74583;-46.55492;-23.74583;-46.55492;Demarchi;;
130;;;endereco;Foto Benassi, Via Anchieta, Santos - SP, 11095-000, Brasil;Via Anchieta Santos SP 11095000 Brazil;Santos;SP;11095000;-23.92802;-46.38715;-23.92802;-46.38715;;ALTO;"endereco de rodovia (57-67% falharam); sem numero de porta; CEP generico de cidade, nao de rua (2,4x mais falha)"
131;;;endereco;Avenida Ministro Ivan Lins, 240, Barra da Tijuca, Rio de Janeiro - RJ, 22620-110, Brasil;Avenida Ministro Ivan Lins 240 Rio de Janeiro RJ 22620110 Brazil;Rio de Janeiro;RJ;22620110;-23.00971;-43.30319;-23.00971;-43.30319;Barra da Tijuca;;
132;;;endereco;Rua Bambina, 43, Botafogo, Rio de Janeiro - RJ, 22251-050, Brasil;Rua Bambina 43 Rio de Janeiro RJ 22251050 Brazil;Rio de Janeiro;RJ;22251050;-22.94507;-43.18531;-22.94507;-43.18531;Botafogo;;
133;;;endereco;Rua Armando Coelho de Freitas, 16, Barra da Tijuca, Rio de Janeiro - RJ, 22620-090, Brasil;Rua Armando Coelho de Freitas 16 Rio de Janeiro RJ 22620090 Brazil;Rio de Janeiro;RJ;22620090;-23.00998;-43.30303;-23.00998;-43.30303;Barra da Tijuca;;
134;;;endereco;Rodovia BR-101, Canhanduba, Itajaí - SC, 88307-710, Brasil;Rodovia BR 101 Canhanduba Itajai SC 88307710 Brazil;Itajaí;SC;88307710;-26.94842;-48.68301;-26.94842;-48.68301;;ALTO;"endereco de rodovia (57-67% falharam); sem numero de porta"
135;;;endereco;Rua Vivandeiro Santos do Valle, 43, Caroba, Lages - SC, 88516-000, Brasil;Rua Vivandeiro Santos do Valle 43 Lages SC 88516000 Brazil;Lages;SC;88516000;-27.8129;-50.36966;-27.8129;-50.36966;Caroba;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
136;;;endereco;Rodovia da Maçã, Rio das Pedras, Videira - SC, 89560-000, Brasil;Rodovia da Maca Rio das Pedras Videira SC 89560000 Brazil;Videira;SC;89560000;-26.99946;-51.1021;-26.99946;-51.1021;;ALTO;"endereco de rodovia (57-67% falharam); sem numero de porta; CEP generico de cidade, nao de rua (2,4x mais falha)"
137;;;endereco;Ponto De Carregamento Para Veículos Elétricos, BR-153, Panamá - GO, 75580-000, Brasil;Ponto De Carregamento Para Veiculos Eletricos BR 153 Panama GO 75580000 Brazil;Panamá;GO;75580000;-18.18303;-49.29062;-18.18303;-49.29062;;ALTO;"sem numero de porta; CEP generico de cidade, nao de rua (2,4x mais falha)"
138;;;endereco;Faixa de Domínio da Rodovia, 279, Trevo, Chapecó - SC, Brasil;Faixa de Dominio da Rodovia 279 Chapeco SC Brazil;Chapecó;SC;;-27.0016;-52.64974;-27.0016;-52.64974;Trevo;ALTO;endereco de rodovia (57-67% falharam)
139;;;endereco;Estrada da Saudade, São Miguel, Curitiba - PR, Brasil;Estrada da Saudade Sao Miguel Curitiba PR Brazil;Curitiba;PR;;-25.51037;-49.34119;-25.51037;-49.34119;;ALTO;"endereco de rodovia (57-67% falharam); sem numero de porta"
140;;;endereco;Dimas - Blumenau, Via Expressa Paul Fritz Kuehnrich, 955, Itoupava Norte, Blumenau - SC, 89052-381, Brasil;Via Expressa Paul Fritz Kuehnrich 955 Blumenau SC 89052381 Brazil;Blumenau;SC;89052381;-26.89209;-49.07167;-26.89209;-49.07167;Itoupava Norte;ALTO;endereco de rodovia (57-67% falharam)
141;;;endereco;Rua Cândido Xavier, 937, Vila Izabel, Curitiba - PR, 80320-220, Brasil;Rua Candido Xavier 937 Curitiba PR 80320220 Brazil;Curitiba;PR;80320220;-25.45469;-49.29021;-25.45469;-49.29021;Vila Izabel;;
142;;;endereco;Avenida Tuiuti, 561, Zona 10, Maringá - PR, 87040-360, Brasil;Avenida Tuiuti 561 Maringa PR 87040360 Brazil;Maringá;PR;87040360;-23.42239;-51.90886;-23.42239;-51.90886;Zona 10;;
143;;;endereco;Avenida Tiradentes, 1436, Shangri-Lá, Londrina - PR, 86070-545, Brasil;Avenida Tiradentes 1436 Londrina PR 86070545 Brazil;Londrina;PR;86070545;-23.29951;-51.1885;-23.29951;-51.1885;Shangri-Lá;;
144;;;endereco;Avenida Dom Pedro II, 2276, Campestre, Santo André - SP, 09080-110, Brasil;Avenida Dom Pedro II 2276 Santo Andre SP 09080110 Brazil;Santo André;SP;09080110;-23.63669;-46.54289;-23.63669;-46.54289;Campestre;;
145;;;endereco;Avenida Alcântara Machado, 3752, Belém, São Paulo - SP, 03302-000, Brasil;Avenida Alcantara Machado 3752 Sao Paulo SP 03302000 Brazil;São Paulo;SP;03302000;-23.54408;-46.59012;-23.54408;-46.59012;Belém;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
146;;;endereco;Volvo, Avenida Doutor Ricardo Jafet, 3113, Cursino, São Paulo - SP, 04129-020, Brasil;Avenida Doutor Ricardo Jafet 3113 Sao Paulo SP 04129020 Brazil;São Paulo;SP;04129020;-23.60335;-46.62513;-23.60335;-46.62513;Cursino;;
147;;;endereco;BR-153, Itumbiara - GO, Brasil;BR 153 Itumbiara GO Brazil;Itumbiara;GO;;-18.36608;-49.21396;-18.36608;-49.21396;;ALTO;"sem numero de porta; logradouro sem nome"
148;;;endereco;Patrícia Correa Sobrancelhas, Vila Esperança, Tubarão - SC, Brasil;Vila Esperanca Tubarao SC Brazil;Tubarão;SC;;-28.46678;-49.00694;-28.46678;-49.00694;;ALTO;sem numero de porta
149;;;endereco;Avenida Brasil, 1860, Centro, Balneário Camboriú - SC, 88330-050, Brasil;Avenida Brasil 1860 Balneario Camboriu SC 88330050 Brazil;Balneário Camboriú;SC;88330050;-26.99024;-48.6323;-26.99024;-48.6323;Centro;;
150;;;endereco;Rua Surubim, 577, Itaim Bibi, São Paulo - SP, 04571-050, Brasil;Rua Surubim 577 Sao Paulo SP 04571050 Brazil;São Paulo;SP;04571050;-23.6008;-46.69458;-23.6008;-46.69458;Itaim Bibi;;
151;;;endereco;Rua Miguel Simião, 15, Centro, Apucarana - PR, 86800-260, Brasil;Rua Miguel Simiao 15 Apucarana PR 86800260 Brazil;Apucarana;PR;86800260;-23.55044;-51.46401;-23.55044;-51.46401;Centro;;
152;;;endereco;Rodovia Raposo Tavares, Chácaras Bom Retiro, Ourinhos - SP, 19915-022, Brasil;Rodovia Raposo Tavares Chacaras Bom Retiro Ourinhos SP 19915022 Brazil;Ourinhos;SP;19915022;-22.95056;-49.87755;-22.95056;-49.87755;;ALTO;"endereco de rodovia (57-67% falharam); sem numero de porta"
153;;;endereco;Avenida Francisco Pagliato, 1135, São Manuel - SP, 18658-422, Brasil;Avenida Francisco Pagliato 1135 Sao Manuel SP 18658422 Brazil;São Manuel;SP;18658422;-22.73854;-48.6082;-22.73854;-48.6082;;;
154;;;endereco;Avenida Europa, 930, Pinheiros, São Paulo - SP, 01449-001, Brasil;Avenida Europa 930 Sao Paulo SP 01449001 Brazil;São Paulo;SP;01449001;-23.57788;-46.68126;-23.57788;-46.68126;Pinheiros;;
155;;;endereco;Volvo, Rua Luiz Seraphico Júnior, 1079, Santo Amaro, São Paulo - SP, 04729-080, Brasil;Rua Luiz Seraphico Junior 1079 Sao Paulo SP 04729080 Brazil;São Paulo;SP;04729080;-23.63891;-46.72096;-23.63891;-46.72096;Santo Amaro;;
156;;;endereco;Volvo, Alameda Araguaia, 260, Alphaville, Barueri - SP, 06455-000, Brasil;Alameda Araguaia 260 Barueri SP 06455000 Brazil;Barueri;SP;06455000;-23.4988;-46.85894;-23.4988;-46.85894;Alphaville;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
157;;;endereco;Autostar - Pacaembú, Rua Norma Pieruccini Giannotti, 725, Santa Cecília, São Paulo - SP, 01138-000, Brasil;Rua Norma Pieruccini Giannotti 725 Sao Paulo SP 01138000 Brazil;São Paulo;SP;01138000;-23.52321;-46.65764;-23.52321;-46.65764;Santa Cecília;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
158;;;endereco;Volvo, Avenida Antônio Frederico Ozanan, 3833, Ponte São João, Jundiaí - SP, 13201-125, Brasil;Avenida Antonio Frederico Ozanan 3833 Jundiai SP 13201125 Brazil;Jundiaí;SP;13201125;-23.18233;-46.87841;-23.18233;-46.87841;Ponte São João;;
159;;;endereco;Sec Jet, Avenida Juruá, Alphaville, Barueri - SP, 06455-010, Brasil;Avenida Jurua Alphaville Barueri SP 06455010 Brazil;Barueri;SP;06455010;-23.50056;-46.85469;-23.50056;-46.85469;;ALTO;sem numero de porta
160;;;endereco;Garrett Motion Indústria Automotiva Brasil, Avenida Júlia Gaiolli, 282, Água Chata, Guarulhos - SP, 07251-500, Brasil;Avenida Julia Gaiolli 282 Guarulhos SP 07251500 Brazil;Guarulhos;SP;07251500;-23.42382;-46.39209;-23.42382;-46.39209;Água Chata;;
161;;;endereco;Rua Ipiranga, 1952, Mogi das Cruzes - SP, 08730-000, Brasil;Rua Ipiranga 1952 Mogi das Cruzes SP 08730000 Brazil;Mogi das Cruzes;SP;08730000;-23.52926;-46.20243;-23.52926;-46.20243;;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
162;;;endereco;Via Anhanguera, Limeira - SP, 13486-850, Brasil;Via Anhanguera Limeira SP 13486850 Brazil;Limeira;SP;13486850;-22.62071;-47.34634;-22.62071;-47.34634;;ALTO;"endereco de rodovia (57-67% falharam); sem numero de porta"
163;;;endereco;Exxpp Serviços de Apoio Administrativo, Avenida Doutor Eduardo Cury, 350, Jardim Esplanada, São José dos Campos - SP, 12242-001, Brasil;Avenida Doutor Eduardo Cury 350 Sao Jose dos Campos SP 12242001 Brazil;São José dos Campos;SP;12242001;-23.20097;-45.9096;-23.20097;-45.9096;Jardim Esplanada;;
164;;;endereco;Rua Orlando Modolo, 1365, Jardim Olga Veroni, Limeira - SP, 13487-162, Brasil;Rua Orlando Modolo 1365 Limeira SP 13487162 Brazil;Limeira;SP;13487162;-22.57859;-47.36733;-22.57859;-47.36733;Jardim Olga Veroni;;
165;;;endereco;Rua Doutor Rosalvo de Almeida Telles, 500, Parque Residencial Nova Caçapava, Caçapava - SP, 12283-020, Brasil;Rua Doutor Rosalvo de Almeida Telles 500 Cacapava SP 12283020 Brazil;Caçapava;SP;12283020;-23.10679;-45.6958;-23.10679;-45.6958;Parque Residencial Nova Caçapava;;
166;;;endereco;Avenida Pres. Tancredo de Almeida Neves, 822, São Judas, Itajubá - MG, 37504-071, Brasil;Avenida Pres Tancredo de Almeida Neves 822 Itajuba MG 37504071 Brazil;Itajubá;MG;37504071;-22.4226;-45.47029;-22.4226;-45.47029;São Judas;;
167;;;endereco;Avenida Presidente Castelo Branco, Subsetor Leste-6, Ribeirão Preto - SP, 14095-000, Brasil;Avenida Presidente Castelo Branco Subsetor Leste 6 Ribeirao Preto SP 14095000 Brazil;Ribeirão Preto;SP;14095000;-21.1941;-47.77586;-21.1941;-47.77586;;ALTO;"sem numero de porta; CEP generico de cidade, nao de rua (2,4x mais falha)"
168;;;endereco;Rodovia Doutor Manoel Hyppólito Rego, 1224, Porto Grande, São Sebastião - SP, 11608-269, Brasil;Rodovia Doutor Manoel Hyppolito Rego 1224 Sao Sebastiao SP 11608269 Brazil;São Sebastião;SP;11608269;-23.794;-45.39992;-23.794;-45.39992;Porto Grande;ALTO;endereco de rodovia (57-67% falharam)
169;;;endereco;Avenida Érico Veríssimo, 858, Barra da Tijuca, Rio de Janeiro - RJ, 22621-180, Brasil;Avenida Erico Verissimo 858 Rio de Janeiro RJ 22621180 Brazil;Rio de Janeiro;RJ;22621180;-23.00979;-43.30649;-23.00979;-43.30649;Barra da Tijuca;;
170;;;endereco;Rua Francisco Glicério, Gramacho, Duque de Caxias - RJ, 25055-410, Brasil;Rua Francisco Glicerio Gramacho Duque de Caxias RJ 25055410 Brazil;Duque de Caxias;RJ;25055410;-22.75184;-43.28691;-22.75184;-43.28691;;ALTO;sem numero de porta
171;;;endereco;Rio Boat Club, Glória, Rio de Janeiro - RJ, 22210-030, Brasil;Rio Boat Club Gloria Rio de Janeiro RJ 22210030 Brazil;Rio de Janeiro;RJ;22210030;-22.92027;-43.17002;-22.92027;-43.17002;;ALTO;sem numero de porta
172;;;endereco;Ponto De Carregamento Para Veículos Elétricos, Avenida Raja Gabaglia, 2601, São Bento, Belo Horizonte - MG, 30350-563, Brasil;Avenida Raja Gabaglia 2601 Belo Horizonte MG 30350563 Brazil;Belo Horizonte;MG;30350563;-19.95907;-43.95687;-19.95907;-43.95687;São Bento;;
173;;;endereco;Rua Doutor Antônio Gravatá, 325, Betim Industrial, Betim - MG, 32670-436, Brasil;Rua Doutor Antonio Gravata 325 Betim MG 32670436 Brazil;Betim;MG;32670436;-19.9602;-44.16847;-19.9602;-44.16847;Betim Industrial;;
174;;;endereco;Rua Lindolfo Fraga, 90, Parque Vera Cruz, Campos dos Goytacazes - RJ, 28060-040, Brasil;Rua Lindolfo Fraga 90 Campos dos Goytacazes RJ 28060040 Brazil;Campos dos Goytacazes;RJ;28060040;-21.73849;-41.32937;-21.73849;-41.32937;Parque Vera Cruz;;
175;;;endereco;Avenida João Naves de Ávila, 4955, Santa Mônica, Uberlândia - MG, 38408-288, Brasil;Avenida Joao Naves de Avila 4955 Uberlandia MG 38408288 Brazil;Uberlândia;MG;38408288;-18.92906;-48.24385;-18.92906;-48.24385;Santa Mônica;;
176;;;endereco;Zletric, BR-050, Minas Gerais, Uberlândia - MG, Brasil;Zletric BR 050 Minas Gerais Uberlandia MG Brazil;Uberlândia;MG;;-18.86335;-48.25536;-18.86335;-48.25536;;ALTO;sem numero de porta
177;;;endereco;Exotico Prime Motel, L-13, Ribeirão Preto - SP, Brasil;Exotico Prime Motel L 13 Ribeirao Preto SP Brazil;Ribeirão Preto;SP;;-21.21427;-47.75944;-21.21427;-47.75944;;ALTO;sem numero de porta
178;;;endereco;Rodovia BR-365, 349, Planalto, Patos de Minas - MG, 38706-328, Brasil;Rodovia BR 365 349 Patos de Minas MG 38706328 Brazil;Patos de Minas;MG;38706328;-18.63962;-46.49111;-18.63962;-46.49111;Planalto;ALTO;endereco de rodovia (57-67% falharam)
179;;;endereco;Avenida dos Vinhedos, Morada da Colina, Uberlândia - MG, 38411-159, Brasil;Avenida dos Vinhedos Morada da Colina Uberlandia MG 38411159 Brazil;Uberlândia;MG;38411159;-18.95146;-48.27926;-18.95146;-48.27926;;ALTO;sem numero de porta
180;;;endereco;Rodovia Washington Luís, Portal das Laranjeiras, Araraquara - SP, 14808-080, Brasil;Rodovia Washington Luis Portal das Laranjeiras Araraquara SP 14808080 Brazil;Araraquara;SP;14808080;-21.77029;-48.24111;-21.77029;-48.24111;;ALTO;"endereco de rodovia (57-67% falharam); sem numero de porta"
181;;;endereco;Volvo, Avenida Presidente Juscelino K. de Oliveira, Moyses Miguel Haddad, São José do Rio Preto - SP, 15091-450, Brasil;Avenida Presidente Juscelino K de Oliveira Moyses Miguel Haddad Sao Jose do Rio Preto SP 15091450 Brazil;São José do Rio Preto;SP;15091450;-20.85759;-49.41146;-20.85759;-49.41146;;ALTO;sem numero de porta
182;;;endereco;Rodovia Transbrasiliana, São José do Rio Preto - SP, 15053-750, Brasil;Rodovia Transbrasiliana Sao Jose do Rio Preto SP 15053750 Brazil;São José do Rio Preto;SP;15053750;-20.89081;-49.43119;-20.89081;-49.43119;;ALTO;"endereco de rodovia (57-67% falharam); sem numero de porta"
183;;;endereco;Volvo, Avenida Deputado Jamel Cecílio, 3235, Jardim Goiás, Goiânia - GO, 74810-190, Brasil;Avenida Deputado Jamel Cecilio 3235 Goiania GO 74810190 Brazil;Goiânia;GO;74810190;-16.70669;-49.2374;-16.70669;-49.2374;Jardim Goiás;;
184;;;endereco;BR-153, Jardim Belo Horizonte, Aparecida de Goiânia - GO, Brasil;BR 153 Jardim Belo Horizonte Aparecida de Goiania GO Brazil;Aparecida de Goiânia;GO;;-16.82752;-49.24233;-16.82752;-49.24233;;ALTO;sem numero de porta
185;;;endereco;Alameda das Sibipirunas, Ceasa, Goiânia - GO, 74681-215, Brasil;Alameda das Sibipirunas Ceasa Goiania GO 74681215 Brazil;Goiânia;GO;74681215;-16.62925;-49.20516;-16.62925;-49.20516;;ALTO;sem numero de porta
186;;;endereco;Rodovia Marechal Rondon, Alvorada, Araçatuba - SP, Brasil;Rodovia Marechal Rondon Alvorada Aracatuba SP Brazil;Araçatuba;SP;;-21.25673;-50.41911;-21.25673;-50.41911;;ALTO;"endereco de rodovia (57-67% falharam); sem numero de porta"
187;;;endereco;Sia Trecho 2, SIA - DF, 71200-020, Brasil;Sia Trecho 2 SIA DF 71200020 Brazil;SIA;DF;71200020;-15.80332;-47.96803;-15.80332;-47.96803;;;
188;;;endereco;Rodovia Raposo Tavares, Regente Feijó - SP, 19570-000, Brasil;Rodovia Raposo Tavares Regente Feijo SP 19570000 Brazil;Regente Feijó;SP;19570000;-22.26625;-51.30191;-22.26625;-51.30191;;ALTO;"endereco de rodovia (57-67% falharam); sem numero de porta; CEP generico de cidade, nao de rua (2,4x mais falha)"
189;;;endereco;Rodovia Celso Garcia Cid, Cambé - PR, Brasil;Rodovia Celso Garcia Cid Cambe PR Brazil;Cambé;PR;;-23.24701;-51.25184;-23.24701;-51.25184;;ALTO;"endereco de rodovia (57-67% falharam); sem numero de porta"
190;;;endereco;Anel Viário Aldo Casali, Campo Mourão - PR, Brasil;Anel Viario Aldo Casali Campo Mourao PR Brazil;Campo Mourão;PR;;-24.0899;-52.38049;-24.0899;-52.38049;;ALTO;sem numero de porta
