linha;nome;categoria;origem;endereco_original;endereco_dsp;cidade;uf;cep;lat_original;lon_original;lat_corrigida;lon_corrigida;bairro_descartado;severidade;risco
2;;;endereco;Avenida Brasil, 1695, Jardim Paulista, São Paulo - SP, 01431-001, Brasil;Avenida Brasil 1695 Sao Paulo SP 01431001 Brazil;São Paulo;SP;01431001;-23.56808;-46.67356;-23.56808;-46.67356;Jardim Paulista;;
3;;;endereco;Rua Mateo Forte, 259, Lapa, São Paulo - SP, 05038-160, Brasil;Rua Mateo Forte 259 Sao Paulo SP 05038160 Brazil;São Paulo;SP;05038160;-23.51316;-46.69956;-23.51316;-46.69956;Lapa;;
4;;;endereco;Rua Emílio Mallet, 717, Tatuapé, São Paulo - SP, 03320-000, Brasil;Rua Emilio Mallet 717 Sao Paulo SP 03320000 Brazil;São Paulo;SP;03320000;-23.54666;-46.56686;-23.54666;-46.56686;Tatuapé;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
5;;;endereco;Avenida das Nações Unidas, 16979, Santo Amaro, São Paulo - SP, 04794-000, Brasil;Avenida das Nacoes Unidas 16979 Sao Paulo SP 04794000 Brazil;São Paulo;SP;04794000;-23.63945;-46.72235;-23.63945;-46.72235;Santo Amaro;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
6;;;endereco;Avenida Tamboré, 973, Alphaville, Barueri - SP, 06460-000, Brasil;Avenida Tambore 973 Barueri SP 06460000 Brazil;Barueri;SP;06460000;-23.49724;-46.84195;-23.49724;-46.84195;Alphaville;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
7;;;endereco;Rua Jubiabá, 150, Alto de Pinheiros, São Paulo - SP, 05444-030, Brasil;Rua Jubiaba 150 Sao Paulo SP 05444030 Brazil;São Paulo;SP;05444030;-23.55507;-46.69844;-23.55507;-46.69844;Alto de Pinheiros;;
8;;;endereco;Rua Jerônimo da Veiga, 446, Itaim Bibi, São Paulo - SP, 04536-001, Brasil;Rua Jeronimo da Veiga 446 Sao Paulo SP 04536001 Brazil;São Paulo;SP;04536001;-23.58193;-46.68321;-23.58193;-46.68321;Itaim Bibi;;
9;;;endereco;Rua Ibirá, 181, Vila Scarpelli, Santo André - SP, 09190-130, Brasil;Rua Ibira 181 Santo Andre SP 09190130 Brazil;Santo André;SP;09190130;-23.67938;-46.54344;-23.67938;-46.54344;Vila Scarpelli;;
10;;;endereco;Avenida Washington Luís, 7059, Campo Belo, São Paulo - SP, 04627-006, Brasil;Avenida Washington Luis 7059 Sao Paulo SP 04627006 Brazil;São Paulo;SP;04627006;-23.62201;-46.6621;-23.62201;-46.6621;Campo Belo;;
11;;;endereco;Churrascaria Ponteio Mogi das Cruzes, Avenida Francisco Ferreira Lopes, 460, Mogi das Cruzes - SP, 08735-200, Brasil;Avenida Francisco Ferreira Lopes 460 Mogi das Cruzes SP 08735200 Brazil;Mogi das Cruzes;SP;08735200;-23.5338;-46.21286;-23.5338;-46.21286;;;
12;;;endereco;Grupo Toniello, Avenida Wladimir Meirelles Ferreira, 1566, Subsetor Sul-4, Ribeirão Preto - SP, 14021-630, Brasil;Avenida Wladimir Meirelles Ferreira 1566 Ribeirao Preto SP 14021630 Brazil;Ribeirão Preto;SP;14021630;-21.21015;-47.80086;-21.21015;-47.80086;Subsetor Sul-4;;
13;;;endereco;Avenida Ministro Ivan Lins, Barra da Tijuca, Rio de Janeiro - RJ, 22620-160, Brasil;Avenida Ministro Ivan Lins Barra da Tijuca Rio de Janeiro RJ 22620160 Brazil;Rio de Janeiro;RJ;22620160;-23.01203;-43.29932;-23.01203;-43.29932;;ALTO;sem numero de porta
14;;;endereco;Rua Real Grandeza, 240, Botafogo, Rio de Janeiro - RJ, 22281-036, Brasil;Rua Real Grandeza 240 Rio de Janeiro RJ 22281036 Brazil;Rio de Janeiro;RJ;22281036;-22.95622;-43.19224;-22.95622;-43.19224;Botafogo;;
15;;;endereco;Rua da Passagem, 175, Botafogo, Rio de Janeiro - RJ, 21760-750, Brasil;Rua da Passagem 175 Rio de Janeiro RJ 21760750 Brazil;Rio de Janeiro;RJ;21760750;-22.95545;-43.18044;-22.95545;-43.18044;Botafogo;;
16;;;endereco;Trans Ferraz, Avenida Afonso Pena, 2259, Nossa Senhora Aparecida, Uberlândia - MG, 38400-708, Brasil;Avenida Afonso Pena 2259 Uberlandia MG 38400708 Brazil;Uberlândia;MG;38400708;-18.90229;-48.26608;-18.90229;-48.26608;Nossa Senhora Aparecida;;
17;;;endereco;AUDI, Rua Padre Germano Mayer, 1629, Hugo Lange, Curitiba - PR, 80040-170, Brasil;Rua Padre Germano Mayer 1629 Curitiba PR 80040170 Brazil;Curitiba;PR;80040170;-25.42095;-49.24846;-25.42095;-49.24846;Hugo Lange;;
18;;;endereco;Audi Service Barra, Rua Celestino Basílio, 69, Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-285, Brasil;Rua Celestino Basilio 69 Rio de Janeiro RJ 22790285 Brazil;Rio de Janeiro;RJ;22790285;-23.01087;-43.44941;-23.01087;-43.44941;Recreio dos Bandeirantes;;
19;;;endereco;Audi Service Cascavel, Avenida Brasil, 1869, Pacaembu, Cascavel - PR, 85816-302, Brasil;Avenida Brasil 1869 Cascavel PR 85816302 Brazil;Cascavel;PR;85816302;-24.95361;-53.42082;-24.95361;-53.42082;Pacaembu;;
20;;;endereco;Avenida do Estado, 1155, Dos Pioneiros, Balneário Camboriú - SC, 88331-110, Brasil;Avenida do Estado 1155 Balneario Camboriu SC 88331110 Brazil;Balneário Camboriú;SC;88331110;-26.96661;-48.63923;-26.96661;-48.63923;Dos Pioneiros;;
21;;;endereco;Rua Ten. Cel. Waldomiro V. Ferreira, 284, Barão Geraldo, Campinas - SP, 13082-730, Brasil;Rua Ten Cel Waldomiro V Ferreira 284 Campinas SP 13082730 Brazil;Campinas;SP;13082730;-22.82619;-47.09693;-22.82619;-47.09693;Barão Geraldo;;
22;;;endereco;Audi Center Vale, Avenida Jorge Zarur, 181, Vila Ema, São José dos Campos - SP, 12243-081, Brasil;Avenida Jorge Zarur 181 Sao Jose dos Campos SP 12243081 Brazil;São José dos Campos;SP;12243081;-23.20619;-45.90468;-23.20619;-45.90468;Vila Ema;;
23;;;endereco;Rua Antônio Camardo, 141, Tatuapé, São Paulo - SP, 03309-060, Brasil;Rua Antonio Camardo 141 Sao Paulo SP 03309060 Brazil;São Paulo;SP;03309060;-23.5497;-46.56667;-23.5497;-46.56667;Tatuapé;;
24;;;endereco;Avenida Deusdedith Salgado, 4052, Salvaterra, Juiz de Fora - MG, 36033-007, Brasil;Avenida Deusdedith Salgado 4052 Juiz de Fora MG 36033007 Brazil;Juiz de Fora;MG;36033007;-21.80576;-43.37565;-21.80576;-43.37565;Salvaterra;;
25;;;endereco;Avenida Presidente Juscelino K. de Oliveira, 3600, Quinta do Golfe, São José do Rio Preto - SP, 15091-450, Brasil;Avenida Presidente Juscelino K de Oliveira 3600 Sao Jose do Rio Preto SP 15091450 Brazil;São José do Rio Preto;SP;15091450;-20.85364;-49.41322;-20.85364;-49.41322;Quinta do Golfe;;
26;;;endereco;Rua Geraldo Vasconcelos, 405, Estoril, Belo Horizonte - MG, 30494-100, Brasil;Rua Geraldo Vasconcelos 405 Belo Horizonte MG 30494100 Brazil;Belo Horizonte;MG;30494100;-19.95959;-43.96371;-19.95959;-43.96371;Estoril;;
27;;;endereco;Avenida Dr. Rudge Ramos, 837, Rudge Ramos, São Bernardo do Campo - SP, 09639-000, Brasil;Avenida Dr Rudge Ramos 837 Sao Bernardo do Campo SP 09639000 Brazil;São Bernardo do Campo;SP;09639000;-23.64994;-46.57818;-23.64994;-46.57818;Rudge Ramos;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
28;;;endereco;Zletric, Avenida Wladimir Meirelles Ferreira, 1660, Subsetor Sul-4, Ribeirão Preto - SP, 14021-683, Brasil;Avenida Wladimir Meirelles Ferreira 1660 Ribeirao Preto SP 14021683 Brazil;Ribeirão Preto;SP;14021683;-21.21044;-47.80211;-21.21044;-47.80211;Subsetor Sul-4;;
29;;;endereco;Rua Coronel Marcos Rovaris, 281, Centro, Criciúma - SC, 88801-100, Brasil;Rua Coronel Marcos Rovaris 281 Criciuma SC 88801100 Brazil;Criciúma;SC;88801100;-28.67796;-49.36562;-28.67796;-49.36562;Centro;;
30;;;endereco;Rua José Szakall, 27, Barra Funda, São Paulo - SP, 01140-120, Brasil;Rua Jose Szakall 27 Sao Paulo SP 01140120 Brazil;São Paulo;SP;01140120;-23.51823;-46.66754;-23.51823;-46.66754;Barra Funda;;
31;;;endereco;Avenida Claricinda Alves de Rezende, 197, Uberaba - MG, 38010-000, Brasil;Avenida Claricinda Alves de Rezende 197 Uberaba MG 38010000 Brazil;Uberaba;MG;38010000;-19.75352;-47.9151;-19.75352;-47.9151;;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
32;;;endereco;Internacional de Brasília-Terminal 2, Setor de Habitações Individuais Sul, Lago Sul - DF, 71608-900, Brasil;Internacional de Brasilia Terminal 2 Lago Sul DF 71608900 Brazil;Lago Sul;DF;71608900;-15.86975;-47.93099;-15.86975;-47.93099;Setor de Habitações Individuais Sul;;
33;;;endereco;Avenida Waldemar Haddad, 801, Quinta do Golfe, São José do Rio Preto - SP, 15093-300, Brasil;Avenida Waldemar Haddad 801 Sao Jose do Rio Preto SP 15093300 Brazil;São José do Rio Preto;SP;15093300;-20.85418;-49.41512;-20.85418;-49.41512;Quinta do Golfe;;
34;;;endereco;Avenida Tiradentes, Ciclo II, Londrina - PR, 86072-000, Brasil;Avenida Tiradentes Ciclo II Londrina PR 86072000 Brazil;Londrina;PR;86072000;-23.29055;-51.21994;-23.29055;-51.21994;;ALTO;"sem numero de porta; CEP generico de cidade, nao de rua (2,4x mais falha)"
35;;;endereco;BMW, Avenida Deusdedith Salgado, 4900, Salvaterra, Juiz de Fora - MG, 36033-007, Brasil;Avenida Deusdedith Salgado 4900 Juiz de Fora MG 36033007 Brazil;Juiz de Fora;MG;36033007;-21.80737;-43.37667;-21.80737;-43.37667;Salvaterra;;
36;;;endereco;Avenida Doutor Cássio Paschoal Padovani, 1314, Morumbi, Piracicaba - SP, 13420-360, Brasil;Avenida Doutor Cassio Paschoal Padovani 1314 Piracicaba SP 13420360 Brazil;Piracicaba;SP;13420360;-22.73024;-47.61466;-22.73024;-47.61466;Morumbi;;
37;;;endereco;Avenida Brasil Oeste, 3592, Boqueirão, Passo Fundo - RS, 99025-002, Brasil;Avenida Brasil Oeste 3592 Passo Fundo RS 99025002 Brazil;Passo Fundo;RS;99025002;-28.26775;-52.43759;-28.26775;-52.43759;Boqueirão;;
38;;;endereco;Rua Colômbia, 810, Jardim Paulista, São Paulo - SP, 01438-001, Brasil;Rua Colombia 810 Sao Paulo SP 01438001 Brazil;São Paulo;SP;01438001;-23.57175;-46.67472;-23.57175;-46.67472;Jardim Paulista;;
39;;;endereco;Terminal Asa Sul, Asa Sul, Brasília - DF, 70610-200, Brasil;Terminal Asa Sul Asa Sul Brasilia DF 70610200 Brazil;Brasília;DF;70610200;-15.83612;-47.9332;-15.83612;-47.9332;;ALTO;sem numero de porta
40;;;endereco;Feirão do Automóvel de Jundiaí, Avenida Prefeito Luiz Latorre, Chácara Urbana, Jundiaí - SP, 13209-430, Brasil;Avenida Prefeito Luiz Latorre Chacara Urbana Jundiai SP 13209430 Brazil;Jundiaí;SP;13209430;-23.17686;-46.90521;-23.17686;-46.90521;;ALTO;sem numero de porta
41;;;endereco;DIMAS (BALNEARIO CAMBURIU), Avenida do Estado, 4770, Ariribá, Balneário Camboriú - SC, 88338-630, Brasil;Avenida do Estado 4770 Balneario Camboriu SC 88338630 Brazil;Balneário Camboriú;SC;88338630;-26.96092;-48.64046;-26.96092;-48.64046;Ariribá;;
42;;;endereco;Rua Gomes de Carvalho, 411, Itaim Bibi, São Paulo - SP, 04547-001, Brasil;Rua Gomes de Carvalho 411 Sao Paulo SP 04547001 Brazil;São Paulo;SP;04547001;-23.6007;-46.6781;-23.6007;-46.6781;Itaim Bibi;;
43;;;endereco;Avenida Pedro Henrique Cintra, 1800, Franca - SP, 14403-187, Brasil;Avenida Pedro Henrique Cintra 1800 Franca SP 14403187 Brazil;Franca;SP;14403187;-20.56742;-47.40785;-20.56742;-47.40785;;;
44;;;endereco;Rua Hassib Mofarrej, 382, Vila Leopoldina, São Paulo - SP, 05312-000, Brasil;Rua Hassib Mofarrej 382 Sao Paulo SP 05312000 Brazil;São Paulo;SP;05312000;-23.5292;-46.73709;-23.5292;-46.73709;Vila Leopoldina;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
45;;;endereco;Inova Móveis, Avenida Fernando Machado, 1029D, Centro, Chapecó - SC, 89802-112, Brasil;Avenida Fernando Machado 1029D Chapeco SC 89802112 Brazil;Chapecó;SC;89802112;-27.09615;-52.61905;-27.09615;-52.61905;Centro;;
46;;;endereco;BMW, Rua Rubens Sebastião Marin, 1626, Zona 36, Maringá - PR, 87045-020, Brasil;Rua Rubens Sebastiao Marin 1626 Maringa PR 87045020 Brazil;Maringá;PR;87045020;-23.42419;-51.89926;-23.42419;-51.89926;Zona 36;;
47;;;endereco;Sicredi, Avenida Ferreira Viana, 1526, Areal, Pelotas - RS, 96085-000, Brasil;Avenida Ferreira Viana 1526 Pelotas RS 96085000 Brazil;Pelotas;RS;96085000;-31.76127;-52.31852;-31.76127;-52.31852;Areal;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
48;;;endereco;Rua Serra de Bragança, 606, Tatuapé, São Paulo - SP, 03318-000, Brasil;Rua Serra de Braganca 606 Sao Paulo SP 03318000 Brazil;São Paulo;SP;03318000;-23.54527;-46.5694;-23.54527;-46.5694;Tatuapé;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
49;;;endereco;Avenida Senador Tarso Dutra, 295, Petrópolis, Porto Alegre - RS, 90690-140, Brasil;Avenida Senador Tarso Dutra 295 Porto Alegre RS 90690140 Brazil;Porto Alegre;RS;90690140;-30.04131;-51.17369;-30.04131;-51.17369;Petrópolis;;
50;;;endereco;Rua Itapeti, 421, Tatuapé, São Paulo - SP, 03324-002, Brasil;Rua Itapeti 421 Sao Paulo SP 03324002 Brazil;São Paulo;SP;03324002;-23.55086;-46.56746;-23.55086;-46.56746;Tatuapé;;
51;;;endereco;Ponto De Carregamento Para Veículos Elétricos, Rua Visconde de Cairú, 176, Estreito, Florianópolis - SC, 88075-020, Brasil;Rua Visconde de Cairu 176 Florianopolis SC 88075020 Brazil;Florianópolis;SC;88075020;-27.59508;-48.57274;-27.59508;-48.57274;Estreito;;
52;;;endereco;Rua Buarque de Macedo, 209, Jardim Brasil, Campinas - SP, 13073-010, Brasil;Rua Buarque de Macedo 209 Campinas SP 13073010 Brazil;Campinas;SP;13073010;-22.88619;-47.06237;-22.88619;-47.06237;Jardim Brasil;;
53;;;endereco;Ponto De Carregamento Para Veículos Elétricos, Avenida Raja Gabaglia, 3055, São Bento, Belo Horizonte - MG, 30350-550, Brasil;Avenida Raja Gabaglia 3055 Belo Horizonte MG 30350550 Brazil;Belo Horizonte;MG;30350550;-19.96074;-43.95711;-19.96074;-43.95711;São Bento;;
54;;;endereco;Rua Dom Silvério, 65, Alto dos Passos, Juiz de Fora - MG, 36026-450, Brasil;Rua Dom Silverio 65 Juiz de Fora MG 36026450 Brazil;Juiz de Fora;MG;36026450;-21.77792;-43.34612;-21.77792;-43.34612;Alto dos Passos;;
55;;;endereco;In Pilates Barigui, Santo Inácio, Curitiba - PR, 82305-100, Brasil;In Pilates Barigui Santo Inacio Curitiba PR 82305100 Brazil;Curitiba;PR;82305100;-25.43029;-49.32342;-25.43029;-49.32342;;ALTO;sem numero de porta
56;;;endereco;BMW, Rua Botuverá, 508, São Marcos, Joinville - SC, Brasil;Rua Botuvera 508 Joinville SC Brazil;Joinville;SC;;-26.32391;-48.86837;-26.32391;-48.86837;São Marcos;;
57;;;endereco;BYD, Rua Ignácio Treis, 495, Ideal, Novo Hamburgo - RS, 93334-365, Brasil;Rua Ignacio Treis 495 Novo Hamburgo RS 93334365 Brazil;Novo Hamburgo;RS;93334365;-29.71043;-51.14661;-29.71043;-51.14661;Ideal;;
58;;;endereco;Avenida Vinte e Três de Maio, 3095, Moema, São Paulo - SP, 04008-090, Brasil;Avenida Vinte e Tres de Maio 3095 Sao Paulo SP 04008090 Brazil;São Paulo;SP;04008090;-23.58271;-46.65125;-23.58271;-46.65125;Moema;;
59;;;endereco;Alameda Amazonas, 838, Alphaville, Barueri - SP, 06454-070, Brasil;Alameda Amazonas 838 Barueri SP 06454070 Brazil;Barueri;SP;06454070;-23.49255;-46.84265;-23.49255;-46.84265;Alphaville;;
60;;;endereco;Avenida Doutor Carlos Barbosa, 1272, Medianeira, Porto Alegre - RS, 90880-001, Brasil;Avenida Doutor Carlos Barbosa 1272 Porto Alegre RS 90880001 Brazil;Porto Alegre;RS;90880001;-30.06698;-51.21238;-30.06698;-51.21238;Medianeira;;
61;;;endereco;Rua Minerva, 535, Perdizes, São Paulo - SP, 05007-032, Brasil;Rua Minerva 535 Sao Paulo SP 05007032 Brazil;São Paulo;SP;05007032;-23.53646;-46.67466;-23.53646;-46.67466;Perdizes;;
62;;;endereco;BR-153, Autódromo, Goiânia - GO, Brasil;BR 153 Autodromo Goiania GO Brazil;Goiânia;GO;;-16.69817;-49.23138;-16.69817;-49.23138;;ALTO;sem numero de porta
63;;;endereco;Alameda Doutor Celso Leon Salles, 26, Vila Formosa, Blumenau - SC, 89015-440, Brasil;Alameda Doutor Celso Leon Salles 26 Blumenau SC 89015440 Brazil;Blumenau;SC;89015440;-26.93592;-49.06738;-26.93592;-49.06738;Vila Formosa;;
64;;;endereco;Panvel, Avenida Ruben Bento Alves, 785, Sagrada Família, Caxias do Sul - RS, 95012-500, Brasil;Avenida Ruben Bento Alves 785 Caxias do Sul RS 95012500 Brazil;Caxias do Sul;RS;95012500;-29.15274;-51.15717;-29.15274;-51.15717;Sagrada Família;;
65;;;endereco;Rua Santa Joaquina de Vedruna, 2686, Zona 5, Maringá - PR, 87015-150, Brasil;Rua Santa Joaquina de Vedruna 2686 Maringa PR 87015150 Brazil;Maringá;PR;87015150;-23.42401;-51.95481;-23.42401;-51.95481;Zona 5;;
66;;;endereco;Rua Santa Joaquina de Vedruna, 506, Zona 5, Maringá - PR, 87015-150, Brasil;Rua Santa Joaquina de Vedruna 506 Maringa PR 87015150 Brazil;Maringá;PR;87015150;-23.42386;-51.95495;-23.42386;-51.95495;Zona 5;;
67;;;endereco;BMW, Avenida das Américas, 1690, Barra da Tijuca, Rio de Janeiro - RJ, 22640-101, Brasil;Avenida das Americas 1690 Rio de Janeiro RJ 22640101 Brazil;Rio de Janeiro;RJ;22640101;-23.00017;-43.33165;-23.00017;-43.33165;Barra da Tijuca;;
68;;;endereco;Ponto De Carregamento Para Veículos Elétricos, Avenida João Naves de Ávila, 3370, Saraiva, Uberlândia - MG, 38408-144, Brasil;Avenida Joao Naves de Avila 3370 Uberlandia MG 38408144 Brazil;Uberlândia;MG;38408144;-18.92673;-48.25914;-18.92673;-48.25914;Saraiva;;
69;;;endereco;Rua Nicolau Cheuen, 3993, Centro, São João de Meriti - RJ, 25510-310, Brasil;Rua Nicolau Cheuen 3993 Sao Joao de Meriti RJ 25510310 Brazil;São João de Meriti;RJ;25510310;-22.79326;-43.36662;-22.79326;-43.36662;Centro;;
70;;;endereco;Composit Filmes, Avenida José Correia Machado, Jardim Parque Morada do Sol, Montes Claros - MG, 39400-116, Brasil;Avenida Jose Correia Machado Jardim Parque Morada do Sol Montes Claros MG 39400116 Brazil;Montes Claros;MG;39400116;-16.72581;-43.88064;-16.72581;-43.88064;;ALTO;sem numero de porta
71;;;endereco;Rua José Justino de Azevedo, 1105, Conservatória, Valença - RJ, 27600-000, Brasil;Rua Jose Justino de Azevedo 1105 Valenca RJ 27600000 Brazil;Valença;RJ;27600000;-22.28745;-43.91498;-22.28745;-43.91498;Conservatória;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
72;;;endereco;Rua Mena Barreto, 161, Botafogo, Rio de Janeiro - RJ, 22271-100, Brasil;Rua Mena Barreto 161 Rio de Janeiro RJ 22271100 Brazil;Rio de Janeiro;RJ;22271100;-22.95647;-43.19108;-22.95647;-43.19108;Botafogo;;
73;;;endereco;Alameda Santos, 880, Jardim Paulista, São Paulo - SP, 01418-002, Brasil;Alameda Santos 880 Sao Paulo SP 01418002 Brazil;São Paulo;SP;01418002;-23.56675;-46.65184;-23.56675;-46.65184;Jardim Paulista;;
74;;;endereco;BMW, Avenida Engenheiro Carlos Reinaldo Mendes, 1600, Sorocaba - SP, 18103-000, Brasil;Avenida Engenheiro Carlos Reinaldo Mendes 1600 Sorocaba SP 18103000 Brazil;Sorocaba;SP;18103000;-23.47237;-47.42359;-23.47237;-47.42359;;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
75;;;endereco;Rua Adão Dionísio Neugebauer Bortowiski, Centro, Eldorado do Sul - RS, 92990-000, Brasil;Rua Adao Dionisio Neugebauer Bortowiski Centro Eldorado do Sul RS 92990000 Brazil;Eldorado do Sul;RS;92990000;-30.00099;-51.30806;-30.00099;-51.30806;;ALTO;"sem numero de porta; CEP generico de cidade, nao de rua (2,4x mais falha)"
76;;;endereco;BR-470, Salto do Norte, Blumenau - SC, Brasil;BR 470 Salto do Norte Blumenau SC Brazil;Blumenau;SC;;-26.86726;-49.10331;-26.86726;-49.10331;;ALTO;sem numero de porta
77;;;endereco;Avenida Barão Homem de Melo, 3382, Estoril, Belo Horizonte - MG, 30494-270, Brasil;Avenida Barao Homem de Melo 3382 Belo Horizonte MG 30494270 Brazil;Belo Horizonte;MG;30494270;-19.96566;-43.9614;-19.96566;-43.9614;Estoril;;
78;;;endereco;Avenida Benno Mentz, 115, Vila Ipiranga, Porto Alegre - RS, 91370-010, Brasil;Avenida Benno Mentz 115 Porto Alegre RS 91370010 Brazil;Porto Alegre;RS;91370010;-30.01165;-51.14799;-30.01165;-51.14799;Vila Ipiranga;;
79;;;endereco;Sia Trecho 2, 2010, SIA - DF, 71200-023, Brasil;Sia Trecho 2 SIA DF 71200023 Brazil;SIA;DF;71200023;-15.80445;-47.96992;-15.80445;-47.96992;2010;;
