linha;nome;categoria;origem;endereco_original;endereco_dsp;cidade;uf;cep;lat_original;lon_original;lat_corrigida;lon_corrigida;bairro_descartado;severidade;risco
93;;;endereco;Avenida Brasil Oeste, 1261, Centro, Passo Fundo - RS, 99025-003, Brasil;Avenida Brasil Oeste 1261 Passo Fundo RS 99025003 Brazil;Passo Fundo;RS;99025003;-28.2645;-52.41589;-28.2645;-52.41589;Centro;;
94;;;endereco;Rua Antônio Araújo, 560, Centro, Passo Fundo - RS, 99010-220, Brasil;Rua Antonio Araujo 560 Passo Fundo RS 99010220 Brazil;Passo Fundo;RS;99010220;-28.25524;-52.39894;-28.25524;-52.39894;Centro;;
95;;;endereco;Rua Coronel Farrapo, 555, Centro, Campos Novos - SC, 89620-000, Brasil;Rua Coronel Farrapo 555 Campos Novos SC 89620000 Brazil;Campos Novos;SC;89620000;-27.40274;-51.22881;-27.40274;-51.22881;Centro;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
96;;;endereco;Servilar, Avenida Sete de Setembro, Centro, Passo Fundo - RS, 99010-121, Brasil;Avenida Sete de Setembro Centro Passo Fundo RS 99010121 Brazil;Passo Fundo;RS;99010121;-28.26566;-52.4053;-28.26566;-52.4053;;ALTO;sem numero de porta
97;;;endereco;Avenida Brasil Oeste, 1111, Centro, Passo Fundo - RS, 99025-003, Brasil;Avenida Brasil Oeste 1111 Passo Fundo RS 99025003 Brazil;Passo Fundo;RS;99025003;-28.26394;-52.41481;-28.26394;-52.41481;Centro;;
98;;;endereco;Avenida Sete de Setembro, 1055, Centro, Passo Fundo - RS, 83649-600, Brasil;Avenida Sete de Setembro 1055 Passo Fundo RS 83649600 Brazil;Passo Fundo;RS;83649600;-28.26539;-52.40343;-28.26539;-52.40343;Centro;;
99;;;endereco;Rua Barão do Rio Branco, 120, Casca - RS, 99260-000, Brasil;Rua Barao do Rio Branco 120 Casca RS 99260000 Brazil;Casca;RS;99260000;-28.56269;-51.97366;-28.56269;-51.97366;;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
100;;;endereco;Avenida Itália, 433, São Pelegrino, Caxias do Sul - RS, 95010-040, Brasil;Avenida Italia 433 Caxias do Sul RS 95010040 Brazil;Caxias do Sul;RS;95010040;-29.16874;-51.19336;-29.16874;-51.19336;São Pelegrino;;
101;;;endereco;Avenida Sete de Setembro, 185, Centro, Passo Fundo - RS, 99010-121, Brasil;Avenida Sete de Setembro 185 Passo Fundo RS 99010121 Brazil;Passo Fundo;RS;99010121;-28.26532;-52.40211;-28.26532;-52.40211;Centro;;
102;;;endereco;Rua Inácia Vieira, 403, Vacaria - RS, 95200-019, Brasil;Rua Inacia Vieira 403 Vacaria RS 95200019 Brazil;Vacaria;RS;95200019;-28.5071;-50.93701;-28.5071;-50.93701;;;
103;;;endereco;Rua Feijó Júnior, 583, São Pelegrino, Caxias do Sul - RS, 95034-160, Brasil;Rua Feijo Junior 583 Caxias do Sul RS 95034160 Brazil;Caxias do Sul;RS;95034160;-29.1668;-51.18869;-29.1668;-51.18869;São Pelegrino;;
104;;;endereco;Rua Marechal Deodoro, 630, Centro, Curitiba - PR, 80010-010, Brasil;Rua Marechal Deodoro 630 Curitiba PR 80010010 Brazil;Curitiba;PR;80010010;-25.4303;-49.26626;-25.4303;-49.26626;Centro;;
105;;;endereco;Rua Otávio Francisco Dias, 542, Água Verde, Curitiba - PR, 80620-310, Brasil;Rua Otavio Francisco Dias 542 Curitiba PR 80620310 Brazil;Curitiba;PR;80620310;-25.4581;-49.27747;-25.4581;-49.27747;Água Verde;;
106;;;endereco;Alameda Doutor Carlos de Carvalho, 555, Centro, Curitiba - PR, 80430-180, Brasil;Alameda Doutor Carlos de Carvalho 555 Curitiba PR 80430180 Brazil;Curitiba;PR;80430180;-25.43346;-49.28046;-25.43346;-49.28046;Centro;;
107;;;endereco;Rua Bom Jesus, 150, Juveve, Curitiba - PR, 80035-010, Brasil;Rua Bom Jesus 150 Curitiba PR 80035010 Brazil;Curitiba;PR;80035010;-25.4108;-49.25545;-25.4108;-49.25545;Juveve;;
108;;;endereco;Rua Orleans, 1005, América, Joinville - SC, 89204-580, Brasil;Rua Orleans 1005 Joinville SC 89204580 Brazil;Joinville;SC;89204580;-26.28475;-48.85658;-26.28475;-48.85658;América;;
109;;;endereco;Avenida Presidente Wenceslau Bráz, 1902, Guaíra, Curitiba - PR, 81010-000, Brasil;Avenida Presidente Wenceslau Braz 1902 Curitiba PR 81010000 Brazil;Curitiba;PR;81010000;-25.47432;-49.27336;-25.47432;-49.27336;Guaíra;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
110;;;endereco;Basesul Empreendimentos, Rua Grã Nicco, Mossungue, Curitiba - PR, 81200-200, Brasil;Rua Gra Nicco Mossungue Curitiba PR 81200200 Brazil;Curitiba;PR;81200200;-25.43711;-49.3291;-25.43711;-49.3291;;ALTO;sem numero de porta
111;;;endereco;Avenida Brigadeiro Faria Lima, Itaim Bibi, São Paulo - SP, 04538-133, Brasil;Avenida Brigadeiro Faria Lima Itaim Bibi Sao Paulo SP 04538133 Brazil;São Paulo;SP;04538133;-23.58598;-46.68299;-23.58598;-46.68299;;ALTO;sem numero de porta
112;;;endereco;Rua Américo Brasiliense, 1922, Santo Amaro, São Paulo - SP, 04715-004, Brasil;Rua Americo Brasiliense 1922 Sao Paulo SP 04715004 Brazil;São Paulo;SP;04715004;-23.62986;-46.70488;-23.62986;-46.70488;Santo Amaro;;
113;;;endereco;Avenida Ibirapuera, 2120, Moema, São Paulo - SP, 04028-001, Brasil;Avenida Ibirapuera 2120 Sao Paulo SP 04028001 Brazil;São Paulo;SP;04028001;-23.60268;-46.66187;-23.60268;-46.66187;Moema;;
114;;;endereco;Tupinambá, Rua Ministro Jesuíno Cardoso, 454, Itaim Bibi, São Paulo - SP, 04544-050, Brasil;Rua Ministro Jesuino Cardoso 454 Sao Paulo SP 04544050 Brazil;São Paulo;SP;04544050;-23.5923;-46.68218;-23.5923;-46.68218;Itaim Bibi;;
115;;;endereco;Alameda Raja Gabaglia, 62, Itaim Bibi, São Paulo - SP, 04551-090, Brasil;Alameda Raja Gabaglia 62 Sao Paulo SP 04551090 Brazil;São Paulo;SP;04551090;-23.5945;-46.68897;-23.5945;-46.68897;Itaim Bibi;;
116;;;endereco;Rua Brasílio Bacellar Filho, 59, Tinguí, Curitiba - PR, 82620-250, Brasil;Rua Brasilio Bacellar Filho 59 Curitiba PR 82620250 Brazil;Curitiba;PR;82620250;-25.38642;-49.22178;-25.38642;-49.22178;Tinguí;;
117;;;endereco;Rua Corupá, 100, Anita Garibaldi, Joinville - SC, 89203-620, Brasil;Rua Corupa 100 Joinville SC 89203620 Brazil;Joinville;SC;89203620;-26.31295;-48.85745;-26.31295;-48.85745;Anita Garibaldi;;
118;;;endereco;Rua Itaiópolis, 730, Saguaçu, Joinville - SC, 89221-155, Brasil;Rua Itaiopolis 730 Joinville SC 89221155 Brazil;Joinville;SC;89221155;-26.28767;-48.84139;-26.28767;-48.84139;Saguaçu;;
119;;;endereco;Rua Lourenço Pinto, 190, Centro, Curitiba - PR, 80010-160, Brasil;Rua Lourenco Pinto 190 Curitiba PR 80010160 Brazil;Curitiba;PR;80010160;-25.43538;-49.26882;-25.43538;-49.26882;Centro;;
120;;;endereco;Rua Marcílio Dias, 333, Santo Antônio, Joinville - SC, 89218-005, Brasil;Rua Marcilio Dias 333 Joinville SC 89218005 Brazil;Joinville;SC;89218005;-26.2758;-48.85325;-26.2758;-48.85325;Santo Antônio;;
121;;;endereco;Rua Ismael Carlos Correia, 93, Saguaçu, Joinville - SC, 89221-520, Brasil;Rua Ismael Carlos Correia 93 Joinville SC 89221520 Brazil;Joinville;SC;89221520;-26.2744;-48.84355;-26.2744;-48.84355;Saguaçu;;
122;;;endereco;Rua Visconde do Rio Branco, 1630, Centro, Curitiba - PR, 80420-210, Brasil;Rua Visconde do Rio Branco 1630 Curitiba PR 80420210 Brazil;Curitiba;PR;80420210;-25.43558;-49.27781;-25.43558;-49.27781;Centro;;
123;;;endereco;Rua General Andrade Neves, 435, Centro, Cruz Alta - RS, 98005-239, Brasil;Rua General Andrade Neves 435 Cruz Alta RS 98005239 Brazil;Cruz Alta;RS;98005239;-28.64095;-53.60602;-28.64095;-53.60602;Centro;;
124;;;endereco;Rua General Osório, 1032, Ibirubá - RS, 98200-000, Brasil;Rua General Osorio 1032 Ibiruba RS 98200000 Brazil;Ibirubá;RS;98200000;-28.62995;-53.09084;-28.62995;-53.09084;;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
125;;;endereco;Avenida Marechal Floriano Peixoto, 1256, Soledade - RS, 99300-000, Brasil;Avenida Marechal Floriano Peixoto 1256 Soledade RS 99300000 Brazil;Soledade;RS;99300000;-28.82677;-52.51179;-28.82677;-52.51179;;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
126;;;endereco;Projettos Fabrica de Pastas e Bolsas, Rua Marechal Floriano Peixoto, 467, Centro, Santa Maria - RS, 97015-372, Brasil;Rua Marechal Floriano Peixoto 467 Santa Maria RS 97015372 Brazil;Santa Maria;RS;97015372;-29.69263;-53.80763;-29.69263;-53.80763;Centro;;
127;;;endereco;Dr. Diego Chemello, Centro, Santa Maria - RS, Brasil;Dr Diego Chemello Centro Santa Maria RS Brazil;Santa Maria;RS;;-29.69161;-53.80632;-29.69161;-53.80632;;ALTO;sem numero de porta
128;;;endereco;Rua Marechal Deodoro, 582, Centro, Santa Cruz do Sul - RS, 96810-102, Brasil;Rua Marechal Deodoro 582 Santa Cruz do Sul RS 96810102 Brazil;Santa Cruz do Sul;RS;96810102;-29.71846;-52.42595;-29.71846;-52.42595;Centro;;
129;;;endereco;Avenida Carlos Gomes, 1408, Três Figueiras, Porto Alegre - RS, 90480-001, Brasil;Avenida Carlos Gomes 1408 Porto Alegre RS 90480001 Brazil;Porto Alegre;RS;90480001;-30.03352;-51.17811;-30.03352;-51.17811;Três Figueiras;;
130;;;endereco;Rua Hilário Ribeiro, 340, Moinhos de Vento, Porto Alegre - RS, 90510-040, Brasil;Rua Hilario Ribeiro 340 Porto Alegre RS 90510040 Brazil;Porto Alegre;RS;90510040;-30.02582;-51.20345;-30.02582;-51.20345;Moinhos de Vento;;
131;;;endereco;Rua Marechal Floriano Peixoto, 10, Centro Histórico, Porto Alegre - RS, 90020-060, Brasil;Rua Marechal Floriano Peixoto 10 Porto Alegre RS 90020060 Brazil;Porto Alegre;RS;90020060;-30.02879;-51.22683;-30.02879;-51.22683;Centro Histórico;;
132;;;endereco;Bergamaschi Advogados Associados, Avenida Benjamin Constant, 1010, Centro, Lajeado - RS, 95906-280, Brasil;Avenida Benjamin Constant 1010 Lajeado RS 95906280 Brazil;Lajeado;RS;95906280;-29.46261;-51.96728;-29.46261;-51.96728;Centro;;
133;;;endereco;Rua Doutor Barbosa Gonçalves, 368, Chácara das Pedras, Porto Alegre - RS, 91330-320, Brasil;Rua Doutor Barbosa Goncalves 368 Porto Alegre RS 91330320 Brazil;Porto Alegre;RS;91330320;-30.03193;-51.1628;-30.03193;-51.1628;Chácara das Pedras;;
134;;;endereco;Rua Ayrton Senna da Silva, 126, Nova Aliança, Rio das Ostras - RJ, 28890-407, Brasil;Rua Ayrton Senna da Silva 126 Rio das Ostras RJ 28890407 Brazil;Rio das Ostras;RJ;28890407;-22.53301;-41.96178;-22.53301;-41.96178;Nova Aliança;;
