severidade;linha;nome;endereco_dsp;risco
MEDIO;149;;Avenida Roque Petroni Junior 75 Sao Paulo SP 04707000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;153;;Alameda Rio Negro 1439 Barueri SP 06454000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;165;;Rua Vergueiro 1753 Sao Paulo SP 04101000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;173;;Avenida Uruguai 620 Tres de Maio RS 98910000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;175;;Rua Dahne de Abreu 729 Horizontina RS 98920000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;185;;Avenida Brigadeiro Faria Lima 1800 Sao Paulo SP 05477000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;189;;Rua Leite 1 Marcelino Ramos RS 99800000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;192;;Avenida Castelo Branco 1837 Parai RS 95360000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;198;;Avenida Brasil 1345 Foz do Iguacu PR 85851000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;213;;Avenida Doutor Nilo Pecanha 1201 Porto Alegre RS 91330000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;225;;Avenida Sapiranga 30 Dois Irmaos RS 93950000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;227;;Rua Luiz Augusto Puperi 649 Guapore RS 99200000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;237;;Rua Quinze de Novembro 657 Pelotas RS 96015000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;241;;Avenida Centenario 3958 Criciuma SC 88801000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;245;;Rua Joao Jose Guimaraes 345 Sombrio SC 88960000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;246;;Rua Jose Luiz de Freitas 46 Torres RS 95560000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;247;;Rua Julio de Castilhos 266 Torres RS 95560000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;249;;Avenida Getulio Vargas 219 Sombrio SC 88960000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;250;;Avenida Silva Jardim 929 Torres RS 95560000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;259;;Rua Quatrocentos e Seis 460 Itapema SC 88220000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;260;;Avenida Pavao 681 Bombinhas SC 88215000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;267;;Avenida Almirante Fonseca Neves 520 Porto Belo SC 88210000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;270;;Rua Duzentos e Quarenta e Oito 338 Itapema SC 88220000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;293;;Rua Manoel Antonio de Souza 390 Imbituba SC 88780000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;294;;Rua Dezenove de Dezembro 530 Ibipora PR 86200000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;295;;Avenida Inglaterra 930 Londrina PR 86046000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;306;;Avenida Vereador Manoel dos Santos 966 Bombinhas SC 88215000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;307;;Avenida Leopoldo Zarling 2581 Bombinhas SC 88215000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;308;;Avenida Leopoldo Zarling 2072 Bombinhas SC 88215000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;310;;Rua 258 17 Itapema SC 88220000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;311;;Rua Duzentos e Quatorze 139 Itapema SC 88220000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;314;;Avenida Luiz Boiteux Piazza 2326 Florianopolis SC 88056000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;315;;Rua Hermann Huscher 113 Blumenau SC 89023000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;317;;Rua Duzentos e Sessenta e Nove 113 Itapema SC 88220000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;322;;Rua Liberdade 130 Penha SC 88385000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;325;;Avenida Emanoel Pinto 818 Balneario Picarras SC 88380000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;328;;Avenida Nereu Ramos 4770 Balneario Picarras SC 88380000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;332;;Rua Antonio Zimmermann 264 Guaramirim SC 89270000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;341;;Avenida Cerro Azul 123 Maringa PR 87010000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;342;;Avenida Doutor Luiz Teixeira Mendes 3224 Maringa PR 87015000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;368;;Rua Jose Fernandes 601 Bady Bassitt SP 15115000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;375;;Avenida Alberto Andalo 3345 Sao Jose do Rio Preto SP 15015000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;376;;Rua Duque de Caxias 409B Casa Branca SP 13700000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;378;;Rua Argentina 41 Aguas de Lindoia SP 13940000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;392;;Rua dos Antunes 873 Sao Sebastiao do Paraiso MG 37950000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;401;;Rua Arthur Vergueiro 142 Espirito Santo do Pinhal SP 13990000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;403;;Rua Rafael Pereira 1605 Mirandopolis SP 16800000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;413;;Avenida das Esmeraldas 379 Marilia SP 17516000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;427;;Alameda Rio Negro 585 Barueri SP 06454000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;436;;Avenida Comendador Luciano Guidotti 1070 Piracicaba SP 13425000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;441;;Avenida Coronel Jose Vicente 262A Lorena SP 12608000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;446;;Avenida Jose Cesar de Oliveira 111 Sao Paulo SP 05317000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;477;;Avenida Paulista 1842 Sao Paulo SP 01410000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;483;;Avenida Ezio Cardoso da Fonseca 565 Cabo Frio RJ 28920000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;484;;Avenida Brasil 141 Araruama RJ 28970000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;485;;Avenida Victor Rocha 580 Cabo Frio RJ 28913000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;492;;Rua da Alfandega 24 Rio de Janeiro RJ 20070000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;497;;Rua Jardim Botanico 657 Rio de Janeiro RJ 22461000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;508;;Praca Doutor Ultimo Carvalho 11 Rio Pomba MG 36180000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;527;;Rua da Assembleia 10 Rio de Janeiro RJ 20011000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
