lat,lng,formatted_address,city,uf,cep
-21.7622,-41.33047,"Rua Barão Miracema, 402, Parque Avenida Pelinca, Campos dos Goytacazes - RJ, 28030-460, Brasil",Campos dos Goytacazes,RJ,28030-460
-22.41073,-43.14863,"62, Itaipava, Petrópolis - RJ, Brasil",Petrópolis,RJ,
-22.28618,-42.5374,"Rua Francisco de Castro Nunes, 127, Nova Friburgo - RJ, 28625-607, Brasil",Nova Friburgo,RJ,28625-607
-22.97107,-43.21647,"Heliponto da Lagoa Rodrigo de Freitas SDRJ, Lagoa, Rio de Janeiro - RJ, 22470-002, Brasil",Rio de Janeiro,RJ,22470-002
-21.7563,-41.32858,"Rua Salvador Corrêa, 97, Parque Conselheiro Tomaz Coelho, Campos dos Goytacazes - RJ, 28035-310, Brasil",Campos dos Goytacazes,RJ,28035-310
-21.76222,-41.33049,"Rua Barão Miracema, 402, Parque Avenida Pelinca, Campos dos Goytacazes - RJ, 28030-460, Brasil",Campos dos Goytacazes,RJ,28030-460
-21.6475,-41.02409,"Estrada da Restinga, 366, Atafona, São João da Barra - RJ, 28200-000, Brasil",São João da Barra,RJ,28200-000
-22.3605,-43.78054,"Valença, RJ, Brasil",Valença,RJ,27601-060
-21.75012,-41.30292,"Rua Renato Tinoco Farias, 26, São Jorge, Campos dos Goytacazes - RJ, 28080-730, Brasil",Campos dos Goytacazes,RJ,28080-730
-22.97114,-43.21662,"Parque da Lagoa 2, Lagoa, Rio de Janeiro - RJ, 22470-002, Brasil",Rio de Janeiro,RJ,22470-002
-22.89399,-43.21507,"Avenida Brasil, 500, Caju, Rio de Janeiro - RJ, 20940-070, Brasil",Rio de Janeiro,RJ,20940-070
-22.90743,-43.17535,"Avenida Almirante Barroso, 81, Centro, Rio de Janeiro - RJ, 20031-004, Brasil",Rio de Janeiro,RJ,20031-004
-22.85295,-45.23779,"Morro do Presépio, Aparecida - SP, 12570-000, Brasil",Aparecida,SP,12570-000
-22.98044,-46.37329,"Piracaia, SP, Brasil",Piracaia,SP,12970-000
-19.5429,-42.63827,"Rua Francisco Alves, 263, Timóteo - MG, 35180-072, Brasil",Timóteo,MG,35180-072
-20.37032,-43.70635,"Rua Santa Luzia, 145, Santo Antônio do Leite, Ouro Preto - MG, 35413-000, Brasil",Ouro Preto,MG,35413-000
-19.65523,-43.91406,"MOV Mobilidade, Avenida das Árvores, 290, Lagoa Santa - MG, 33400-000, Brasil",Lagoa Santa,MG,33400-000
-20.11574,-43.76262,"Avenida Governador Israel Pinheiro da Silva, 3989, Rio Acima - MG, 34300-000, Brasil",Rio Acima,MG,34300-000
-19.92693,-43.95781,"Mercado Distrital da Barroca, Rua Gonçalves Dias, Barro Preto, Belo Horizonte - MG, 30140-093, Brasil",Belo Horizonte,MG,30140-093
-19.84205,-43.87147,"Rua dos Moreiras, Jardim Vitória, Belo Horizonte - MG, 31998-257, Brasil",Belo Horizonte,MG,31998-257
-19.97047,-44.10664,"Avenida do Contorno da Fiat, Dist. Industrial Paulo Camilo Sul, Betim - MG, 32530-490, Brasil",Betim,MG,32530-490
-23.59529,-46.71075,"Rua Professor Eduardo Monteiro, Morumbi, São Paulo - SP, 05614-120, Brasil",São Paulo,SP,05614-120
-23.53039,-46.93712,"Rodovia Coronel PM Nelson Tranchesi Km. 345, Rodovia Coronel Pm. Nelson Tranchesi, Itapevi - SP, Brasil",Itapevi,SP,
-23.67869,-46.77245,"Rua Damasco, 117, Capão Redondo, São Paulo - SP, 05870-110, Brasil",São Paulo,SP,05870-110
-23.60558,-46.69602,"Edifício Plaza Centenário, Avenida das Nações Unidas, 12999, Itaim Bibi, São Paulo - SP, 04578-000, Brasil",São Paulo,SP,04578-000
-23.59472,-46.68491,"Okane Partners, Rua Fidêncio Ramos, 195, Brasil",,,
-23.6084,-46.69422,"Avenida Engenheiro Luís Carlos Berrini, Itaim Bibi, São Paulo - SP, 04571-000, Brasil",São Paulo,SP,04571-000
-23.5486,-46.76883,"Rua Dois, Cidade de Deus, Osasco - SP, Brasil",Osasco,SP,
