lat,lng,formatted_address,city,uf,cep
-23.56487,-46.68146,"Rua dos Pinheiros, 344, Pinheiros, São Paulo - SP, 05422-000, Brasil",São Paulo,SP,05422-000
-23.55035,-46.64505,"Rua Avanhandava, 908, República, São Paulo - SP, 01306-000, Brasil",São Paulo,SP,01306-000
-23.56363,-46.66193,"Alameda Ministro Rocha Azevedo, 726, Jardim Paulista, São Paulo - SP, 01410-000, Brasil",São Paulo,SP,01410-000
-23.5654,-46.66562,"Rua Padre João Manuel, 955, Jardim Paulista, São Paulo - SP, 01411-001, Brasil",São Paulo,SP,01411-001
-23.56851,-46.66274,"Alameda Casa Branca, 1008, Jardim Paulista, São Paulo - SP, 01408-001, Brasil",São Paulo,SP,01408-001
-23.56604,-46.6653,"Rua Oscar Freire, 390, Jardim Paulista, São Paulo - SP, 01426-000, Brasil",São Paulo,SP,01426-000
-23.55962,-46.665,"Rua Bela Cintra, 1569, Jardim Paulista, São Paulo - SP, 01415-009, Brasil",São Paulo,SP,01415-009
-23.56677,-46.66467,"Rua Oscar Freire, 282, Jardim Paulista, São Paulo - SP, 01426-000, Brasil",São Paulo,SP,01426-000
-23.5644,-46.66871,"Rua Sarandi, 30, Jardim Paulista, São Paulo - SP, 01414-010, Brasil",São Paulo,SP,01414-010
-22.98464,-43.22776,"Rua Dias Ferreira, 155, Leblon, Rio de Janeiro - RJ, 22431-050, Brasil",Rio de Janeiro,RJ,22431-050
-22.98409,-43.22752,"Rua Dias Ferreira, 233, Leblon, Rio de Janeiro - RJ, 22431-050, Brasil",Rio de Janeiro,RJ,22431-050
-23.56498,-46.68154,"Rua dos Pinheiros, 358, Pinheiros, São Paulo - SP, 05422-000, Brasil",São Paulo,SP,05422-000
-23.59178,-46.67273,"Avenida Santo Amaro, 884, Itaim Bibi, São Paulo - SP, 04506-000, Brasil",São Paulo,SP,04506-000
-23.56634,-46.66712,"Rua Padre João Manuel, 1126, Jardim Paulista, São Paulo - SP, 01411-001, Brasil",São Paulo,SP,01411-001
-23.54659,-46.65046,"Rua Maria Antônia, 216, Consolação, São Paulo - SP, 01222-010, Brasil",São Paulo,SP,01222-010
-23.57145,-46.65437,"Rua Capitão Pinto Ferreira, 15, Jardim Paulista, São Paulo - SP, 01423-020, Brasil",São Paulo,SP,01423-020
-23.56646,-46.69427,"Avenida Brigadeiro Faria Lima, Pinheiros, São Paulo - SP, 05426-100, Brasil",São Paulo,SP,05426-100
-23.58474,-46.67545,"Rua Joaquim Floriano, 563, Itaim Bibi, São Paulo - SP, 04534-011, Brasil",São Paulo,SP,04534-011
-23.56454,-46.68051,"Rua dos Pinheiros, 230, Pinheiros, São Paulo - SP, 05422-000, Brasil",São Paulo,SP,05422-000
-23.58163,-46.68235,"Rua Campos Bicudo, 129, Itaim Bibi, São Paulo - SP, 04536-010, Brasil",São Paulo,SP,04536-010
-23.56703,-46.66475,"Power2Go, Rua Oscar Freire, 281, Jardim Paulista, São Paulo - SP, 01426-000, Brasil",São Paulo,SP,01426-000
-22.95343,-43.1784,"Rua General Severiano, Botafogo, Rio de Janeiro - RJ, 22290-040, Brasil",Rio de Janeiro,RJ,22290-040
-22.98412,-43.20496,"Rua Visconde de Pirajá, 338, Ipanema, Rio de Janeiro - RJ, 22410-003, Brasil",Rio de Janeiro,RJ,22410-003
-22.96801,-43.18791,"Santa Ajuda a Melhor Idade, Rua Figueiredo de Magalhães, Copacabana, Rio de Janeiro - RJ, 22031-011, Brasil",Rio de Janeiro,RJ,22031-011
-23.61795,-46.66549,"Rua Conde de Ipanema, 40, Campo Belo, São Paulo - SP, 04611-020, Brasil",São Paulo,SP,04611-020
-23.56363,-46.66926,"Rua Bela Cintra, 2183, Jardim Paulista, São Paulo - SP, 01415-009, Brasil",São Paulo,SP,01415-009
-23.56136,-46.66485,"Rua Haddock Lobo, 1091, Jardim Paulista, São Paulo - SP, 01414-003, Brasil",São Paulo,SP,01414-003
-23.56457,-46.66669,"Rua Augusta, 2705, Jardim Paulista, São Paulo - SP, 01413-100, Brasil",São Paulo,SP,01413-100
-23.5603,-46.65187,"Alameda Rio Claro, 28, Bela Vista, São Paulo - SP, 01332-010, Brasil",São Paulo,SP,01332-010
-22.97102,-43.18744,"Rua Santa Clara, 84, Copacabana, Rio de Janeiro - RJ, 22041-011, Brasil",Rio de Janeiro,RJ,22041-011
-22.98348,-43.22675,"Rua Dias Ferreira, 320, Leblon, Rio de Janeiro - RJ, 22431-050, Brasil",Rio de Janeiro,RJ,22431-050
-22.98445,-43.22779,"Rua Dias Ferreira, 175, Leblon, Rio de Janeiro - RJ, 22431-050, Brasil",Rio de Janeiro,RJ,22431-050
-22.98441,-43.22776,"Rua Dias Ferreira, 189, Leblon, Rio de Janeiro - RJ, 22431-050, Brasil",Rio de Janeiro,RJ,22431-050
-22.98426,-43.22725,"Rua Dias Ferreira, 242, Leblon, Rio de Janeiro - RJ, 22431-050, Brasil",Rio de Janeiro,RJ,22431-050
-23.54785,-46.65753,"Ritz Turismo, Rua Sergipe, 410, Consolação, São Paulo - SP, 01243-001, Brasil",São Paulo,SP,01243-001
-22.97914,-43.1896,"Rua Djalma Ulrich, 4, Copacabana, Rio de Janeiro - RJ, 22071-020, Brasil",Rio de Janeiro,RJ,22071-020
-23.5594,-46.66876,"Alameda Tietê, 665, Jardim Paulista, São Paulo - SP, 01417-020, Brasil",São Paulo,SP,01417-020
-22.95503,-43.19487,"Rua Voluntários da Pátria, 368, Botafogo, Rio de Janeiro - RJ, 22270-010, Brasil",Rio de Janeiro,RJ,22270-010
-22.98152,-43.22323,"Rua Conde Bernadotte, 44, Leblon, Rio de Janeiro - RJ, 22430-200, Brasil",Rio de Janeiro,RJ,22430-200
-22.90377,-43.18007,"Rua Uruguaiana, 110, Centro, Rio de Janeiro - RJ, 20050-092, Brasil",Rio de Janeiro,RJ,20050-092
-23.58517,-46.68534,"Rua Doutor Mário Ferraz, 538, Itaim Bibi, São Paulo - SP, 01453-011, Brasil",São Paulo,SP,01453-011
-19.93806,-43.93947,"Rua Levindo Lopes, 241, Savassi, Belo Horizonte - MG, 30140-170, Brasil",Belo Horizonte,MG,30140-170
-15.78866,-47.83699,"Spp, Asa Norte, Brasília - DF, 70150-000, Brasil",Brasília,DF,70150-000
-23.56734,-46.67018,"Rua Colômbia, 84, Jardim Paulista, São Paulo - SP, 01438-000, Brasil",São Paulo,SP,01438-000
-23.55967,-46.66214,"Alameda Jaú, 1580, Jardim Paulista, São Paulo - SP, 01420-006, Brasil",São Paulo,SP,01420-006
-23.5638,-46.67098,"Rua da Consolação, 3675, Jardim Paulista, São Paulo - SP, 01416-000, Brasil",São Paulo,SP,01416-000
-23.57343,-46.68322,"Alameda Gabriel Monteiro da Silva, 1678, Pinheiros, São Paulo - SP, 01441-001, Brasil",São Paulo,SP,01441-001
-23.58491,-46.68538,"Rua Doutor Mário Ferraz, 510, Itaim Bibi, São Paulo - SP, 01453-011, Brasil",São Paulo,SP,01453-011
-23.56838,-46.6704,"Rua Guatemala, 75, Jardim Paulista, São Paulo - SP, 01437-050, Brasil",São Paulo,SP,01437-050
-23.58098,-46.68315,"Rua Amauri, 282, Itaim Bibi, São Paulo - SP, 01448-000, Brasil",São Paulo,SP,01448-000
-23.58308,-46.68784,"Rua Professor Artur Ramos, 404, Pinheiros, São Paulo - SP, 01454-011, Brasil",São Paulo,SP,01454-011
-23.56445,-46.67125,"Rua Estados Unidos, 1862, Jardim Paulista, São Paulo - SP, 01427-001, Brasil",São Paulo,SP,01427-001
-23.58427,-46.68443,"Rua Maria Rosa, 119, Itaim Bibi, São Paulo - SP, 01453-080, Brasil",São Paulo,SP,01453-080
-23.56812,-46.67029,"Rua Colômbia, 217, Jardim Paulista, São Paulo - SP, 01438-000, Brasil",São Paulo,SP,01438-000
-23.57711,-46.68801,"Lojas Centauro, Avenida Brigadeiro Faria Lima, 2232, Pinheiros, São Paulo - SP, 01452-001, Brasil",São Paulo,SP,01452-001
-23.57157,-46.69225,"Avenida Rebouças, 3454, Pinheiros, São Paulo - SP, 05402-300, Brasil",São Paulo,SP,05402-300
-22.98141,-43.20987,"Rua Barão de Jaguaripe, 289, Ipanema, Rio de Janeiro - RJ, 22421-000, Brasil",Rio de Janeiro,RJ,22421-000
-22.98123,-43.20867,"Rua Barão de Jaguaripe, 242, Ipanema, Rio de Janeiro - RJ, 22421-000, Brasil",Rio de Janeiro,RJ,22421-000
-22.98575,-43.22484,"Rua General Venâncio Flores, 157, Leblon, Rio de Janeiro - RJ, 22441-090, Brasil",Rio de Janeiro,RJ,22441-090
-22.99986,-43.30441,"Atmosphere, Estrada da Barra da Tijuca, 1636, Itanhangá, Rio de Janeiro - RJ, 22641-010, Brasil",Rio de Janeiro,RJ,22641-010
-22.98141,-43.20501,"Rua Barão de Jaguaripe, 94, Ipanema, Rio de Janeiro - RJ, 22421-000, Brasil",Rio de Janeiro,RJ,22421-000
-22.98195,-43.21702,"Rua Humberto de Campos, 105, Leblon, Rio de Janeiro - RJ, 22430-190, Brasil",Rio de Janeiro,RJ,22430-190
-22.98395,-43.2194,"Avenida Ataulfo de Paiva, 355, Leblon, Rio de Janeiro - RJ, 22440-032, Brasil",Rio de Janeiro,RJ,22440-032
-22.98402,-43.21186,"Rua Visconde de Pirajá, 559, Ipanema, Rio de Janeiro - RJ, 22410-002, Brasil",Rio de Janeiro,RJ,22410-002
-25.43845,-49.28679,"Rua Gutemberg, 216, Batel, Curitiba - PR, 80420-030, Brasil",Curitiba,PR,80420-030
-25.43661,-49.28464,"Alameda Presidente Taunay, 335, Batel, Curitiba - PR, 80420-180, Brasil",Curitiba,PR,80420-180
-19.93273,-43.9303,"Avenida Afonso Pena, Savassi, Belo Horizonte - MG, 30130-012, Brasil",Belo Horizonte,MG,30130-012
-25.4386,-49.28171,"Rua Comendador Araújo, 777, Batel, Curitiba - PR, 80420-063, Brasil",Curitiba,PR,80420-063
-15.8437,-47.89419,"Shis Ql 8 Conjunto 1, 8, Setor de Habitações Individuais Sul, Lago Sul - DF, 71620-215, Brasil",Lago Sul,DF,71620-215
-15.82776,-47.9249,"SQS 315, Bloco B, Asa Sul, Brasília - DF, 70384-020, Brasil",Brasília,DF,70384-020
-19.91846,-43.93225,"Avenida Assis Chateaubriand, 554, Floresta, Belo Horizonte - MG, 30150-101, Brasil",Belo Horizonte,MG,30150-101
-19.93677,-43.9318,"Rua Inconfidentes, 619, Savassi, Belo Horizonte - MG, 30140-124, Brasil",Belo Horizonte,MG,30140-124
-30.03698,-51.1805,"Avenida Lageado, 991, Petrópolis, Porto Alegre - RS, 90460-110, Brasil",Porto Alegre,RS,90460-110
-30.03255,-51.1656,"Avenida Teixeira Mendes, 882, Chácara das Pedras, Porto Alegre - RS, 91330-391, Brasil",Porto Alegre,RS,91330-391
-27.58572,-48.58852,"Rua Andrelino Natividade da Costa, 97, Canto, Florianópolis - SC, 88090-390, Brasil",Florianópolis,SC,88090-390
-22.87518,-46.79038,"Rua Pereira Cardoso, 588, Morungaba - SP, 13260-000, Brasil",Morungaba,SP,13260-000
-22.98194,-46.82228,"Shell, Bairro da Ponte, Itatiba - SP, Brasil",Itatiba,SP,
-23.53502,-47.18992,"Rodovia Raposo Tavares, Mairinque - SP, 18120-000, Brasil",Mairinque,SP,18120-000
-22.94166,-44.04178,"Avenida Gílson Sá, 263, Praia do Saco, Mangaratiba - RJ, 23860-000, Brasil",Mangaratiba,RJ,23860-000
-23.1008,-46.57669,"Rodovia Dom Pedro I, Mato Dentro, Atibaia - SP, Brasil",Atibaia,SP,
-23.01366,-43.31406,"BikeRio Estação General Ivan Raposo, Avenida Lúcio Costa, Barra da Tijuca, Rio de Janeiro - RJ, 22620-172, Brasil",Rio de Janeiro,RJ,22620-172
-23.21871,-44.714,"Rua Tenente Francisco Antônio, 295, Centro Histórico, Paraty - RJ, 23970-000, Brasil",Paraty,RJ,23970-000
-22.76395,-41.8977,"Bistrô Ville la Plage Hotel, Rua E, 40, Tartaruga, Armação dos Búzios - RJ, 28950-000, Brasil",Armação dos Búzios,RJ,28950-000
-23.81659,-45.36679,"Avenida Princesa Isabel, 1457, Ilhabela - SP, 11630-000, Brasil",Ilhabela,SP,11630-000
-15.84143,-47.87675,"Drogaria São Paulo, Shis Qi 13, Setor de Habitações Individuais Sul, Lago Sul - DF, 71635-060, Brasil",Lago Sul,DF,71635-060
-22.77411,-41.88854,"Reserva Ambiental - Ferradura Parque, Rua da Ferradura, Ferradura, Armação dos Búzios - RJ, 28950-000, Brasil",Armação dos Búzios,RJ,28950-000
-22.91902,-43.18329,"Rua Almirante Alexandrino, 5, Santa Teresa, Rio de Janeiro - RJ, 20241-260, Brasil",Rio de Janeiro,RJ,20241-260
-22.98892,-43.22774,"Ciclovia da Niemeyer, Leblon, Rio de Janeiro - RJ, Brasil",Rio de Janeiro,RJ,
-22.90365,-43.1707,"Rua Cais Pharoux, Centro, Rio de Janeiro - RJ, 20010-070, Brasil",Rio de Janeiro,RJ,20010-070
-27.60495,-48.43929,"Rodovia Jornalista Manoel de Menezes, 773, Praia Mole, Florianópolis - SC, 88061-700, Brasil",Florianópolis,SC,88061-700
-22.96731,-43.17933,"Avenida Atlântica, 1702, Copacabana, Rio de Janeiro - RJ, 22021-001, Brasil",Rio de Janeiro,RJ,22021-001
-23.53811,-46.72702,"Avenida Queiroz Filho, 830, Vila Leopoldina, São Paulo - SP, 05319-000, Brasil",São Paulo,SP,05319-000
-25.44263,-49.28578,"Edifício Rivergardens, Batel, Curitiba - PR, 80420-090, Brasil",Curitiba,PR,80420-090
-15.78794,-47.80423,"Patú Anú, Setor de Mansões do Lago, Lago Norte - DF, 71540-121, Brasil",Lago Norte,DF,71540-121
-23.56187,-47.13162,"Estrada do Vinho, São Roque - SP, 18145-002, Brasil",São Roque,SP,18145-002
