lat,lng,formatted_address,city,uf,cep
-20.09167,-50.9285,"Avenida Antônio Sindeaux de Lima, 349, Santa Clara d'Oeste - SP, 15785-000, Brasil",Santa Clara d'Oeste,SP,15785-000
-23.71004,-45.43012,"Náutica Barramar, Rua Benedito Pereira, 280, Perequê-Mirim, Caraguatatuba - SP, 11668-620, Brasil",Caraguatatuba,SP,11668-620
-22.57717,-53.05824,"Rua Maria Francisca Pereira, 1676, Rosana - SP, 19273-000, Brasil",Rosana,SP,19273-000
-25.52757,-48.50954,"Rua dos Expedicionários, 41, Estradinha, Paranaguá - PR, 83206-450, Brasil",Paranaguá,PR,83206-450
-20.58495,-46.91916,"Magazine Luiza, Cássia - MG, 37980-000, Brasil",Cássia,MG,37980-000
-27.18953,-48.50619,"Avenida João José da Cruz, 777, Canto Grande, Bombinhas - SC, 88215-000, Brasil",Bombinhas,SC,88215-000
-20.45935,-45.43581,"Rua Elisa Gomes, 6, Formiga - MG, 35574-372, Brasil",Formiga,MG,35574-372
-18.51745,-49.49777,"Rua Quatorze, 531, Cachoeira Dourada - MG, 38370-000, Brasil",Cachoeira Dourada,MG,38370-000
-25.69724,-48.47598,"PR-412, Pontal do Paraná - PR, 83255-000, Brasil",Pontal do Paraná,PR,83255-000
-26.77592,-48.647,"Rua A. S. da Silva, 113, Centro Penha, Penha - SC, 88385-000, Brasil",Penha,SC,88385-000
-26.18855,-48.57124,"Rua Portugal, 67, Do Ubatuba, São Francisco do Sul - SC, 89240-000, Brasil",São Francisco do Sul,SC,89240-000
-23.38735,-49.64048,"Alameda Pintassilgo, 14, Carlópolis - PR, 86420-000, Brasil",Carlópolis,PR,86420-000
-21.03506,-44.75932,"Rua Otavio Carlos, 105A, Bom Sucesso - MG, 37220-000, Brasil",Bom Sucesso,MG,37220-000
-30.01875,-51.2565,"Rua Nossa Senhora da Boa Viagem, 1424, Arquipélago, Porto Alegre - RS, 90090-140, Brasil",Porto Alegre,RS,90090-140
-29.32079,-49.72393,"Rua Hespanhol, 522, Passo de Torres - SC, 88980-000, Brasil",Passo de Torres,SC,88980-000
-27.43111,-48.4774,"Rodovia Tertuliano Brito Xavier, 1800, Jurere Leste, Florianópolis - SC, 88054-601, Brasil",Florianópolis,SC,88054-601
-23.63056,-45.42703,"Evolution Language, Avenida Rio Branco, Indaiá, Caraguatatuba - SP, 11665-600, Brasil",Caraguatatuba,SP,11665-600
-26.20245,-48.79225,"Estrada Cubatão Grande, 2101, Vila Cubatão, Joinville - SC, 89226-833, Brasil",Joinville,SC,89226-833
-30.15222,-51.32239,"Praça Flórida, 333, Florida, Guaíba - RS, 92728-335, Brasil",Guaíba,RS,92728-335
-23.00528,-43.31273,"Avenida Nuta James, 65, Barra da Tijuca, Rio de Janeiro - RJ, 22640-030, Brasil",Rio de Janeiro,RJ,22640-030
-24.1733,-46.81861,"Rua Augusto de Lima, 889, Umuarama, Itanhaém - SP, 11740-000, Brasil",Itanhaém,SP,11740-000
-22.76919,-53.26756,"Avenida Beira Rio, 346, Porto Rico - PR, 87950-000, Brasil",Porto Rico,PR,87950-000
-20.63509,-46.50548,"Rua Fortaleza, 25, São João Batista do Glória - MG, 37920-000, Brasil",São João Batista do Glória,MG,37920-000
-22.5736,-53.05551,"Rodovia Arlindo Bettio, Rosana - SP, 19273-000, Brasil",Rosana,SP,19273-000
-23.22002,-44.72043,"Rua Floresta, 985, Chácara da Saudade, Paraty - RJ, 23970-000, Brasil",Paraty,RJ,23970-000
-26.82704,-48.62318,"Avenida Prefeito Cirino Cabral, 9515, De Gravatá, Navegantes - SC, 88375-000, Brasil",Navegantes,SC,88375-000
-24.492,-54.31242,"Rua Arthur Bernardes, 66, Porto Mendes, Marechal Cândido Rondon - PR, 85960-000, Brasil",Marechal Cândido Rondon,PR,85960-000
-25.51657,-48.523,"Rua Aristides de Oliveira, 177, Bockmann, Paranaguá - PR, 83203-695, Brasil",Paranaguá,PR,83203-695
-20.09235,-50.93033,"Avenida Euginio José Gomes, 95, Santa Clara d'Oeste - SP, 15785-000, Brasil",Santa Clara d'Oeste,SP,15785-000
-22.66777,-53.07973,"Avenida Maringá, 11, Porto Maringá, Marilena - PR, 87960-000, Brasil",Marilena,PR,87960-000
-19.8665,-47.44078,"Avenida Benedito Valadares, 47, Sacramento - MG, 38190-000, Brasil",Sacramento,MG,38190-000
-26.20119,-48.79053,"Estrada Cubatão Grande, 2315, Vila Cubatão, Joinville - SC, 89226-833, Brasil",Joinville,SC,89226-833
-27.36639,-48.55693,"SC-410, Governador Celso Ramos - SC, 88190-000, Brasil",Governador Celso Ramos,SC,88190-000
-23.18156,-46.39787,"Rua M. T. da Conceição, 23, Nazaré Paulista - SP, 12960-000, Brasil",Nazaré Paulista,SP,12960-000
-23.16597,-46.4014,"Rua do Feliciano, Nazaré Paulista - SP, 12960-000, Brasil",Nazaré Paulista,SP,12960-000
-23.77444,-45.35389,"Avenida Força Expedicionária Brasileira, 495, Ilhabela - SP, 11630-000, Brasil",Ilhabela,SP,11630-000
-23.69291,-45.43807,"Rua Izamira Pinto Santana, 499, Porto Novo, Caraguatatuba - SP, 11667-360, Brasil",Caraguatatuba,SP,11667-360
-27.59538,-48.54805,"Tim Celular S/A., Rua Artista Bittencourt, 30, Centro, Florianópolis - SC, 88020-060, Brasil",Florianópolis,SC,88020-060
-22.57535,-53.05737,"Rua Maria Francisca Pereira, 1997, Rosana - SP, 19273-000, Brasil",Rosana,SP,19273-000
-24.69563,-47.57084,"Rodovia Prefeito Casimiro Teixeira, Iguape - SP, 11920-000, Brasil",Iguape,SP,11920-000
-22.7713,-53.26617,"Rua Joaquim Lopes, Porto Rico - PR, 87950-000, Brasil",Porto Rico,PR,87950-000
-23.72009,-46.75635,"Estrada da Cumbica, 422, Jardim Ângela, São Paulo - SP, 04947-000, Brasil",São Paulo,SP,04947-000
-23.57279,-45.27481,"Avenida Eurico Gaspar Dutra, 40, Tabatinga, Caraguatatuba - SP, 11679-200, Brasil",Caraguatatuba,SP,11679-200
-22.82435,-53.22464,"Avenida Paraná, 556, São Pedro do Paraná - PR, 87955-000, Brasil",São Pedro do Paraná,PR,87955-000
-23.37939,-45.44376,"Rua dos Fernandes, 287, Natividade da Serra - SP, 12180-000, Brasil",Natividade da Serra,SP,12180-000
-27.16141,-48.5794,"Avenida Governador Celso Ramos, 1345, Porto Belo - SC, 88210-000, Brasil",Porto Belo,SC,88210-000
-18.41309,-49.20235,"Colégio Aplacição ULBRA, Avenida Beira Rio, Itumbiara - GO, 75524-272, Brasil",Itumbiara,GO,75524-272
-22.7715,-53.26397,"Rua Joaquim Lopes, 876, Porto Rico - PR, 87950-000, Brasil",Porto Rico,PR,87950-000
-26.77597,-48.67283,"Rua Tijucas, 63, Balneário Piçarras - SC, 88380-000, Brasil",Balneário Piçarras,SC,88380-000
-29.99414,-52.37904,"Avenida Perimetral, 340, Fortaleza, Rio Pardo - RS, 96640-000, Brasil",Rio Pardo,RS,96640-000
-27.01538,-48.63224,"Rua Aurora, 22, Jardim Iate Clube, Balneário Camboriú - SC, 88337-225, Brasil",Balneário Camboriú,SC,88337-225
-20.08073,-47.42955,"Rua Rodrigo, 245, Rifaina - SP, 14490-000, Brasil",Rifaina,SP,14490-000
-22.78233,-41.96324,"Gipsy Garden, Golfe, Armação dos Búzios - RJ, 28950-000, Brasil",Armação dos Búzios,RJ,28950-000
-27.27475,-52.33955,"Rua Vinte e Seis, 129, Itá - SC, 89760-000, Brasil",Itá,SC,89760-000
-23.20523,-46.15628,"Rua Amadeu Prianti Chaves, 40, Igaratá - SP, 12350-000, Brasil",Igaratá,SP,12350-000
-26.07324,-48.60367,"Rua Ilhota, 1521, Itapema do Norte, Itapoá - SC, 89249-000, Brasil",Itapoá,SC,89249-000
-24.72905,-47.56077,"Rua Tijuana, 2415, Ilha Comprida - SP, 11925-000, Brasil",Ilha Comprida,SP,11925-000
-23.00573,-44.31576,"Rua Coronel Carvalho, 9, Centro, Angra dos Reis - RJ, 23900-315, Brasil",Angra dos Reis,RJ,23900-315
-20.17997,-48.03096,"Rua Antônio Bento Peixoto, 744, Miguelópolis - SP, 14530-000, Brasil",Miguelópolis,SP,14530-000
-26.17118,-48.60022,"Rua Pirapua, 443, Pontal do Norte, Itapoá - SC, 89249-000, Brasil",Itapoá,SC,89249-000
-23.6927,-46.71545,"Rua Peixe Vivo, 155, Socorro, São Paulo - SP, 04772-100, Brasil",São Paulo,SP,04772-100
-27.15309,-48.53971,"Avenida Governador Celso Ramos, 2825, Porto Belo - SC, 88210-000, Brasil",Porto Belo,SC,88210-000
-24.18751,-46.79662,"Rua Urcezino Ferreira, 706, Baixio, Itanhaém - SP, 11740-000, Brasil",Itanhaém,SP,11740-000
-23.20092,-49.7559,"Rua Wilson Rodrigues de Oliveira, 522, Ribeirão Claro - PR, 86410-000, Brasil",Ribeirão Claro,PR,86410-000
-22.25672,-47.81705,"Avenida Dois, 18, Itirapina - SP, 13530-000, Brasil",Itirapina,SP,13530-000
-22.71772,-53.17183,"Rua Rio Claro, Porto São José, São Pedro do Paraná - PR, 87957-000, Brasil",São Pedro do Paraná,PR,87957-000
-21.31573,-51.83258,"Rua Fortunato Campante, 1806, Paulicéia - SP, 17990-000, Brasil",Paulicéia,SP,17990-000
-23.57727,-45.27565,"Rua João Manoel de Oliveira, 250, Tabatinga, Caraguatatuba - SP, 11679-350, Brasil",Caraguatatuba,SP,11679-350
-23.69341,-45.44086,"Rua Benedito Marcos de Souza, 134, Porto Novo, Caraguatatuba - SP, 11669-450, Brasil",Caraguatatuba,SP,11669-450
-23.00353,-44.23701,"Rua Marquês de Barbacena, 129, Verolme, Angra dos Reis - RJ, 23914-370, Brasil",Angra dos Reis,RJ,23914-370
-23.02333,-44.35793,"Estrada Vereador Benedito Adelino, 21, Vila Velha, Angra dos Reis - RJ, 23909-400, Brasil",Angra dos Reis,RJ,23909-400
-25.63447,-53.34557,"Avenida Iguaçu, 809, Nova Prata do Iguaçu - PR, 85685-000, Brasil",Nova Prata do Iguaçu,PR,85685-000
-23.31769,-46.22411,"Rua Vereador Luiz Benedito, 120, Santa Isabel - SP, 07500-000, Brasil",Santa Isabel,SP,07500-000
-25.34965,-54.24101,"Avenida Iguaçu, 833, São Miguel do Iguaçu - PR, 85877-000, Brasil",São Miguel do Iguaçu,PR,85877-000
-23.85451,-46.14161,"Rua Nunes Viveiros, 121, Centro, Bertioga - SP, 11250-045, Brasil",Bertioga,SP,11250-045
-20.63444,-46.00122,"Rua Marte, 473, Capitólio - MG, 37930-000, Brasil",Capitólio,MG,37930-000
-22.953,-44.39367,"Rua do Barrigudinho, Bracuí, Angra dos Reis - RJ, 23943-120, Brasil",Angra dos Reis,RJ,23943-120
-22.75521,-53.19123,"São Pedro do Paraná, PR, Brasil",São Pedro do Paraná,PR,87955-000
-26.77507,-48.67118,"Rua Tubarão, 308, Balneário Piçarras - SC, 88380-000, Brasil",Balneário Piçarras,SC,88380-000
-23.59115,-46.66698,"Rua João Lourenço, 250, Moema, São Paulo - SP, 04508-030, Brasil",São Paulo,SP,04508-030
-22.95547,-46.39293,"Chácara do Tiê, Joanópolis - SP, 12980-000, Brasil",Joanópolis,SP,12980-000
-25.71057,-52.9193,"Shell, Rodovia José Henrique Rupp, São Jorge d'Oeste - PR, 85575-000, Brasil",São Jorge d'Oeste,PR,85575-000
-20.4832,-45.80531,"Avenida Jair Leite, 781, Pimenta - MG, 35585-000, Brasil",Pimenta,MG,35585-000
-23.62802,-46.70444,"Rua da Paz, 1709, Santo Amaro, São Paulo - SP, 04713-002, Brasil",São Paulo,SP,04713-002
-26.45519,-48.6137,"Avenida Jaraguá do Sul, 251, Balneário Barra do Sul - SC, 89247-000, Brasil",Balneário Barra do Sul,SC,89247-000
-23.59419,-45.36494,"Rua Catorze, 127, Mirante da Orla, Caraguatatuba - SP, 11666-080, Brasil",Caraguatatuba,SP,11666-080
-27.24252,-48.6233,"Avenida Coronel Gallotti, 749, Tijucas - SC, 88200-340, Brasil",Tijucas,SC,88200-340
-23.48488,-45.15685,"Rua Garça, 138, Folha Seca, Ubatuba - SP, 11680-000, Brasil",Ubatuba,SP,11680-000
-23.80138,-46.04842,"Avenida Principal, 1189, Indaiá, Bertioga - SP, 11250-000, Brasil",Bertioga,SP,11250-000
-29.98608,-51.25142,"Rua Pescador, 1150, Arquipélago, Porto Alegre - RS, Brasil",Porto Alegre,RS,
-20.08883,-47.42019,"Rua Josué de Paula, 1550, Rifaina - SP, 14490-000, Brasil",Rifaina,SP,14490-000
-18.13825,-49.04089,"Rua Vinte e Quatro de Julho, 867, Buriti Alegre - GO, 75660-000, Brasil",Buriti Alegre,GO,75660-000
-23.69786,-45.43949,"Avenida José Herculano, 7311, Balneário Acapulco, Caraguatatuba - SP, 11667-000, Brasil",Caraguatatuba,SP,11667-000
-22.49814,-48.56067,"Avenida Pedro Ometto, Barra Bonita - SP, 17340-001, Brasil",Barra Bonita,SP,17340-001
-27.01682,-48.6311,"Rua Santo Amaro, 1717, São Francisco de Assis, Camboriú - SC, 88340-680, Brasil",Camboriú,SC,88340-680
-23.85474,-46.13695,"Cantinho do Faninho, Avenida Vicente de Carvalho, Centro, Bertioga - SP, 11250-045, Brasil",Bertioga,SP,11250-045
-25.5176,-48.50258,"Rua Benjamin Constant, 763, Centro Histórico, Paranaguá - PR, 83203-190, Brasil",Paranaguá,PR,83203-190
-29.97594,-50.12752,"Rua Alegrete, Imbé - RS, 95625-000, Brasil",Imbé,RS,95625-000
-21.20692,-47.80663,"Rua Coronel Luiz da Silva Batista, 880, Subsetor Sul-3, Ribeirão Preto - SP, 14020-570, Brasil",Ribeirão Preto,SP,14020-570
-27.00769,-48.62392,"Rua Dom Afonso, 203, Vila Real, Balneário Camboriú - SC, 88337-070, Brasil",Balneário Camboriú,SC,88337-070
-25.94259,-52.17478,"Rua Marechal Deodoro, 211, Mangueirinha - PR, 85540-000, Brasil",Mangueirinha,PR,85540-000
-18.41305,-49.19828,"Rua Capitão Rufino, 251, Itumbiara - GO, 75522-220, Brasil",Itumbiara,GO,75522-220
-24.00392,-46.29262,"Avenida Luiz Alberto Zanoni, 77, Guarujá - SP, 11420-720, Brasil",Guarujá,SP,11420-720
-27.86704,-48.60418,"Rua das Flores, 1935, Praia do Meio, Palhoça - SC, 88139-250, Brasil",Palhoça,SC,88139-250
-20.08201,-47.42007,"Rua Calixto Jorge, 381, Rifaina - SP, 14490-000, Brasil",Rifaina,SP,14490-000
-26.18569,-48.5695,"Rua Blandina Steiner Beckhauser, 922, Do Ubatuba, São Francisco do Sul - SC, 89240-000, Brasil",São Francisco do Sul,SC,89240-000
-25.87958,-48.62109,"Avenida Damião Botelho de Souza, 1310, Guaratuba - PR, 83280-000, Brasil",Guaratuba,PR,83280-000
-23.7914,-46.54848,"Estrada Henrique Rosa, 445, Cinco, São Bernardo do Campo - SP, 09831-500, Brasil",São Bernardo do Campo,SP,09831-500
-27.0113,-48.6283,"Rua Dom Sebastião, 740, Vila Real, Balneário Camboriú - SC, 88337-110, Brasil",Balneário Camboriú,SC,88337-110
-16.25272,-47.92581,"Rua Humberto Campos, 15, Parque Estrela Dalva I, Luziânia - GO, 72804-150, Brasil",Luziânia,GO,72804-150
-30.11153,-51.63075,"Rua dos Jambolões, 490, Parque Eldorado 2, Eldorado do Sul - RS, 92990-000, Brasil",Eldorado do Sul,RS,92990-000
-23.48969,-45.07469,"Avenida da Praia, 1003, Toninhas, Ubatuba - SP, 11687-190, Brasil",Ubatuba,SP,11687-190
-26.20776,-48.80136,"Estrada Timbé, 10283, Joinville - SC, 89226-500, Brasil",Joinville,SC,89226-500
-27.01209,-48.62747,"Rua Dom Francisco, 110, Vila Real, Balneário Camboriú - SC, 88337-090, Brasil",Balneário Camboriú,SC,88337-090
-30.00552,-51.25841,"Marina da Conga, Rua dos Pescadores, 1650, Arquipélago, Porto Alegre - RS, 90090-170, Brasil",Porto Alegre,RS,90090-170
-21.23297,-49.64559,"Rua Luís Vaz de Camões, 655, Adolfo - SP, 15230-000, Brasil",Adolfo,SP,15230-000
-27.75921,-48.56947,"Rodovia Baldicero Filomeno, 12520, Caiacanga, Florianópolis - SC, 88064-002, Brasil",Florianópolis,SC,88064-002
-15.82088,-47.88125,"Sces Trecho 1, Asa Sul, Brasília - DF, 70200-001, Brasil",Brasília,DF,70200-001
-25.01873,-47.92647,"Rua Ernesto M. Simões, 360, Cananéia - SP, 11990-000, Brasil",Cananéia,SP,11990-000
-22.73402,-53.04073,"Rua José Mantuani, 514, Marilena - PR, 87960-000, Brasil",Marilena,PR,87960-000
-20.76166,-45.92194,"Rua Antônio Olaia, 180, Guapé - MG, 37177-000, Brasil",Guapé,MG,37177-000
-22.17966,-47.88886,"Avenida Marginal, 2380, Itirapina - SP, 13530-000, Brasil",Itirapina,SP,13530-000
-20.76356,-45.91566,"Rua José Benardino Rodrigues, 450, Guapé - MG, 37177-000, Brasil",Guapé,MG,37177-000
-22.66617,-53.09034,"Avenida Beira Rio, Porto Maringá, Marilena - PR, 87960-000, Brasil",Marilena,PR,87960-000
-20.33954,-49.192,"Avenida Marcolino Antônio Rosa, Icém - SP, 15460-000, Brasil",Icém,SP,15460-000
-25.53157,-48.51855,"Rua Domingos Peneda, 1047, Vila Itiberê, Paranaguá - PR, 83209-340, Brasil",Paranaguá,PR,83209-340
-25.51801,-48.54577,"Rua Timbiras, 51, Vila Guarani, Paranaguá - PR, 83221-390, Brasil",Paranaguá,PR,83221-390
-23.00434,-44.23555,"Rua Visconde de Cabo Frio, 251, Verolme, Angra dos Reis - RJ, 23914-355, Brasil",Angra dos Reis,RJ,23914-355
-20.08307,-47.42157,"Rua Calixto Jorge, 184, Rifaina - SP, 14490-000, Brasil",Rifaina,SP,14490-000
-23.68604,-46.71634,"Rua Valentim Ramos Delano, 151, Socorro, São Paulo - SP, 04772-040, Brasil",São Paulo,SP,04772-040
-15.82125,-47.88142,"Sces Trecho 1, Asa Sul, Brasília - DF, 70200-001, Brasil",Brasília,DF,70200-001
-26.77259,-48.67612,"Rua Pocidônio Carvalho, 47, Balneário Piçarras - SC, 88380-000, Brasil",Balneário Piçarras,SC,88380-000
-27.46972,-48.64025,"Rua Bento Francisco, 415, São Miguel, Biguaçu - SC, 88168-096, Brasil",Biguaçu,SC,88168-096
-23.6601,-47.22349,"Vje Autocar, Rua Francisco de Barros, Ibiúna - SP, 18150-000, Brasil",Ibiúna,SP,18150-000
-27.15313,-48.53963,"Avenida Governador Celso Ramos, 2825, Porto Belo - SC, 88210-000, Brasil",Porto Belo,SC,88210-000
-21.40938,-45.82905,"Rua Guarani, 171, Fama - MG, 37144-000, Brasil",Fama,MG,37144-000
-22.9599,-44.04131,"Rua Quinze de Novembro, 70, Centro, Mangaratiba - RJ, 23860-000, Brasil",Mangaratiba,RJ,23860-000
-22.92926,-46.27539,"Rua Luiz Figueiredo, 25, Joanópolis - SP, 12980-000, Brasil",Joanópolis,SP,12980-000
-25.51756,-48.50259,"Rua Benjamin Constant, 763, Centro Histórico, Paranaguá - PR, 83203-190, Brasil",Paranaguá,PR,83203-190
-22.8247,-53.21985,"Avenida Paraná, 93, São Pedro do Paraná - PR, 87955-000, Brasil",São Pedro do Paraná,PR,87955-000
-26.07133,-48.61774,"Avenida José da Silva Pacheco, Itapema do Norte, Itapoá - SC, 89249-000, Brasil",Itapoá,SC,89249-000
-26.22132,-48.82181,"Estrada Timbé, Jardim Paraíso, Joinville - SC, 89226-500, Brasil",Joinville,SC,89226-500
-26.89149,-49.00425,"Rua Vidal Flávio Dias, 1351, Gaspar - SC, 89117-455, Brasil",Gaspar,SC,89117-455
-30.00094,-51.26114,"Rua dos Pescadores, 1550, Arquipélago, Porto Alegre - RS, 90090-180, Brasil",Porto Alegre,RS,90090-180
-17.74032,-48.63181,"Elos Moda Praia Ltda, Avenida Coronel Cirilo Lopes de Moraes, Caldas Novas - GO, 75690-000, Brasil",Caldas Novas,GO,75690-000
-22.87054,-42.04759,"Avenida América Central, 40, Canal Palmer, Cabo Frio - RJ, Brasil",Cabo Frio,RJ,
-23.98173,-46.21355,"Rua Cinco, 105, Jardim Virgínia, Guarujá - SP, 11442-440, Brasil",Guarujá,SP,11442-440
-23.21673,-46.14158,"Yucatan BR - Akita Inu Brasil, Igaratá - SP, 12350-000, Brasil",Igaratá,SP,12350-000
-20.64071,-51.10379,"Rua Hirayuki Enomoto, 1736, Pereira Barreto - SP, 15371-212, Brasil",Pereira Barreto,SP,15371-212
-26.75452,-48.68762,"Avenida Sambaqui, 294, Balneário Piçarras - SC, 88380-000, Brasil",Balneário Piçarras,SC,88380-000
-22.77076,-53.26764,"Avenida João Carraro, 80, Porto Rico - PR, 87950-000, Brasil",Porto Rico,PR,87950-000
-23.75552,-45.41237,"Rua Capitão Salinas, 65, São Francisco, São Sebastião - SP, 11629-215, Brasil",São Sebastião,SP,11629-215
-23.54661,-45.23181,"Rodovia Rio-Santos, Maranduba, Ubatuba - SP, 11680-000, Brasil",Ubatuba,SP,11680-000
-29.92353,-51.20114,"Avenida das Canoas, Mato Grande, Canoas - RS, 92323-270, Brasil",Canoas,RS,92323-270
-23.80026,-45.36458,"Avenida Almirante Tamandaré, 525, Ilhabela - SP, 11630-000, Brasil",Ilhabela,SP,11630-000
-24.1818,-46.78503,"Avenida Rui Barbosa, 366, Centro, Itanhaém - SP, 11740-000, Brasil",Itanhaém,SP,11740-000
-21.35444,-51.85667,"Rua Joaquim Cristovão, 200, Panorama - SP, 17980-000, Brasil",Panorama,SP,17980-000
-26.61218,-48.67953,"Rua Amor Perfeito, 162, Barra Velha - SC, 88390-000, Brasil",Barra Velha,SC,88390-000
-25.56961,-48.35577,"Alameda do Café, 11, Pontal do Paraná - PR, 83255-000, Brasil",Pontal do Paraná,PR,83255-000
-24.01533,-46.43859,"Rua Borba Gato, 201, Aviação, Praia Grande - SP, 11702-460, Brasil",Praia Grande,SP,11702-460
-27.61384,-48.48469,"Recanto da Lagoa, Rua Laurindo Januário da Silveira, Canto da Lagoa, Florianópolis - SC, 88062-201, Brasil",Florianópolis,SC,88062-201
-22.90009,-42.06558,"Cabo Frio, RJ, Brasil",Cabo Frio,RJ,28915-370
-26.45651,-48.61308,"Rua Camilo de Oliveira, 60, Balneário Barra do Sul - SC, 89247-000, Brasil",Balneário Barra do Sul,SC,89247-000
-27.00705,-48.62322,"Via Gastronômica, 65, Vila Real, Balneário Camboriú - SC, 88337-070, Brasil",Balneário Camboriú,SC,88337-070
-16.19769,-48.70606,"Drogariasaope, Abadiânia - GO, 72940-000, Brasil",Abadiânia,GO,72940-000
-27.09607,-48.61781,"Rua Cento e Dezoito, 142, Centro, Itapema - SC, 88220-000, Brasil",Itapema,SC,88220-000
-22.7714,-53.26606,"Rua Joaquim Lopes, Porto Rico - PR, 87950-000, Brasil",Porto Rico,PR,87950-000
-23.0098,-43.3009,"Estrada da Barra da Tijuca, 347, Barra da Tijuca, Rio de Janeiro - RJ, 22611-201, Brasil",Rio de Janeiro,RJ,22611-201
-23.97754,-46.39758,"Rua Japão, Parque Bitaru, São Vicente - SP, 11330-210, Brasil",São Vicente,SP,11330-210
