lat,lng
-7.19324,-39.32757
-3.72926,-38.53057
-13.01113,-38.49314
43.09146,-0.04573
-3.74372,-38.50239
-3.74133,-38.47275
-3.7386,-38.49197
-8.0926,-34.88403
-13.00736,-38.52472
-1.44385,-48.48605
-16.5978,-39.08942
-3.84519,-32.42832
-12.45811,-37.93142
-8.50653,-35.00596
-2.99534,-59.97389
-6.2268,-35.04503
-8.06067,-34.96118
-8.01161,-34.85394
-12.97805,-38.5142
-9.51823,-43.00457
-25.59389,-54.51334
-2.53045,-44.30519
1.22425,-51.01015
-8.03439,-34.92434
