name,storechain,place_id,formatted_address,city,admin_area,uf,country,cep,lat,lng,categories,types,rating,source,metadata,POI,Estado,Latitude,Longitude,Radius Distance
,,,"Rua Felipe dos Santos, 15, Lourdes, Belo Horizonte - MG, 30180-163, Brasil",Belo Horizonte,,MG,,30180-163,-19.93543,-43.94198,,,,,,Bancos,Demais Praças,-19.935376,-43.942023,0.3
,,,"Rua Tomé de Souza, 866, Savassi, Belo Horizonte - MG, 30140-136, Brasil",Belo Horizonte,,MG,,30140-136,-19.93679,-43.93486,,,,,,Bancos,Demais Praças,-19.9366749,-43.9348488,0.3
,,,"Avenida Independência, 1239, Subsetor Sul-1, Ribeirão Preto - SP, 14025-390, Brasil",Ribeirão Preto,,SP,,14025-390,-21.18841,-47.80718,,,,,,Bancos,SP,-21.1884474,-47.8071304,0.3
,,,"Pizza Hut, Avenida Presidente Kennedy, Indaiatuba - SP, 13334-170, Brasil",Indaiatuba,,SP,,13334-170,-23.08442,-47.20176,,,,,,Bancos,SP,-23.084424,-47.20171089999999,0.3
,,,"Avenida Barão do Amazonas, 72, Petrópolis - RJ, 25685-070, Brasil",Petrópolis,,RJ,,25685-070,-22.51027,-43.1837,,,,,,Bancos,Demais Praças,-22.5101339,-43.1838346,0.3
,,,"Rua Engenheiro Portela, 97, Setor Central, Anápolis - GO, 75024-040, Brasil",Anápolis,,GO,,75024-040,-16.32551,-48.95638,,,,,,Bancos,Demais Praças,-16.3254828,-48.9563575,0.3
,,,"Avenida Barão de Itapura, 1252, Vila Itapura, Campinas - SP, 13020-432, Brasil",Campinas,,SP,,13020-432,-22.89346,-47.06485,,,,,,Bancos,SP,-22.8935293,-47.0648466,0.3
,,,"Avenida Francisco Glicério, 1249, Centro, Campinas - SP, 13012-000, Brasil",Campinas,,SP,,13012-000,-22.90377,-47.06043,,,,,,Bancos,SP,-22.9038526,-47.06060180000001,0.3
,,,"Rua Paula Bueno, 811, Taquaral, Campinas - SP, 13076-061, Brasil",Campinas,,SP,,13076-061,-22.88421,-47.05335,,,,,,Bancos,SP,-22.8841423,-47.05347450000001,0.3
,,,"Fernando César Buttignol, Avenida dos Esportes, 538, Centro, Valinhos - SP, 13270-210, Brasil",Valinhos,,SP,,13270-210,-22.975,-46.99914,,,,,,Bancos,SP,-22.9749546,-46.9993238,0.3
,,,"Avenida Júlio de Mesquita, 606, Cambuí, Campinas - SP, 13025-061, Brasil",Campinas,,SP,,13025-061,-22.90006,-47.05451,,,,,,Bancos,SP,-22.8998763,-47.0545249,0.3
,,,"Rua Comendador Araújo, 652, Batel, Curitiba - PR, 80420-063, Brasil",Curitiba,,PR,,80420-063,-25.43771,-49.28118,,,,,,Bancos,Demais Praças,-25.4376935,-49.2813384,0.3
,,,"Rua Marechal Deodoro, 230, Centro, Curitiba - PR, 80020-320, Brasil",Curitiba,,PR,,80020-320,-25.43172,-49.26996,,,,,,Bancos,Demais Praças,-25.4318312,-49.26985149999999,0.3
,,,"Rua Hermínio Baggio, 39, Estrela, Ponta Grossa - PR, 84050-460, Brasil",Ponta Grossa,,PR,,84050-460,-25.11554,-50.17134,,,,,,Bancos,Demais Praças,-25.1154118,-50.171383,0.3
,,,"Rua Sete de Setembro, 673, Centro, Blumenau - SC, 89010-201, Brasil",Blumenau,,SC,,89010-201,-26.92296,-49.06375,,,,,,Bancos,Demais Praças,-26.9230744,-49.0638004,0.3
,,,"Avenida Higienópolis, 266, Centro Histórico, Londrina - PR, 86020-080, Brasil",Londrina,,PR,,86020-080,-23.31231,-51.16582,,,,,,Bancos,Demais Praças,-23.3123212,-51.165851,0.3
,,,"Avenida Getúlio Dorneles Vargas, 905N, Centro, Chapecó - SC, 89801-002, Brasil",Chapecó,,SC,,89801-002,-27.09675,-52.61679,,,,,,Bancos,Demais Praças,-27.0968103,-52.61681429999999,0.3
,,,"Rua Barão do Cerro Azul, 1246, Centro, Cascavel - PR, 85801-080, Brasil",Cascavel,,PR,,85801-080,-24.95481,-53.45207,,,,,,Bancos,Demais Praças,-24.9547022,-53.4520847,0.3
,,,"Rua Arcipreste Paiva, 187, Centro, Florianópolis - SC, 88010-530, Brasil",Florianópolis,,SC,,88010-530,-27.59528,-48.54919,,,,,,Bancos,Demais Praças,-27.5954565,-48.5488179,0.3
,,,"Integrabike Estaçao 02 - Pça Coronel Fernando Prestes, Rua São Bento, Centro, Sorocaba - SP, 18010-030, Brasil",Sorocaba,,SP,,18010-030,-23.50071,-47.45775,,,,,,Bancos,SP,-23.50081,-47.4576544,0.3
,,,"Rua Rio Branco, 24-65, Vila Samaritana, Bauru - SP, 17016-190, Brasil",Bauru,,SP,,17016-190,-22.33787,-49.06735,,,,,,Bancos,SP,-22.337943,-49.0673571,0.3
,,,"Avenida Sampaio Vidal, 536, Marília - SP, 17500-020, Brasil",Marília,,SP,,17500-020,-22.21809,-49.9485,,,,,,Bancos,SP,-22.2182105,-49.9482915,0.3
,,,"Empório Lanches, Rua Augusta, 1343, Consolação, São Paulo - SP, 01304-001, Brasil",São Paulo,,SP,,01304-001,-23.55775,-46.66016,,,,,,Bancos,SP,-23.5580091,-46.6598234,0.3
,,,"Rua Saldanha da Gama, 3954, Comerciário, Criciúma - SC, 88802-475, Brasil",Criciúma,,SC,,88802-475,-28.68148,-49.36489,,,,,,Bancos,Demais Praças,-28.6814533,-49.3648818,0.3
,,,"Avenida Santo Amaro, 7123, Santo Amaro, São Paulo - SP, 04505-001, Brasil",São Paulo,,SP,,04505-001,-23.64287,-46.69968,,,,,,Bancos,SP,-23.6429564,-46.69961869999999,0.3
,,,"Rua Júlio de Castilhos, 1500, Planalto, Farroupilha - RS, 95180-000, Brasil",Farroupilha,,RS,,95180-000,-29.22385,-51.34532,,,,,,Bancos,Demais Praças,-29.2236948,-51.3453279,0.3
,,,"Rua Júlio de Castilhos, 400, Centro, Novo Hamburgo - RS, 93510-130, Brasil",Novo Hamburgo,,RS,,93510-130,-29.68159,-51.12707,,,,,,Bancos,Demais Praças,-29.6816377,-51.12709539999999,0.3
,,,"Rua Mariante, 86, Moinhos de Vento, Porto Alegre - RS, 90430-180, Brasil",Porto Alegre,,RS,,90430-180,-30.02837,-51.2042,,,,,,Bancos,Demais Praças,-30.0283306,-51.2042487,0.3
,,,"Rua Conselheiro Saraiva, 207, Santana, São Paulo - SP, 02037-020, Brasil",São Paulo,,SP,,02037-020,-23.49872,-46.62471,,,,,,Bancos,SP,-23.4987434,-46.6246819,0.3
,,,"Ensino Einstein, Avenida Albert Einstein, 627, Morumbi, São Paulo - SP, 05652-090, Brasil",São Paulo,,SP,,05652-090,-23.59994,-46.71511,,,,,,Bancos,SP,-23.5998828,-46.71526189999999,0.3
,,,"Rua Carneiro da Cunha, 53, Saúde, São Paulo - SP, 04144-000, Brasil",São Paulo,,SP,,04144-000,-23.61378,-46.63788,,,,,,Bancos,SP,-23.6137258,-46.6377923,0.3
,,,"Schutz, Rua Treze de Maio, Bela Vista, São Paulo - SP, 04849-529, Brasil",São Paulo,,SP,,04849-529,-23.57112,-46.64361,,,,,,Bancos,SP,-23.5710639,-46.6435539,0.3
,,,"Rua Cantagalo, 74, Tatuapé, São Paulo - SP, 03319-000, Brasil",São Paulo,,SP,,03319-000,-23.54729,-46.57287,,,,,,Bancos,SP,-23.5473073,-46.5730526,0.3
,,,"Pierre Perrone Arquitetos, Avenida Brigadeiro Faria Lima, Pinheiros, São Paulo - SP, 05423-150, Brasil",São Paulo,,SP,,05423-150,-23.5712,-46.69011,,,,,,Bancos,SP,-23.5712396,-46.6902048,0.3
,,,"Travessa São Vicente de Paulo, 3, Centro, São Bernardo do Campo - SP, 09720-070, Brasil",São Bernardo do Campo,,SP,,09720-070,-23.7026,-46.55193,,,,,,Bancos,SP,-23.7024265,-46.5519098,0.3
,,,"Dental Special, Alameda Rio Negro, 1030, Alphaville, Barueri - SP, 06454-000, Brasil",Barueri,,SP,,06454-000,-23.49621,-46.84822,,,,,,Bancos,SP,-23.49633,-46.8481807,0.3
,,,"Avenida Paes de Barros, 242, Móoca, São Paulo - SP, 03114-000, Brasil",São Paulo,,SP,,03114-000,-23.55751,-46.60063,,,,,,Bancos,SP,-23.5575116,-46.6005891,0.3
,,,"Rua Frei Galvão, 121C, Pinheiros, São Paulo - SP, 01454-060, Brasil",São Paulo,,SP,,01454-060,-23.58034,-46.68558,,,,,,Bancos,SP,-23.580244,-46.6857751,0.3
,,,"Safra, Rua Roma, Lapa, São Paulo - SP, 05050-090, Brasil",São Paulo,,SP,,05050-090,-23.52287,-46.70353,,,,,,Bancos,SP,-23.5228528,-46.70350310000001,0.3
,,,"Praça Charles Miller, 10, Perdizes, São Paulo - SP, 01236-030, Brasil",São Paulo,,SP,,01236-030,-23.54423,-46.6662,,,,,,Bancos,SP,-23.544181,-46.666193,0.3
,,,"Rua Joaquim Floriano, 737, Itaim Bibi, São Paulo - SP, 04534-003, Brasil",São Paulo,,SP,,04534-003,-23.58543,-46.67718,,,,,,Bancos,SP,-23.5855365,-46.67712090000001,0.3
,,,"Rua Rangel Pestana, 305, Centro, Jundiaí - SP, 13201-000, Brasil",Jundiaí,,SP,,13201-000,-23.18623,-46.88485,,,,,,Bancos,SP,-23.186286,-46.8848396,0.3
,,,"Rua Martim Afonso, 146, Centro, Santos - SP, 11010-060, Brasil",Santos,,SP,,11010-060,-23.93686,-46.32723,,,,,,Bancos,SP,-23.9369279,-46.326921,0.3
,,,"Rua Manoel Coelho, 560, Centro, São Caetano do Sul - SP, 09510-101, Brasil",São Caetano do Sul,,SP,,09510-101,-23.61455,-46.57251,,,,,,Bancos,SP,-23.6145219,-46.57259089999999,0.3
,,,"Rua Costa Aguiar, 700, Centro, Campinas - SP, 13010-061, Brasil",Campinas,,SP,,13010-061,-22.90591,-47.05966,,,,,,Bancos,SP,-22.9059884,-47.0595846,0.3
,,,"Avenida Ibirapuera, 2392, Moema, São Paulo - SP, 04028-002, Brasil",São Paulo,,SP,,04028-002,-23.60414,-46.66319,,,,,,Bancos,SP,-23.6041371,-46.663141,0.3
,,,"Avenida Angélica, 1380, Consolação, São Paulo - SP, 01228-100, Brasil",São Paulo,,SP,,01228-100,-23.54466,-46.65743,,,,,,Bancos,SP,-23.5447164,-46.6576573,0.3
,,,"Rua Olavo Bilac, 267, Cambuí, Campinas - SP, 13024-110, Brasil",Campinas,,SP,,13024-110,-22.8936,-47.05657,,,,,,Bancos,SP,-22.8936377,-47.0565252,0.3
,,,"Café da Sinagoga, Pinheiros, São Paulo - SP, 01455-000, Brasil",São Paulo,,SP,,01455-000,-23.57859,-46.69399,,,,,,Bancos,SP,-23.578571,-46.6937365,0.3
,,,"Avenida Voluntário Fernando Pinheiro Franco, 48, Mogi das Cruzes - SP, 08710-500, Brasil",Mogi das Cruzes,,SP,,08710-500,-23.52398,-46.19503,,,,,,Bancos,SP,-23.5240059,-46.194993,0.3
,,,"Rua Senador Flaquer, 304, Centro, Santo André - SP, 09010-160, Brasil",Santo André,,SP,,09010-160,-23.66137,-46.5249,,,,,,Bancos,SP,-23.661393,-46.524931,0.3
,,,"Rua Felício Marcondes, 361, Centro, Guarulhos - SP, 07010-030, Brasil",Guarulhos,,SP,,07010-030,-23.46692,-46.53016,,,,,,Bancos,SP,-23.4669375,-46.5303193,0.3
,,,"Rua Floriano Peixoto, 53, Centro, Araçatuba - SP, 16010-000, Brasil",Araçatuba,,SP,,16010-000,-21.20588,-50.4377,,,,,,Bancos,SP,-21.2058881,-50.4376391,0.3
,,,"Rua Bernardino de Campos, 3390, Centro, São José do Rio Preto - SP, 15015-300, Brasil",São José do Rio Preto,,SP,,15015-300,-20.81383,-49.38346,,,,,,Bancos,SP,-20.8136994,-49.3835228,0.3
,,,"Avenida Charles Schnneider, 1555, Barranco, Taubaté - SP, 12040-001, Brasil",Taubaté,,SP,,12040-001,-23.02591,-45.58086,,,,,,Bancos,SP,-23.0260414,-45.5810468,0.3
,,,"Rua Carlos Dietzsch, 120, Portão, Curitiba - PR, 80330-000, Brasil",Curitiba,,PR,,80330-000,-25.47259,-49.29553,,,,,,Bancos,Demais Praças,-25.4726045,-49.29559339999999,0.3
,,,"Rua Coriolano, 369, Lapa, São Paulo - SP, 05047-000, Brasil",São Paulo,,SP,,05047-000,-23.52611,-46.68898,,,,,,Bancos,SP,-23.5262675,-46.6889797,0.3
,,,"Rua Soares de Barros, 93, Itaim Bibi, São Paulo - SP, 04543-000, Brasil",São Paulo,,SP,,04543-000,-23.58984,-46.68019,,,,,,Bancos,SP,-23.5898704,-46.6802449,0.3
,,,"Thalita Galhardo Nutricionista, Avenida das Américas, 3500, Barra da Tijuca, Rio de Janeiro - RJ, 22640-102, Brasil",Rio de Janeiro,,RJ,,22640-102,-22.99941,-43.34822,,,,,,Bancos,Demais Praças,-22.9994579,-43.3482064,0.3
,,,"Avenida João Pinheiro, 215, Funcionários, Belo Horizonte - MG, 30130-183, Brasil",Belo Horizonte,,MG,,30130-183,-19.9273,-43.93641,,,,,,Bancos,Demais Praças,-19.9272283,-43.9364137,0.3
,,,"EZvolt, Praia de Botafogo, 440, Botafogo, Rio de Janeiro - RJ, 22250-040, Brasil",Rio de Janeiro,,RJ,,22250-040,-22.94872,-43.18268,,,,,,Bancos,Demais Praças,-22.948682,-43.1826996,0.3
,,,"Rua Visconde de Pirajá, 254, Ipanema, Rio de Janeiro - RJ, 22410-000, Brasil",Rio de Janeiro,,RJ,,22410-000,-22.98423,-43.20231,,,,,,Bancos,Demais Praças,-22.9842632,-43.2022804,0.3
,,,"Rua Candelária, Centro, Rio de Janeiro - RJ, 20091-020, Brasil",Rio de Janeiro,,RJ,,20091-020,-22.90127,-43.17716,,,,,,Bancos,Demais Praças,-22.901218,-43.17701900000001,0.3
,,,"Labormed, Rua Ator Paulo Gustavo, 70, Icaraí, Niterói - RJ, 24230-062, Brasil",Niterói,,RJ,,24230-062,-22.90589,-43.11196,,,,,,Bancos,Demais Praças,-22.9061237,-43.11220540000001,0.3
,,,"Rua Duque de Caxias, 521, Setor Central, Ribeirão Preto - SP, 14015-020, Brasil",Ribeirão Preto,,SP,,14015-020,-21.17419,-47.809,,,,,,Bancos,SP,-21.1742323,-47.8090256,0.3
,,,"Rua Américo Brasiliense, 296, Setor Central, Ribeirão Preto - SP, 14015-050, Brasil",Ribeirão Preto,,SP,,14015-050,-21.17597,-47.81162,,,,,,Bancos,SP,-21.1760164,-47.811741,0.3
,,,"Avenida Afonso Pena, 778, Centro, Uberlândia - MG, 38400-130, Brasil",Uberlândia,,MG,,38400-130,-18.9171,-48.27685,,,,,,Bancos,Demais Praças,-18.9171096,-48.276647,0.3
,,,"Netatur, Praça Estado da Palestina, Oeste, Goiânia - GO, 74115-071, Brasil",Goiânia,,GO,,74115-071,-16.68369,-49.26622,,,,,,Bancos,Demais Praças,-16.6837192,-49.2662955,0.3
,,,"Rua T-27, 1072, Bueno, Goiânia - GO, 74210-030, Brasil",Goiânia,,GO,,74210-030,-16.69603,-49.27244,,,,,,Bancos,Demais Praças,-16.6958798,-49.2724225,0.3
,,,"Rua José Ramon Urtiza, 807, Vila Andrade, São Paulo - SP, 05717-270, Brasil",São Paulo,,SP,,05717-270,-23.63339,-46.73109,,,,,,Bancos,SP,-23.6332819,-46.73113559999999,0.3
,,,"Avenida Doutor Cardoso de Melo, 1368, Itaim Bibi, São Paulo - SP, 04548-004, Brasil",São Paulo,,SP,,04548-004,-23.59747,-46.68663,,,,,,Bancos,SP,-23.5973864,-46.6865837,0.3
,,,"Avenida Ibirapuera, 2349, Moema, São Paulo - SP, 04029-200, Brasil",São Paulo,,SP,,04029-200,-23.60475,-46.66293,,,,,,Bancos,SP,-23.6047547,-46.66290670000001,0.3
,,,"Avenida Doutor Nilo Peçanha, 2320, Passo da Areia, Porto Alegre - RS, 91330-000, Brasil",Porto Alegre,,RS,,91330-000,-30.02806,-51.16915,,,,,,Bancos,Demais Praças,-30.0279409,-51.1691189,0.3
,,,"Rua Emília Marengo, 100, Vila Formosa, São Paulo - SP, 03336-000, Brasil",São Paulo,,SP,,03336-000,-23.55297,-46.56613,,,,,,Bancos,SP,-23.5530855,-46.5661898,0.3
,,,"Banco Santander Select, Avenida Nove de Julho, 1088, Subsetor Sul-1, Ribeirão Preto - SP, 14025-000, Brasil",Ribeirão Preto,,SP,,14025-000,-21.18731,-47.80858,,,,,,Bancos,SP,-21.1873752,-47.8085887,0.3
,,,"Avenida Angélica, 1951, Consolação, São Paulo - SP, 01228-100, Brasil",São Paulo,,SP,,01228-100,-23.54965,-46.65949,,,,,,Bancos,SP,-23.5496276,-46.6594072,0.3
,,,"Rua Boa Morte, 966, Centro, Piracicaba - SP, 13400-140, Brasil",Piracicaba,,SP,,13400-140,-22.7251,-47.64965,,,,,,Bancos,SP,-22.725104,-47.64962999999999,0.3
,,,"Rua Augusta, 2901, Jardim Paulista, São Paulo - SP, 01412-100, Brasil",São Paulo,,SP,,01412-100,-23.56584,-46.66819,,,,,,Bancos,SP,-23.5658293,-46.6681634,0.3
,,,"Avenida Graça Aranha, 57A, Centro, Rio de Janeiro - RJ, 20030-002, Brasil",Rio de Janeiro,,RJ,,20030-002,-22.90929,-43.17431,,,,,,Bancos,Demais Praças,-22.9092795,-43.1743602,0.3
,,,"Rua Lord Cockrane, 649, Ipiranga, São Paulo - SP, 04213-001, Brasil",São Paulo,,SP,,04213-001,-23.59263,-46.60141,,,,,,Bancos,SP,-23.5925066,-46.6014367,0.3
,,,"Rua Senador Flaquer, 391, Centro, Santo André - SP, 09010-160, Brasil",Santo André,,SP,,09010-160,-23.66178,-46.52421,,,,,,Bancos,SP,-23.6617844,-46.5242515,0.3
,,,"Hilton, Avenida das Nações Unidas, 12901, Itaim Bibi, São Paulo - SP, 04576-080, Brasil",São Paulo,,SP,,04576-080,-23.61108,-46.6961,,,,,,Bancos,SP,-23.6111834,-46.6960925,0.3
,,,"Rua Rio Branco, 24-25, Vila Samaritana, Bauru - SP, 17016-190, Brasil",Bauru,,SP,,17016-190,-22.33744,-49.06759,,,,,,Bancos,SP,-22.3373898,-49.0675904,0.3
,,,"Avenida Brasil, Manoel Honório, Juiz de Fora - MG, 36035-030, Brasil",Juiz de Fora,,MG,,36035-030,-21.74518,-43.35305,,,,,,Bancos,Demais Praças,-21.7450745,-43.3529642,0.3
,,,"Cléber Cabola Romano - Flores, Avenida Professor Fonseca Rodrigues, 301, Alto de Pinheiros, São Paulo - SP, 05461-010, Brasil",São Paulo,,SP,,05461-010,-23.55324,-46.70995,,,,,,Bancos,SP,-23.5532587,-46.7100454,0.3
,,,"Caixa Eletrônico Banco Real Shop Pratavieira, Avenida Júlio de Castilhos, 2025, Centro, Caxias do Sul - RS, 95020-425, Brasil",Caxias do Sul,,RS,,95020-425,-29.16776,-51.18219,,,,,,Bancos,Demais Praças,-29.1676871,-51.182081,0.3
,,,"Avenida Adolfo Pinheiro, 2115, Santo Amaro, São Paulo - SP, 04734-003, Brasil",São Paulo,,SP,,04734-003,-23.63606,-46.69455,,,,,,Bancos,SP,-23.6360311,-46.6946136,0.3
,,,"Avenida Brigadeiro Faria Lima, 3935, Itaim Bibi, São Paulo - SP, 04538-133, Brasil",São Paulo,,SP,,04538-133,-23.5908,-46.68096,,,,,,Bancos,SP,-23.5907135,-46.6809776,0.3
,,,"Praça Sílvio Romero, 133, Tatuapé, São Paulo - SP, 03323-000, Brasil",São Paulo,,SP,,03323-000,-23.54485,-46.57311,,,,,,Bancos,SP,-23.5447116,-46.5731382,0.3
,,,"Avenida Água Verde, 766, Água Verde, Curitiba - PR, 80620-200, Brasil",Curitiba,,PR,,80620-200,-25.45269,-49.27868,,,,,,Bancos,Demais Praças,-25.452759,-49.2787714,0.3
,,,"Passagem B, 731, Alphaville, Barueri - SP, 06455-000, Brasil",Barueri,,SP,,06455-000,-23.49787,-46.85428,,,,,,Bancos,SP,-23.4980492,-46.8544127,0.3
,,,"Avenida Goethe, 20, Rio Branco, Porto Alegre - RS, 90430-100, Brasil",Porto Alegre,,RS,,90430-100,-30.02979,-51.20108,,,,,,Bancos,Demais Praças,-30.02983069999999,-51.2010709,0.3
,,,"Avenida Nazaré, 597, Ipiranga, São Paulo - SP, 04263-000, Brasil",São Paulo,,SP,,04263-000,-23.58935,-46.61034,,,,,,Bancos,SP,-23.5893542,-46.61043979999999,0.3
,,,"Rua Galeão Carvalhal, 47, Gonzaga, Santos - SP, 11055-201, Brasil",Santos,,SP,,11055-201,-23.96768,-46.33201,,,,,,Bancos,SP,-23.9676896,-46.3320231,0.3
,,,"Rua Bernardino de Campos, 3918, Redentora, São José do Rio Preto - SP, 15015-300, Brasil",São José do Rio Preto,,SP,,15015-300,-20.8172,-49.38707,,,,,,Bancos,SP,-20.8171852,-49.387173,0.3
,,,"Valens Serviços Financeiros, Avenida Brigadeiro Faria Lima, Pinheiros, São Paulo - SP, 01452-001, Brasil",São Paulo,,SP,,01452-001,-23.57842,-46.68595,,,,,,Bancos,SP,-23.5784064,-46.68589919999999,0.3
,,,"Avenida Paes de Barros, 1030, Móoca, São Paulo - SP, 03114-000, Brasil",São Paulo,,SP,,03114-000,-23.56398,-46.59715,,,,,,Bancos,SP,-23.5640715,-46.5971818,0.3
,,,"Rua João Lourenço, 580, Moema, São Paulo - SP, 04508-030, Brasil",São Paulo,,SP,,04508-030,-23.58984,-46.66978,,,,,,Bancos,SP,-23.5897696,-46.6696849,0.3
,,,"W P Persinato Comércio, Rua Tupi, Centro Histórico, Londrina - PR, 86020-350, Brasil",Londrina,,PR,,86020-350,-23.31083,-51.16572,,,,,,Bancos,Demais Praças,-23.3107084,-51.1658273,0.3
,,,"Praça Charles Miller, 108, Perdizes, São Paulo - SP, 01236-060, Brasil",São Paulo,,SP,,01236-060,-23.54362,-46.66598,,,,,,Bancos,SP,-23.5436328,-46.6659882,0.3
,,,"Avenida Nossa Senhora de Copacabana, 592, Copacabana, Rio de Janeiro - RJ, 22020-001, Brasil",Rio de Janeiro,,RJ,,22020-001,-22.96942,-43.18521,,,,,,Bancos,Demais Praças,-22.9693884,-43.18527110000001,0.3
,,,"Rua Coronel Quirino, 925, Cambuí, Campinas - SP, 13025-001, Brasil",Campinas,,SP,,13025-001,-22.89982,-47.05234,,,,,,Bancos,SP,-22.8998923,-47.0524863,0.3
,,,"Avenida Washington Luís, 210, Encruzilhada, Santos - SP, 11050-200, Brasil",Santos,,SP,,11050-200,-23.95533,-46.32646,,,,,,Bancos,SP,-23.9553847,-46.3264593,0.3
,,,"Avenida Floriano Peixoto, 850, Centro, Uberlândia - MG, 38400-102, Brasil",Uberlândia,,MG,,38400-102,-18.91646,-48.2743,,,,,,Bancos,Demais Praças,-18.916501,-48.2742157,0.3
,,,"Rua Rangel Pestana, 268, Centro, Jundiaí - SP, 13201-000, Brasil",Jundiaí,,SP,,13201-000,-23.18644,-46.88425,,,,,,Bancos,SP,-23.1863323,-46.8840949,0.3
,,,"Rua Dom Marcos Barbosa, 2, Cidade Nova, Rio de Janeiro - RJ, 20211-178, Brasil",Rio de Janeiro,,RJ,,20211-178,-22.91216,-43.20635,,,,,,Bancos,Demais Praças,-22.9123325,-43.2062607,0.3
,,,"Avenida do Contorno, 6082, Savassi, Belo Horizonte - MG, 30110-042, Brasil",Belo Horizonte,,MG,,30110-042,-19.93994,-43.93581,,,,,,Bancos,Demais Praças,-19.9398465,-43.9358139,0.3
,,,"Rua Quinze de Novembro, 201, Sé, São Paulo - SP, 01013-001, Brasil",São Paulo,,SP,,01013-001,-23.5472,-46.63437,,,,,,Bancos,SP,-23.5472013,-46.6343211,0.3
,,,"Rua Comendador Araújo, 689, Batel, Curitiba - PR, 80420-063, Brasil",Curitiba,,PR,,80420-063,-25.43819,-49.28137,,,,,,Bancos,Demais Praças,-25.4383362,-49.28133099999999,0.3
,,,"Avenida Escola Politécnica, 97A, Rio Pequeno, São Paulo - SP, 05350-000, Brasil",São Paulo,,SP,,05350-000,-23.56408,-46.7532,,,,,,Bancos,SP,-23.5639436,-46.7531452,0.3
,,,"Rua Felício Marcondes, 237, Centro, Guarulhos - SP, 07010-000, Brasil",Guarulhos,,SP,,07010-000,-23.46805,-46.5301,,,,,,Bancos,SP,-23.4680873,-46.53014100000001,0.3
,,,"Avenida Brigadeiro Faria Lima, 2726, Pinheiros, São Paulo - SP, 01452-001, Brasil",São Paulo,,SP,,01452-001,-23.58046,-46.68536,,,,,,Bancos,SP,-23.5805093,-46.68539490000001,0.3
,,,"Rua Domingos de Morais, 817, Vila Mariana, São Paulo - SP, 04010-100, Brasil",São Paulo,,SP,,04010-100,-23.58371,-46.6374,,,,,,Bancos,SP,-23.5837105,-46.6374421,0.3
,,,"Rua XV de Novembro, Telêmaco Borba - PR, 84265-400, Brasil",Telêmaco Borba,,PR,,84265-400,-24.33181,-50.62657,,,,,,Bancos,Demais Praças,-24.3317967,-50.6265337,0.3
,,,"Avenida Pelinca, 154, Parque Avenida Pelinca, Campos dos Goytacazes - RJ, 28035-053, Brasil",Campos dos Goytacazes,,RJ,,28035-053,-21.7597,-41.33363,,,,,,Bancos,Demais Praças,-21.7596059,-41.333624,0.3
,,,"Rua Roxo Moreira, 910, Barão Geraldo, Campinas - SP, 13083-830, Brasil",Campinas,,SP,,13083-830,-22.81962,-47.07245,,,,,,Bancos,SP,-22.8195421,-47.0723793,0.3
,,,"Rua Botucatu, 653, Vila Mariana, São Paulo - SP, 04023-062, Brasil",São Paulo,,SP,,04023-062,-23.59737,-46.64257,,,,,,Bancos,SP,-23.5972674,-46.6424805,0.3
,,,"Rua Joaquim Nabuco, 169, Campo Belo, São Paulo - SP, 04621-001, Brasil",São Paulo,,SP,,04621-001,-23.624,-46.68371,,,,,,Bancos,SP,-23.6239074,-46.6836178,0.3
,,,"Avenida Álvares Cabral, 1797, Santo Agostinho, Belo Horizonte - MG, 30170-008, Brasil",Belo Horizonte,,MG,,30170-008,-19.93346,-43.95085,,,,,,Bancos,Demais Praças,-19.9335266,-43.95090709999999,0.3
,,,"Rua Conde de Bonfim, 149, Tijuca, Rio de Janeiro - RJ, 20520-050, Brasil",Rio de Janeiro,,RJ,,20520-050,-22.92507,-43.22617,,,,,,Bancos,Demais Praças,-22.9252612,-43.22630170000001,0.3
,,,"Rua Uruguai, 244, Centro Histórico, Porto Alegre - RS, 90010-140, Brasil",Porto Alegre,,RS,,90010-140,-30.02882,-51.22855,,,,,,Bancos,Demais Praças,-30.0288201,-51.22886700000001,0.3
,,,"Avenida Jornalista Rubens de Arruda Ramos, 1254, Centro, Florianópolis - SC, 88015-700, Brasil",Florianópolis,,SC,,88015-700,-27.58862,-48.55735,,,,,,Bancos,Demais Praças,-27.588666,-48.5573413,0.3
,,,"Rua Dolores Carvalho Vasconcelos, 332, Glória, Macaé - RJ, 27937-600, Brasil",Macaé,,RJ,,27937-600,-22.40247,-41.79665,,,,,,Bancos,Demais Praças,-22.4023396,-41.7965992,0.3
,,,"Rua Gavião Peixoto, 250, Icaraí, Niterói - RJ, 24230-092, Brasil",Niterói,,RJ,,24230-092,-22.90572,-43.10827,,,,,,Bancos,Demais Praças,-22.905623,-43.1083151,0.3
,,,"Itaigara, Avenida Barão de Itapura, 390, Vila Itapura, Campinas - SP, 13020-431, Brasil",Campinas,,SP,,13020-431,-22.89644,-47.06734,,,,,,Bancos,SP,-22.8964349,-47.0672359,0.3
,,,"Avenida Quinze de Novembro, 155, Centro, São José dos Campos - SP, 12210-070, Brasil",São José dos Campos,,SP,,12210-070,-23.18554,-45.88642,,,,,,Bancos,SP,-23.1855187,-45.8863764,0.3
,,,"Rua Quinze de Novembro, 26, Sé, São Paulo - SP, 01013-001, Brasil",São Paulo,,SP,,01013-001,-23.54874,-46.63368,,,,,,Bancos,SP,-23.5487644,-46.6336911,0.3
