name,storechain,place_id,formatted_address,city,admin_area,uf,country,cep,lat,lng,categories,types,rating,source,metadata,POI,Estado,Latitude,Longitude,Radius Distance
,,,"Avenida América Central, 40, Canal Palmer, Cabo Frio - RJ, Brasil",Cabo Frio,,RJ,,,-22.87033,-42.04763,,,,,,Marinas,Demais Praças,-22.870539,-42.047594,0.3
,,,"Rua Cinco, 105, Jardim Virgínia, Guarujá - SP, 11442-440, Brasil",Guarujá,,SP,,11442-440,-23.98172,-46.21368,,,,,,Marinas,SP,-23.981734,-46.213548,0.3
,,,"Yucatan BR - Akita Inu Brasil, Igaratá - SP, 12350-000, Brasil",Igaratá,,SP,,12350-000,-23.21688,-46.14208,,,,,,Marinas,SP,-23.2167338,-46.14158014,0.3
,,,"Rua Hirayuki Enomoto, 1736, Pereira Barreto - SP, 15371-212, Brasil",Pereira Barreto,,SP,,15371-212,-20.64047,-51.10364,,,,,,Marinas,SP,-20.640705,-51.103789,0.3
,,,"Rua Antônio Bento Peixoto, 744, Miguelópolis - SP, 14530-000, Brasil",Miguelópolis,,SP,,14530-000,-20.17986,-48.03109,,,,,,Marinas,SP,-20.179973,-48.0309631,0.3
,,,"Avenida Sambaqui, 294, Balneário Piçarras - SC, 88380-000, Brasil",Balneário Piçarras,,SC,,88380-000,-26.75471,-48.68798,,,,,,Marinas,Demais Praças,-26.7545181,-48.6876224,0.3
,,,"Avenida João Carraro, 80, Porto Rico - PR, 87950-000, Brasil",Porto Rico,,PR,,87950-000,-22.77079,-53.26776,,,,,,Marinas,Demais Praças,-22.7707592,-53.2676397,0.3
,,,"Rua Capitão Salinas, 65, São Francisco, São Sebastião - SP, 11629-215, Brasil",São Sebastião,,SP,,11629-215,-23.75556,-45.41246,,,,,,Marinas,SP,-23.7555238,-45.4123661,0.3
,,,"Rodovia Rio-Santos, Maranduba, Ubatuba - SP, 11680-000, Brasil",Ubatuba,,SP,,11680-000,-23.54583,-45.23215,,,,,,Marinas,SP,-23.54661,-45.231814,0.3
,,,"Avenida das Canoas, Mato Grande, Canoas - RS, 92323-270, Brasil",Canoas,,RS,,92323-270,-29.92351,-51.20114,,,,,,Marinas,Demais Praças,-29.923528,-51.201142,0.3
,,,"Avenida Almirante Tamandaré, 525, Ilhabela - SP, 11630-000, Brasil",Ilhabela,,SP,,11630-000,-23.80022,-45.36451,,,,,,Marinas,SP,-23.800262,-45.364575,0.3
,,,"Rua Rodrigo, 245, Rifaina - SP, 14490-000, Brasil",Rifaina,,SP,,14490-000,-20.08097,-47.42935,,,,,,Marinas,SP,-20.0807296,-47.4295515,0.3
,,,"Avenida Rui Barbosa, 366, Centro, Itanhaém - SP, 11740-000, Brasil",Itanhaém,,SP,,11740-000,-24.18185,-46.78498,,,,,,Marinas,SP,-24.1817994,-46.7850334,0.3
,,,"Rua Joaquim Cristovão, 200, Panorama - SP, 17980-000, Brasil",Panorama,,SP,,17980-000,-21.35422,-51.85659,,,,,,Marinas,SP,-21.3544405,-51.856666,0.3
,,,"Rua M. T. da Conceição, 23, Nazaré Paulista - SP, 12960-000, Brasil",Nazaré Paulista,,SP,,12960-000,-23.18159,-46.39787,,,,,,Marinas,SP,-23.1815565,-46.3978706,0.3
,,,"Rua Amor Perfeito, 162, Barra Velha - SC, 88390-000, Brasil",Barra Velha,,SC,,88390-000,-26.61225,-48.67957,,,,,,Marinas,Demais Praças,-26.612179,-48.67953,0.3
,,,"Alameda do Café, 11, Pontal do Paraná - PR, 83255-000, Brasil",Pontal do Paraná,,PR,,83255-000,-25.56964,-48.35566,,,,,,Marinas,Demais Praças,-25.569606,-48.355769,0.3
,,,"Rua Borba Gato, 201, Aviação, Praia Grande - SP, 11702-460, Brasil",Praia Grande,,SP,,11702-460,-24.01539,-46.43857,,,,,,Marinas,SP,-24.015328,-46.438593,0.3
,,,"Recanto da Lagoa, Rua Laurindo Januário da Silveira, Canto da Lagoa, Florianópolis - SC, 88062-201, Brasil",Florianópolis,,SC,,88062-201,-27.61383,-48.4846,,,,,,Marinas,Demais Praças,-27.613839,-48.484686,0.3
,,,"Cabo Frio, RJ, Brasil",Cabo Frio,,RJ,,28915-370,-22.87802,-42.02221,,,,,,Marinas,Demais Praças,-22.900085,-42.065583,0.3
,,,"Rua Camilo de Oliveira, 60, Balneário Barra do Sul - SC, 89247-000, Brasil",Balneário Barra do Sul,,SC,,89247-000,-26.45661,-48.61297,,,,,,Marinas,Demais Praças,-26.4565112,-48.6130755,0.3
,,,"Via Gastronômica, 65, Vila Real, Balneário Camboriú - SC, 88337-070, Brasil",Balneário Camboriú,,SC,,88337-070,-27.0071,-48.62317,,,,,,Marinas,Demais Praças,-27.007047,-48.623215,0.3
,,,"Drogariasaope, Abadiânia - GO, 72940-000, Brasil",Abadiânia,,GO,,72940-000,-16.19756,-48.706,,,,,,Marinas,Demais Praças,-16.1976908,-48.7060608,0.3
,,,"Rua Cento e Dezoito, 142, Centro, Itapema - SC, 88220-000, Brasil",Itapema,,SC,,88220-000,-27.09615,-48.61786,,,,,,Marinas,Demais Praças,-27.0960682,-48.6178074,0.3
,,,"Rua Joaquim Lopes, Porto Rico - PR, 87950-000, Brasil",Porto Rico,,PR,,87950-000,-22.77131,-53.26606,,,,,,Marinas,Demais Praças,-22.771402,-53.266063,0.3
,,,"Estrada da Barra da Tijuca, 347, Barra da Tijuca, Rio de Janeiro - RJ, 22611-201, Brasil",Rio de Janeiro,,RJ,,22611-201,-23.00905,-43.30051,,,,,,Marinas,Demais Praças,-23.009796,-43.300903,0.3
,,,"Rua Japão, Parque Bitaru, São Vicente - SP, 11330-210, Brasil",São Vicente,,SP,,11330-210,-23.97687,-46.39808,,,,,,Marinas,SP,-23.97754048,-46.39757885,0.3
,,,"Estrada União e Açúcar, Areal - RJ, 25845-000, Brasil",Areal,,RJ,,25845-000,-22.23258,-43.11427,,,,,,Golf Clubs,Demais Praças,-22.2318862,-43.1141413,0.3
,,,"Alameda Timbaúva, 281, Cerrito, Santa Maria - RS, 97095-610, Brasil",Santa Maria,,RS,,97095-610,-29.69801,-53.78322,,,,,,Golf Clubs,Demais Praças,-29.698193,-53.783295,0.3
,,,"Ponto De Carregamento Para Veículos Elétricos, Avenida Fernando Nobre, 4003, Vila de São Fernando, Cotia - SP, Brasil",Cotia,,SP,,,-23.5703,-46.87868,,,,,,Golf Clubs,SP,-23.5700715,-46.8786955,0.3
,,,"Estrada S. S. das Águas Claras, São Sebastião das Águas Claras, Nova Lima - MG, 34000-000, Brasil",Nova Lima,,MG,,34000-000,-20.03275,-43.93735,,,,,,Golf Clubs,Demais Praças,-20.026872,-43.933938,0.3
,,,"Avenida Presidente Roosevelt, Golfe, Teresópolis - RJ, Brasil",Teresópolis,,RJ,,,-22.39518,-42.98615,,,,,,Golf Clubs,Demais Praças,-22.3951627,-42.9860396,0.3
,,,"Rua Venâncio Aires, 1730, Centro, Santa Maria - RS, 97010-002, Brasil",Santa Maria,,RS,,97010-002,-29.68597,-53.80891,,,,,,Golf Clubs,Demais Praças,-29.6858441,-53.8088936,0.3
,,,"Avenida Juca Batista, Belém Novo, Porto Alegre - RS, 91781-001, Brasil",Porto Alegre,,RS,,91781-001,-30.18994,-51.17477,,,,,,Golf Clubs,Demais Praças,-30.19063063,-51.17267766,0.3
,,,"Rua Ana Neri, 41, Cambuí, Campinas - SP, 13024-500, Brasil",Campinas,,SP,,13024-500,-22.88882,-47.04906,,,,,,Golf Clubs,SP,-22.8888234,-47.0490418,0.3
,,,"Alameda dos Pinus, Porto Feliz - SP, 18548-100, Brasil",Porto Feliz,,SP,,18548-100,-23.34246,-47.54926,,,,,,Golf Clubs,SP,-23.34013496,-47.54748104,0.3
,,,"Cobel Comércio de Materiais de Construção, Avenida Anchieta, 11239, Indaiá, Bertioga - SP, 11260-054, Brasil",Bertioga,,SP,,11260-054,-23.80621,-46.05683,,,,,,Golf Clubs,SP,-23.806165,-46.0568963,0.3
,,,"Rua Neves de Carvalho, 514, Bom Retiro, São Paulo - SP, 01132-010, Brasil",São Paulo,,SP,,01132-010,-23.51937,-46.64913,,,,,,Golf Clubs,SP,-23.519409,-46.649155,0.3
,,,"Rua Alcebíades Affonso Guimarães, 624, Loteamento Santa Rita, Campo Largo - PR, 83602-210, Brasil",Campo Largo,,PR,,83602-210,-25.46808,-49.53904,,,,,,Golf Clubs,Demais Praças,-25.468034,-49.538966,0.3
,,,"Rua Ernesto Volk, 217, Minuano, Gramado - RS, 95670-082, Brasil",Gramado,,RS,,95670-082,-29.37635,-50.87844,,,,,,Golf Clubs,Demais Praças,-29.37616,-50.878136,0.3
,,,"VRS-829, Caxias do Sul - RS, Brasil",Caxias do Sul,,RS,,,-29.12236,-51.02323,,,,,,Golf Clubs,Demais Praças,-29.1223321,-51.0232317,0.3
,,,"Rua Ambrosina Maria de Jesus, 184, Vargem Grande Paulista - SP, 06730-470, Brasil",Vargem Grande Paulista,,SP,,06730-470,-23.60751,-47.02607,,,,,,Golf Clubs,SP,-23.607509,-47.026132,0.3
,,,"Avenida Benjamin Constant, Torres - RS, 95560-000, Brasil",Torres,,RS,,95560-000,-29.33841,-49.72819,,,,,,Golf Clubs,Demais Praças,-29.3383976,-49.728226,0.3
,,,"Avenida Pérsio de Queirós Filho, 493, Catiapoã, São Vicente - SP, 11370-302, Brasil",São Vicente,,SP,,11370-302,-23.95843,-46.38912,,,,,,Golf Clubs,SP,-23.9583677,-46.3890551,0.3
,,,"Rua Vereador Augusto Staben, 84, Bacacheri, Curitiba - PR, 82515-240, Brasil",Curitiba,,PR,,82515-240,-25.39671,-49.23129,,,,,,Golf Clubs,Demais Praças,-25.396633,-49.2312275,0.3
,,,"Avenida do Jaceguava, 2961, Parelheiros, São Paulo - SP, 04870-425, Brasil",São Paulo,,SP,,04870-425,-23.77799,-46.74367,,,,,,Golf Clubs,SP,-23.77868914,-46.74307548,0.3
,,,"Avenida das Nações, Clube dos 500, Guaratinguetá - SP, 12524-200, Brasil",Guaratinguetá,,SP,,12524-200,-22.80021,-45.16076,,,,,,Golf Clubs,SP,-22.79976664,-45.16036367,0.3
,,,"Rodovia Raposo Tavares, Araçoiaba da Serra - SP, 18190-000, Brasil",Araçoiaba da Serra,,SP,,18190-000,-23.53458,-47.63555,,,,,,Golf Clubs,SP,-23.53315186,-47.63666189,0.3
,,,"Shell, ERL S, Zona Cívico Administrativa, Brasília - DF, Brasil",Brasília,,DF,,,-15.79423,-47.88217,,,,,,Golf Clubs,Demais Praças,-15.7942287,-47.8821658,0.3
,,,"Rua Amazonas, Braz I, Avaré - SP, 18701-180, Brasil",Avaré,,SP,,18701-180,-23.10041,-48.91602,,,,,,Golf Clubs,SP,-23.100409,-48.9160363,0.3
,,,"Avenida Heráclito Fontoura Sobral Pinto, Ribeirão Preto - SP, 14022-020, Brasil",Ribeirão Preto,,SP,,14022-020,-21.24922,-47.79811,,,,,,Golf Clubs,SP,-21.2490323,-47.7982928,0.3
,,,"Avenida das Mangueiras, 1025, Guarujá - SP, 11444-060, Brasil",Guarujá,,SP,,11444-060,-23.96633,-46.19122,,,,,,Golf Clubs,SP,-23.966238,-46.191177,0.3
,,,"Avenida Country Club, 4995, Cascatinha, Petrópolis - RJ, 25730-410, Brasil",Petrópolis,,RJ,,25730-410,-22.42866,-43.11602,,,,,,Golf Clubs,Demais Praças,-22.428453,-43.1155966,0.3
,,,"Rua das Turmalinas, 500, QD62, Parque Bandeirante Prol, Rio Verde - GO, 75905-630, Brasil",Rio Verde,,GO,,75905-630,-17.79284,-50.91957,,,,,,Golf Clubs,Demais Praças,-17.79272,-50.9196585,0.3
,,,"Rua Olívia Marques, 553, Centro, Itapeva - SP, 18400-100, Brasil",Itapeva,,SP,,18400-100,-23.98509,-48.87418,,,,,,Golf Clubs,SP,-23.9850084,-48.8742698,0.3
,,,"Rua São Paulo, 1128, Jardim Porto Alegre, Toledo - PR, 85906-150, Brasil",Toledo,,PR,,85906-150,-24.712,-53.71821,,,,,,Golf Clubs,Demais Praças,-24.71200357,-53.7176225,0.3
,,,"Rua Mauro Lopes, Arujá - SP, 07434-300, Brasil",Arujá,,SP,,07434-300,-23.41184,-46.32224,,,,,,Golf Clubs,SP,-23.411868,-46.322237,0.3
,,,"Rua Onze, 2, Cara Cara, Ponta Grossa - PR, 84052-020, Brasil",Ponta Grossa,,PR,,84052-020,-25.10834,-50.09588,,,,,,Golf Clubs,Demais Praças,-25.1082861,-50.0957226,0.3
,,,"Praça Kunito Miyasaka, Bastos - SP, 17690-000, Brasil",Bastos,,SP,,17690-000,-21.9223,-50.7321,,,,,,Golf Clubs,SP,-21.9221397,-50.7317774,0.3
,,,"Bar da Cocheira, Cambé - PR, Brasil",Cambé,,PR,,,-23.3092,-51.29361,,,,,,Golf Clubs,Demais Praças,-23.31077729,-51.2941552,0.3
,,,"Rua Fernando Falcão, 649, Água Rasa, São Paulo - SP, 03180-000, Brasil",São Paulo,,SP,,03180-000,-23.55909,-46.58641,,,,,,Golf Clubs,SP,-23.559105,-46.586409,0.3
,,,"Estrada da Gávea, 800, São Conrado, Rio de Janeiro - RJ, 22610-002, Brasil",Rio de Janeiro,,RJ,,22610-002,-22.99731,-43.26435,,,,,,Golf Clubs,Demais Praças,-22.9973488,-43.2643762,0.3
,,,"Rua Episcopal, 1457, Centro, São Carlos - SP, 13560-570, Brasil",São Carlos,,SP,,13560-570,-22.01768,-47.89189,,,,,,Golf Clubs,SP,-22.0176747,-47.8919396,0.3
,,,"Avenida Julio de Vasconcelos, Nova Veneza, Sumaré - SP, 13174-405, Brasil",Sumaré,,SP,,13174-405,-22.81157,-47.25781,,,,,,Golf Clubs,SP,-22.811603,-47.257765,0.3
,,,"Rua São José Golfe, Condomínio Terras de São José, Itu - SP, Brasil",Itu,,SP,,,-23.30769,-47.29668,,,,,,Golf Clubs,SP,-23.307633,-47.296657,0.3
,,,"Rua 3, Campinho, Bragança Paulista - SP, 12918-001, Brasil",Bragança Paulista,,SP,,12918-001,-22.94985,-46.64535,,,,,,Golf Clubs,SP,-22.94914,-46.64443981,0.3
,,,"Estrada Iva-351, Itupeva - SP, 13295-000, Brasil",Itupeva,,SP,,13295-000,-23.1688,-47.07126,,,,,,Golf Clubs,SP,-23.168673,-47.071553,0.3
,,,"Estrada Fazenda Velha, 3365, Arujá - SP, 07400-000, Brasil",Arujá,,SP,,07400-000,-23.36708,-46.35235,,,,,,Golf Clubs,SP,-23.36971683,-46.35357247,0.3
,,,"Rua Galenbeck, São Bernardo do Campo - SP, Brasil",São Bernardo do Campo,,SP,,,-23.81258,-46.47334,,,,,,Golf Clubs,SP,-23.8126195,-46.4733424,0.3
,,,"Rua Osvaldo Scartezini, 118, Cafelândia - PR, 85415-000, Brasil",Cafelândia,,PR,,85415-000,-24.634,-53.30967,,,,,,Golf Clubs,Demais Praças,-24.633919,-53.309741,0.3
,,,"Estrada do Matão I, Vargem Grande Paulista - SP, 06730-000, Brasil",Vargem Grande Paulista,,SP,,06730-000,-23.6217,-47.01774,,,,,,Golf Clubs,SP,-23.621668,-47.018517,0.3
,,,"Estrada da Barra da Tijuca, Itanhangá, Rio de Janeiro - RJ, 22611-201, Brasil",Rio de Janeiro,,RJ,,22611-201,-22.99197,-43.3026,,,,,,Golf Clubs,Demais Praças,-22.991396,-43.30406648,0.3
,,,"Rua Doutor Armando da Silva Prado, 300, Campo Grande, São Paulo - SP, 04672-040, Brasil",São Paulo,,SP,,04672-040,-23.66253,-46.69979,,,,,,Golf Clubs,SP,-23.6641,-46.699049,0.3
,,,"Prefeitura de Valinhos, Rua Antônio Carlos, 301, Centro, Valinhos - SP, 13270-005, Brasil",Valinhos,,SP,,13270-005,-22.97126,-46.99382,,,,,,Golf Clubs,SP,-22.9713942,-46.9941723,0.3
,,,"Fagron Technologies, Avenida Nove de Julho, 3575, Bonfiglioli, Jundiaí - SP, 13207-480, Brasil",Jundiaí,,SP,,13207-480,-23.20252,-46.89189,,,,,,Bancos,SP,-23.2024208,-46.89193299999999,0.3
,,,"Rua Aurélio Cibim, 109, Morada do Sol, Americana - SP, 13470-241, Brasil",Americana,,SP,,13470-241,-22.72,-47.34752,,,,,,Bancos,SP,-22.7201006,-47.3475118,0.3
,,,"Rua da Independência, 165, Cambuci, São Paulo - SP, 01524-000, Brasil",São Paulo,,SP,,01524-000,-23.56474,-46.61961,,,,,,Bancos,SP,-23.5647586,-46.6196127,0.3
,,,"Rua Tiradentes, 313, Vila Itapura, Campinas - SP, 13023-190, Brasil",Campinas,,SP,,13023-190,-22.89393,-47.06416,,,,,,Bancos,SP,-22.8939122,-47.0641707,0.3
,,,"Avenida Invernada, 1963, Invernada, Valinhos - SP, 13271-450, Brasil",Valinhos,,SP,,13271-450,-22.96965,-47.01235,,,,,,Bancos,SP,-22.9696801,-47.0122666,0.3
,,,"Consultório Odontológico Leandra Roberta Gotti, Rua do Chumbo, 741, Jardim Mollon, Santa Bárbara d'Oeste - SP, 13468-600, Brasil",Santa Bárbara d'Oeste,,SP,,13468-600,-22.75347,-47.36106,,,,,,Bancos,SP,-22.7533716,-47.3610117,0.3
,,,"Cronix Security, Anhangabaú, Jundiaí - SP, 13208-703, Brasil",Jundiaí,,SP,,13208-703,-23.19206,-46.90349,,,,,,Bancos,SP,-23.1920544,-46.9035197,0.3
,,,"Renata Silva - Clinic & Academy, Avenida Capitão Cassiano Ricardo Toledo, 190, Centro, Jundiaí - SP, 13201-840, Brasil",Jundiaí,,SP,,13201-840,-23.18299,-46.8926,,,,,,Bancos,SP,-23.1832453,-46.8927808,0.3
,,,"Rua Helena Conci Gaspari, 85, Retiro, Jundiaí - SP, 13209-810, Brasil",Jundiaí,,SP,,13209-810,-23.18893,-46.90264,,,,,,Bancos,SP,-23.1889775,-46.9020417,0.3
,,,"Petra Medicina do Trabalho, Rua Barão de Jaguara, 1481, Centro, Campinas - SP, 13015-002, Brasil",Campinas,,SP,,13015-002,-22.90192,-47.06051,,,,,,Bancos,SP,-22.9019337,-47.0604199,0.3
,,,"Avenida Thereza Ana Cecon Breda, 272, Parque Orestes Ongaro, Hortolândia - SP, 13183-255, Brasil",Hortolândia,,SP,,13183-255,-22.85367,-47.228,,,,,,Bancos,SP,-22.8536297,-47.2280282,0.3
,,,"Avenida Nossa Senhora de Fátima, 79, Jardim Estoril IV, Bauru - SP, 17017-337, Brasil",Bauru,,SP,,17017-337,-22.3424,-49.06806,,,,,,Bancos,SP,-22.3424287,-49.0680074,0.3
,,,"Avenida Antônio Gazzola, 1001, Jardim Corazza, Itu - SP, 13301-245, Brasil",Itu,,SP,,13301-245,-23.25554,-47.29842,,,,,,Bancos,SP,-23.2556586,-47.2984623,0.3
,,,"Rua Carneiro Lobo, 536, Batel, Curitiba - PR, 80240-240, Brasil",Curitiba,,PR,,80240-240,-25.44629,-49.29049,,,,,,Bancos,Demais Praças,-25.4463629,-49.2904205,0.3
,,,"Rua Dom Alberto Gonçalves, 274, Mercês, Curitiba - PR, 80510-340, Brasil",Curitiba,,PR,,80510-340,-25.42003,-49.28262,,,,,,Bancos,Demais Praças,-25.4200683,-49.2826456,0.3
,,,"Avenida Higienópolis, 1601, Higienópolis, Londrina - PR, 86015-010, Brasil",Londrina,,PR,,86015-010,-23.3241,-51.1674,,,,,,Bancos,Demais Praças,-23.3241459,-51.1672823,0.3
,,,"Dr. Sérgio Keinert, Praça São Paulo da Cruz, Juveve, Curitiba - PR, 80030-480, Brasil",Curitiba,,PR,,80030-480,-25.41103,-49.25553,,,,,,Bancos,Demais Praças,-25.411007,-49.255511,0.3
,,,"Zletric, Avenida do Batel, 1550, Batel, Curitiba - PR, 80420-090, Brasil",Curitiba,,PR,,80420-090,-25.44204,-49.28809,,,,,,Bancos,Demais Praças,-25.4421382,-49.2880246,0.3
,,,"Luvitae, Avenida Iguaçu, Água Verde, Curitiba - PR, 80240-031, Brasil",Curitiba,,PR,,80240-031,-25.44909,-49.28859,,,,,,Bancos,Demais Praças,-25.4490302,-49.2885119,0.3
,,,"Implaara, Avenida Rodrigo Fernando Grillo, Jardim dos Manacás, Araraquara - SP, 14801-534, Brasil",Araraquara,,SP,,14801-534,-21.78434,-48.19762,,,,,,Bancos,SP,-21.7844854,-48.1975837,0.3
,,,"Rua Vasco da Gama, 40, Jabaquara, Santos - SP, 11013-590, Brasil",Santos,,SP,,11013-590,-23.94075,-46.33591,,,,,,Bancos,SP,-23.9407442,-46.3359939,0.3
,,,"Tmg Capital, Rua Joaquim Floriano, 72, Itaim Bibi, São Paulo - SP, 04534-000, Brasil",São Paulo,,SP,,04534-000,-23.58339,-46.671,,,,,,Bancos,SP,-23.5832873,-46.6711367,0.3
,,,"Alameda Vicente Pinzon, 144, Itaim Bibi, São Paulo - SP, 04547-130, Brasil",São Paulo,,SP,,04547-130,-23.59678,-46.68688,,,,,,Bancos,SP,-23.5966485,-46.6869052,0.3
,,,"Rua Boa Vista, 208, Sé, São Paulo - SP, 01014-001, Brasil",São Paulo,,SP,,01014-001,-23.54578,-46.63342,,,,,,Bancos,SP,-23.545765,-46.6331974,0.3
,,,"Avenida Brigadeiro Faria Lima, Pinheiros, São Paulo - SP, 01452-001, Brasil",São Paulo,,SP,,01452-001,-23.57752,-46.68682,,,,,,Bancos,SP,-23.5775252,-46.6868419,0.3
,,,"Condomínio Edificio Pedro Mariz - B.31, Avenida Brigadeiro Faria Lima, 3900, Itaim Bibi, São Paulo - SP, 04538-132, Brasil",São Paulo,,SP,,04538-132,-23.5902,-46.68207,,,,,,Bancos,SP,-23.5901841,-46.682061,0.3
,,,"Noronha, Avenida Brigadeiro Faria Lima, 1478, Pinheiros, São Paulo - SP, 01452-002, Brasil",São Paulo,,SP,,01452-002,-23.56949,-46.69125,,,,,,Bancos,SP,-23.5694409,-46.6912187,0.3
,,,"Avenida Chedid Jafet, 75, Itaim Bibi, São Paulo - SP, 04551-065, Brasil",São Paulo,,SP,,04551-065,-23.59216,-46.68903,,,,,,Bancos,SP,-23.59219,-46.6890431,0.3
,,,"Rua Helena, 260, Itaim Bibi, São Paulo - SP, 04552-050, Brasil",São Paulo,,SP,,04552-050,-23.59296,-46.68672,,,,,,Bancos,SP,-23.5930371,-46.68671699999999,0.3
,,,"Avenida Brigadeiro Faria Lima, 3600, Itaim Bibi, São Paulo - SP, 04538-132, Brasil",São Paulo,,SP,,04538-132,-23.58847,-46.68224,,,,,,Bancos,SP,-23.5884138,-46.6822137,0.3
,,,"Rua Domingos de Morais, 336, Vila Mariana, São Paulo - SP, 04010-000, Brasil",São Paulo,,SP,,04010-000,-23.58007,-46.6402,,,,,,Bancos,SP,-23.5801179,-46.6401822,0.3
,,,"Avenida das Nações Unidas, 14273, Santo Amaro, São Paulo - SP, 04795-100, Brasil",São Paulo,,SP,,04795-100,-23.62375,-46.70334,,,,,,Bancos,SP,-23.6236987,-46.7033679,0.3
,,,"Avenida Doutor Moraes Salles, 688, Centro, Campinas - SP, 13010-000, Brasil",Campinas,,SP,,13010-000,-22.90737,-47.05785,,,,,,Bancos,SP,-22.9074515,-47.0577698,0.3
,,,"Avenida dos Trabalhadores, 292, Indaiatuba - SP, 13338-050, Brasil",Indaiatuba,,SP,,13338-050,-23.08717,-47.19916,,,,,,Bancos,SP,-23.0871472,-47.1992591,0.3
,,,"Rua Nove Cj, 410, Cidade Jardim, Rio Claro - SP, 13501-100, Brasil",Rio Claro,,SP,,13501-100,-22.42438,-47.55988,,,,,,Bancos,SP,-22.4243764,-47.5598971,0.3
,,,"Rua Alayde Nascimento de Lemos, 803, Jardim Guarani, Campinas - SP, 13100-453, Brasil",Campinas,,SP,,13100-453,-22.91171,-47.04223,,,,,,Bancos,SP,-22.9118479,-47.0422059,0.3
,,,"Rua Doutor Sampaio Ferraz, 618, Cambuí, Campinas - SP, 13024-431, Brasil",Campinas,,SP,,13024-431,-22.89214,-47.0499,,,,,,Bancos,SP,-22.8921545,-47.0499766,0.3
,,,"Rua Santo Antônio, 49, Cambuí, Campinas - SP, 13024-440, Brasil",Campinas,,SP,,13024-440,-22.89079,-47.05199,,,,,,Bancos,SP,-22.8907823,-47.0519559,0.3
,,,"Rua Jerônimo Pattaro, 19, Barão Geraldo, Campinas - SP, 13084-110, Brasil",Campinas,,SP,,13084-110,-22.82266,-47.08524,,,,,,Bancos,SP,-22.822675,-47.0854623,0.3
,,,"Rua Doutor Osvaldo Cruz, 405, Jardim Nossa Senhora Auxiliadora, Campinas - SP, 13076-260, Brasil",Campinas,,SP,,13076-260,-22.88439,-47.05994,,,,,,Bancos,SP,-22.8844567,-47.060006,0.3
,,,"Rua Antônio José da Silva Martelinho, 426, Parque Industrial, Campinas - SP, 13031-650, Brasil",Campinas,,SP,,13031-650,-22.92248,-47.08704,,,,,,Bancos,SP,-22.9225205,-47.0871844,0.3
,,,"Rua José Guarnieri, 354, Jardim Silvania, Mogi Mirim - SP, 13806-674, Brasil",Mogi Mirim,,SP,,13806-674,-22.40613,-46.9678,,,,,,Bancos,SP,-22.4058982,-46.9677267,0.3
,,,"Rua Tiradentes, 1174, Centro, Piracicaba - SP, 13400-765, Brasil",Piracicaba,,SP,,13400-765,-22.72524,-47.65335,,,,,,Bancos,SP,-22.7253495,-47.6532452,0.3
,,,"Cronix Security, Anhangabaú, Jundiaí - SP, 13208-703, Brasil",Jundiaí,,SP,,13208-703,-23.19206,-46.90349,,,,,,Bancos,SP,-23.1920544,-46.9035197,0.3
,,,"Avenida Doutor Jesuíno Marcondes Machado, 2400, Chácara da Barra, Campinas - SP, 13090-723, Brasil",Campinas,,SP,,13090-723,-22.89018,-47.03547,,,,,,Bancos,SP,-22.8903359,-47.0354544,0.3
,,,"Rua Júlio Frank de Arruda, 227, Botafogo, Campinas - SP, 13020-190, Brasil",Campinas,,SP,,13020-190,-22.90073,-47.06567,,,,,,Bancos,SP,-22.9005651,-47.0656581,0.3
,,,"Rua Rio Branco, 92, Centro, Americana - SP, 13465-030, Brasil",Americana,,SP,,13465-030,-22.74124,-47.32871,,,,,,Bancos,SP,-22.7412934,-47.3287225,0.3
,,,"Avenida dos Imigrantes, 415A, Vinhedo - SP, 13280-000, Brasil",Vinhedo,,SP,,13280-000,-23.03677,-46.98347,,,,,,Bancos,SP,-23.0367239,-46.9834846,0.3
,,,"Rua Maria Monteiro, 830, Cambuí, Campinas - SP, 13025-151, Brasil",Campinas,,SP,,13025-151,-22.89702,-47.05176,,,,,,Bancos,SP,-22.8969675,-47.0516607,0.3
,,,"Avenida Pedro Botesi, 2149, Jardim Silvania, Mogi Mirim - SP, 13806-019, Brasil",Mogi Mirim,,SP,,13806-019,-22.40578,-46.96747,,,,,,Bancos,SP,-22.4058511,-46.967667,0.3
,,,"Rua Tamekichi Takano, 595, Registro - SP, 11900-000, Brasil",Registro,,SP,,11900-000,-24.49588,-47.84364,,,,,,Bancos,SP,-24.495874,-47.8436463,0.3
,,,"Bb agência Especializada Mpe, Avenida Sete de Setembro, 40033001, Rebouças, Curitiba - PR, 80230-010, Brasil",Curitiba,,PR,,80230-010,-25.4381,-49.26656,,,,,,Bancos,Demais Praças,-25.4381052,-49.2665602,0.3
,,,"Rua Capitão Tobias Pereira da Cruz, 52, São Pedro, São José dos Pinhais - PR, 83005-050, Brasil",São José dos Pinhais,,PR,,83005-050,-25.54446,-49.19891,,,,,,Bancos,Demais Praças,-25.5444903,-49.198938,0.3
,,,"Rua José Fernandes Maldonado, Bairro Alto, Curitiba - PR, 82840-020, Brasil",Curitiba,,PR,,82840-020,-25.40846,-49.216,,,,,,Bancos,Demais Praças,-25.4084687,-49.2159931,0.3
,,,"Avenida Sete de Setembro, 4690, Batel, Curitiba - PR, 80240-000, Brasil",Curitiba,,PR,,80240-000,-25.44398,-49.28377,,,,,,Bancos,Demais Praças,-25.4437075,-49.2837424,0.3
