Latitude,Longitude,Radius Distance,Estado,POI
-23.34013496,-47.54748104,0.3,SP,Golf Clubs
-23.806165,-46.0568963,0.3,SP,Golf Clubs
-23.519409,-46.649155,0.3,SP,Golf Clubs
-25.468034,-49.538966,0.3,Demais Praças,Golf Clubs
-29.37616,-50.878136,0.3,Demais Praças,Golf Clubs
-29.1223321,-51.0232317,0.3,Demais Praças,Golf Clubs
-23.607509,-47.026132,0.3,SP,Golf Clubs
-29.3383976,-49.728226,0.3,Demais Praças,Golf Clubs
-23.9583677,-46.3890551,0.3,SP,Golf Clubs
-25.396633,-49.2312275,0.3,Demais Praças,Golf Clubs
-23.77868914,-46.74307548,0.3,SP,Golf Clubs
-22.79976664,-45.16036367,0.3,SP,Golf Clubs
-23.53315186,-47.63666189,0.3,SP,Golf Clubs
-15.7942287,-47.8821658,0.3,Demais Praças,Golf Clubs
-23.100409,-48.9160363,0.3,SP,Golf Clubs
-21.2490323,-47.7982928,0.3,SP,Golf Clubs
-23.966238,-46.191177,0.3,SP,Golf Clubs
-22.428453,-43.1155966,0.3,Demais Praças,Golf Clubs
-17.79272,-50.9196585,0.3,Demais Praças,Golf Clubs
-23.9850084,-48.8742698,0.3,SP,Golf Clubs
-24.71200357,-53.7176225,0.3,Demais Praças,Golf Clubs
-23.411868,-46.322237,0.3,SP,Golf Clubs
-25.1082861,-50.0957226,0.3,Demais Praças,Golf Clubs
-21.9221397,-50.7317774,0.3,SP,Golf Clubs
-23.31077729,-51.2941552,0.3,Demais Praças,Golf Clubs
-23.559105,-46.586409,0.3,SP,Golf Clubs
-22.9973488,-43.2643762,0.3,Demais Praças,Golf Clubs
-22.0176747,-47.8919396,0.3,SP,Golf Clubs
-22.811603,-47.257765,0.3,SP,Golf Clubs
-23.307633,-47.296657,0.3,SP,Golf Clubs
-22.94914,-46.64443981,0.3,SP,Golf Clubs
-23.168673,-47.071553,0.3,SP,Golf Clubs
-23.36971683,-46.35357247,0.3,SP,Golf Clubs
-23.8126195,-46.4733424,0.3,SP,Golf Clubs
-24.633919,-53.309741,0.3,Demais Praças,Golf Clubs
-23.621668,-47.018517,0.3,SP,Golf Clubs
-22.991396,-43.30406648,0.3,Demais Praças,Golf Clubs
-23.6641,-46.699049,0.3,SP,Golf Clubs
-22.9713942,-46.9941723,0.3,SP,Golf Clubs
-23.2024208,-46.89193299999999,0.3,SP,Bancos
-22.7201006,-47.3475118,0.3,SP,Bancos
-23.5647586,-46.6196127,0.3,SP,Bancos
-22.8939122,-47.0641707,0.3,SP,Bancos
-22.9696801,-47.0122666,0.3,SP,Bancos
-22.7533716,-47.3610117,0.3,SP,Bancos
-23.1920544,-46.9035197,0.3,SP,Bancos
-23.1832453,-46.8927808,0.3,SP,Bancos
-23.1889775,-46.9020417,0.3,SP,Bancos
-22.9019337,-47.0604199,0.3,SP,Bancos
-22.8536297,-47.2280282,0.3,SP,Bancos
-22.3424287,-49.0680074,0.3,SP,Bancos
-23.2556586,-47.2984623,0.3,SP,Bancos
-25.4463629,-49.2904205,0.3,Demais Praças,Bancos
-25.4200683,-49.2826456,0.3,Demais Praças,Bancos
-23.3241459,-51.1672823,0.3,Demais Praças,Bancos
-25.411007,-49.255511,0.3,Demais Praças,Bancos
-25.4421382,-49.2880246,0.3,Demais Praças,Bancos
-25.4490302,-49.2885119,0.3,Demais Praças,Bancos
-21.7844854,-48.1975837,0.3,SP,Bancos
-23.9407442,-46.3359939,0.3,SP,Bancos
-23.5832873,-46.6711367,0.3,SP,Bancos
-23.5966485,-46.6869052,0.3,SP,Bancos
-23.545765,-46.6331974,0.3,SP,Bancos
-23.5775252,-46.6868419,0.3,SP,Bancos
-23.5901841,-46.682061,0.3,SP,Bancos
-23.5694409,-46.6912187,0.3,SP,Bancos
-23.59219,-46.6890431,0.3,SP,Bancos
-23.5930371,-46.68671699999999,0.3,SP,Bancos
-23.5884138,-46.6822137,0.3,SP,Bancos
-23.5801179,-46.6401822,0.3,SP,Bancos
-23.6236987,-46.7033679,0.3,SP,Bancos
-22.9074515,-47.0577698,0.3,SP,Bancos
-23.0871472,-47.1992591,0.3,SP,Bancos
-22.4243764,-47.5598971,0.3,SP,Bancos
-22.9118479,-47.0422059,0.3,SP,Bancos
-22.8921545,-47.0499766,0.3,SP,Bancos
-22.8907823,-47.0519559,0.3,SP,Bancos
-22.822675,-47.0854623,0.3,SP,Bancos
-22.8844567,-47.060006,0.3,SP,Bancos
-22.9225205,-47.0871844,0.3,SP,Bancos
-22.4058982,-46.9677267,0.3,SP,Bancos
-22.7253495,-47.6532452,0.3,SP,Bancos
-23.1920544,-46.9035197,0.3,SP,Bancos
-22.8903359,-47.0354544,0.3,SP,Bancos
-22.9005651,-47.0656581,0.3,SP,Bancos
-22.7412934,-47.3287225,0.3,SP,Bancos
-23.0367239,-46.9834846,0.3,SP,Bancos
-22.8969675,-47.0516607,0.3,SP,Bancos
-22.4058511,-46.967667,0.3,SP,Bancos
-24.495874,-47.8436463,0.3,SP,Bancos
-25.4381052,-49.2665602,0.3,Demais Praças,Bancos
-25.5444903,-49.198938,0.3,Demais Praças,Bancos
-25.4084687,-49.2159931,0.3,Demais Praças,Bancos
-25.4437075,-49.2837424,0.3,Demais Praças,Bancos
-25.4207846,-49.268057,0.3,Demais Praças,Bancos
-25.3685575,-49.2638378,0.3,Demais Praças,Bancos
-25.4381369,-49.2754104,0.3,Demais Praças,Bancos
-25.4327799,-49.29918610000001,0.3,Demais Praças,Bancos
-25.4429984,-49.2819485,0.3,Demais Praças,Bancos
-25.4201651,-49.2685498,0.3,Demais Praças,Bancos
-23.5169108,-46.1790669,0.3,SP,Bancos
-23.9593729,-46.3298604,0.3,SP,Bancos
-23.6634558,-46.5216963,0.3,SP,Bancos
-23.5848825,-46.6731957,0.3,SP,Bancos
-23.5472411,-46.6334317,0.3,SP,Bancos
-23.6146049,-46.569119,0.3,SP,Bancos
-23.6217465,-45.4144704,0.3,SP,Bancos
-23.6444404,-46.7005036,0.3,SP,Bancos
-23.5061647,-47.45842469999999,0.3,SP,Bancos
-25.1032528,-50.1589075,0.3,Demais Praças,Bancos
-22.1152563,-51.4001587,0.3,SP,Bancos
-23.3310776,-51.1778012,0.3,Demais Praças,Bancos
-26.4078596,-50.1398922,0.3,Demais Praças,Bancos
-26.2285009,-51.0898298,0.3,Demais Praças,Bancos
-25.8748302,-50.3851688,0.3,Demais Praças,Bancos
-25.4318572,-49.2697078,0.3,Demais Praças,Bancos
-25.387732,-51.4619923,0.3,Demais Praças,Bancos
-23.5826533,-46.6823747,0.3,SP,Bancos
-23.546218,-46.635848,0.3,SP,Bancos
-23.1910411,-46.8824595,0.3,SP,Bancos
-22.9506168,-47.3068051,0.3,SP,Bancos
-22.7303916,-47.6403249,0.3,SP,Bancos
-22.560772,-47.4170862,0.3,SP,Bancos
-23.0847649,-47.1841655,0.3,SP,Bancos
-27.2263175,-52.0299208,0.3,Demais Praças,Bancos
-27.6394597,-52.2691309,0.3,Demais Praças,Bancos
-27.2355554,-52.0372458,0.3,Demais Praças,Bancos
-28.2477488,-52.4064379,0.3,Demais Praças,Bancos
-28.2627198,-52.4124802,0.3,Demais Praças,Bancos
-28.2638377,-52.4077477,0.3,Demais Praças,Bancos
-27.1588542,-52.3159161,0.3,Demais Praças,Bancos
-28.264498,-52.4158869,0.3,Demais Praças,Bancos
-28.2552393,-52.3989398,0.3,Demais Praças,Bancos
-27.402741,-51.2288067,0.3,Demais Praças,Bancos
-28.2656563,-52.4053007,0.3,Demais Praças,Bancos
-28.263936,-52.41481049999999,0.3,Demais Praças,Bancos
-28.2653942,-52.40343000000001,0.3,Demais Praças,Bancos
-28.562689,-51.9736594,0.3,Demais Praças,Bancos
-29.168735,-51.19335599999999,0.3,Demais Praças,Bancos
-28.2653195,-52.4021053,0.3,Demais Praças,Bancos
-28.5070995,-50.9370111,0.3,Demais Praças,Bancos
-29.1668043,-51.1886903,0.3,Demais Praças,Bancos
-25.4303032,-49.2662611,0.3,Demais Praças,Bancos
-25.4581037,-49.2774677,0.3,Demais Praças,Bancos
-25.433458,-49.28045969999999,0.3,Demais Praças,Bancos
-25.410797,-49.2554463,0.3,Demais Praças,Bancos
-26.284753,-48.8565787,0.3,Demais Praças,Bancos
-25.4743195,-49.2733638,0.3,Demais Praças,Bancos
-25.4371102,-49.3291009,0.3,Demais Praças,Bancos
-23.5859777,-46.6829919,0.3,SP,Bancos
-23.6298641,-46.7048838,0.3,SP,Bancos
-23.6026769,-46.6618652,0.3,SP,Bancos
-23.5923048,-46.6821803,0.3,SP,Bancos
-23.5944972,-46.6889693,0.3,SP,Bancos
-25.3864172,-49.22178359999999,0.3,Demais Praças,Bancos
-26.3129518,-48.8574474,0.3,Demais Praças,Bancos
-26.2876715,-48.8413941,0.3,Demais Praças,Bancos
-25.4353808,-49.2688172,0.3,Demais Praças,Bancos
-26.2757997,-48.85325210000001,0.3,Demais Praças,Bancos
-26.2743993,-48.843554,0.3,Demais Praças,Bancos
-25.4355763,-49.2778139,0.3,Demais Praças,Bancos
-28.6409549,-53.6060241,0.3,Demais Praças,Bancos
-28.6299492,-53.0908402,0.3,Demais Praças,Bancos
-28.8267706,-52.5117947,0.3,Demais Praças,Bancos
-29.6926316,-53.8076314,0.3,Demais Praças,Bancos
-29.691607,-53.8063205,0.3,Demais Praças,Bancos
-29.7184624,-52.4259487,0.3,Demais Praças,Bancos
-30.03352,-51.1781063,0.3,Demais Praças,Bancos
-30.02582259999999,-51.20345409999999,0.3,Demais Praças,Bancos
-30.028792,-51.2268294,0.3,Demais Praças,Bancos
-29.46260729999999,-51.9672817,0.3,Demais Praças,Bancos
-30.0319304,-51.1627954,0.3,Demais Praças,Bancos
-22.5330113,-41.9617784,0.3,Demais Praças,Bancos
-25.5383453,-49.1973221,0.3,Demais Praças,Bancos
-28.6700023,-49.3769314,0.3,Demais Praças,Bancos
-27.594447,-48.55852789999999,0.3,Demais Praças,Bancos
-26.9217872,-49.066348,0.3,Demais Praças,Bancos
-25.4290975,-49.2635466,0.3,Demais Praças,Bancos
-26.3029807,-48.8429624,0.3,Demais Praças,Bancos
-23.5211928,-47.4640756,0.3,SP,Bancos
-23.5452203,-47.4667951,0.3,SP,Bancos
-23.5005083,-47.4551195,0.3,SP,Bancos
-25.4147576,-49.2599228,0.3,Demais Praças,Bancos
-25.440218,-49.2813509,0.3,Demais Praças,Bancos
-25.4020181,-49.2414378,0.3,Demais Praças,Bancos
-25.4430439,-49.29084779999999,0.3,Demais Praças,Bancos
-25.4337695,-49.3003394,0.3,Demais Praças,Bancos
-23.6262316,-46.6881874,0.3,SP,Bancos
-23.1928589,-45.8942529,0.3,SP,Bancos
-23.2199841,-45.9106168,0.3,SP,Bancos
-23.0263481,-45.5804566,0.3,SP,Bancos
-23.4932242,-46.84966559999999,0.3,SP,Bancos
-23.5218692,-46.18218230000001,0.3,SP,Bancos
-27.5868104,-48.5486449,0.3,Demais Praças,Bancos
-22.4029823,-41.7957208,0.3,Demais Praças,Bancos
-29.6818871,-51.129099,0.3,Demais Praças,Bancos
-30.0332949,-51.214968,0.3,Demais Praças,Bancos
-23.5008449,-46.6374361,0.3,SP,Bancos
-23.452984,-46.5433242,0.3,SP,Bancos
-23.5101501,-46.1915632,0.3,SP,Bancos
-23.6240509,-46.5806709,0.3,SP,Bancos
-23.5371445,-46.67318179999999,0.3,SP,Bancos
-23.5730136,-46.6509349,0.3,SP,Bancos
-23.5777878,-46.6403056,0.3,SP,Bancos
-25.0994977,-50.157585,0.3,Demais Praças,Bancos
-26.9231993,-49.0647439,0.3,Demais Praças,Bancos
-26.4962272,-49.0904047,0.3,Demais Praças,Bancos
-26.4991385,-49.0831217,0.3,Demais Praças,Bancos
-26.9152032,-49.0712623,0.3,Demais Praças,Bancos
-28.3076289,-54.2579588,0.3,Demais Praças,Bancos
-27.8677495,-54.4799152,0.3,Demais Praças,Bancos
-27.7789854,-54.2341072,0.3,Demais Praças,Bancos
-27.7752377,-54.2321493,0.3,Demais Praças,Bancos
-27.6320372,-54.3082523,0.3,Demais Praças,Bancos
-28.2954059,-54.2656941,0.3,Demais Praças,Bancos
-27.1065818,-52.615665,0.3,Demais Praças,Bancos
-23.5864814,-46.6791683,0.3,SP,Bancos
-23.5947096,-46.6818209,0.3,SP,Bancos
-23.6308943,-46.71329470000001,0.3,SP,Bancos
-23.5656594,-46.6682604,0.3,SP,Bancos
-23.58786,-46.6803818,0.3,SP,Bancos
-23.5665706,-46.6655918,0.3,SP,Bancos
-23.5976016,-46.6849454,0.3,SP,Bancos
-23.5733669,-46.6897419,0.3,SP,Bancos
-23.6231991,-46.6818348,0.3,SP,Bancos
-23.575251,-46.6959753,0.3,SP,Bancos
-23.5617955,-46.6601677,0.3,SP,Bancos
-27.4621365,-51.9094355,0.3,Demais Praças,Bancos
-29.17153309999999,-51.1756726,0.3,Demais Praças,Bancos
-29.1776958,-51.4952572,0.3,Demais Praças,Bancos
-28.5943594,-51.7837698,0.3,Demais Praças,Bancos
-30.0250592,-51.1826832,0.3,Demais Praças,Bancos
-30.0352983,-51.1765713,0.3,Demais Praças,Bancos
-30.0432547,-51.176094,0.3,Demais Praças,Bancos
-30.027364,-51.18103929999999,0.3,Demais Praças,Bancos
-29.6909696,-51.126619,0.3,Demais Praças,Bancos
-25.5461896,-54.5863473,0.3,Demais Praças,Bancos
-24.9451834,-53.4689606,0.3,Demais Praças,Bancos
-24.9515254,-53.4469209,0.3,Demais Praças,Bancos
-25.3844192,-49.33417120000001,0.3,Demais Praças,Bancos
-29.1777185,-51.2161535,0.3,Demais Praças,Bancos
-25.4075805,-49.2540694,0.3,Demais Praças,Bancos
-25.4014053,-49.2675101,0.3,Demais Praças,Bancos
-30.0179048,-51.1909156,0.3,Demais Praças,Bancos
-30.03132,-51.23682969999999,0.3,Demais Praças,Bancos
-30.1520525,-51.2210506,0.3,Demais Praças,Bancos
-30.0227653,-51.18821519999999,0.3,Demais Praças,Bancos
-30.0405683,-51.1256926,0.3,Demais Praças,Bancos
-30.0264564,-51.1840559,0.3,Demais Praças,Bancos
-30.0283061,-51.1629264,0.3,Demais Praças,Bancos
-30.0469329,-51.2303302,0.3,Demais Praças,Bancos
-30.0293764,-51.1798313,0.3,Demais Praças,Bancos
-26.9927719,-48.6287009,0.3,Demais Praças,Bancos
-26.48955,-49.0797721,0.3,Demais Praças,Bancos
-25.460785,-49.530451,0.3,Demais Praças,Bancos
-27.2117756,-49.6341951,0.3,Demais Praças,Bancos
-25.097291,-50.1568881,0.3,Demais Praças,Bancos
-26.9041484,-48.6577522,0.3,Demais Praças,Bancos
-26.3165174,-48.84805230000001,0.3,Demais Praças,Bancos
-27.5839274,-48.54394,0.3,Demais Praças,Bancos
-26.2949485,-48.8492664,0.3,Demais Praças,Bancos
-26.2394681,-52.6725797,0.3,Demais Praças,Bancos
-29.6820609,-51.1272163,0.3,Demais Praças,Bancos
-29.5880059,-51.0862348,0.3,Demais Praças,Bancos
-27.2313452,-52.0238327,0.3,Demais Praças,Bancos
-28.8462016,-51.8926325,0.3,Demais Praças,Bancos
-28.2637285,-52.407656,0.3,Demais Praças,Bancos
-24.9512789,-53.4566498,0.3,Demais Praças,Bancos
-30.0281956,-51.2037275,0.3,Demais Praças,Bancos
-29.1697669,-51.1752118,0.3,Demais Praças,Bancos
-30.0351423,-51.1799653,0.3,Demais Praças,Bancos
-30.0179613,-51.1911662,0.3,Demais Praças,Bancos
-30.02332909999999,-51.1608595,0.3,Demais Praças,Bancos
-30.0289134,-51.1816608,0.3,Demais Praças,Bancos
-24.9588816,-53.4703651,0.3,Demais Praças,Bancos
-31.7667508,-52.3407741,0.3,Demais Praças,Bancos
-24.9486062,-53.44579719999999,0.3,Demais Praças,Bancos
-27.1079474,-52.6192234,0.3,Demais Praças,Bancos
-27.813257,-50.3300545,0.3,Demais Praças,Bancos
-28.6813984,-49.3644099,0.3,Demais Praças,Bancos
-28.6914117,-49.345379,0.3,Demais Praças,Bancos
-27.5833246,-48.5451882,0.3,Demais Praças,Bancos
-27.589685,-48.5521411,0.3,Demais Praças,Bancos
-29.1140055,-49.6383646,0.3,Demais Praças,Bancos
-29.3397721,-49.7300415,0.3,Demais Praças,Bancos
-29.3396001,-49.7258173,0.3,Demais Praças,Bancos
-28.4816791,-49.0061596,0.3,Demais Praças,Bancos
-29.1132993,-49.6351915,0.3,Demais Praças,Bancos
-29.333012,-49.7230246,0.3,Demais Praças,Bancos
-27.5874445,-48.5478563,0.3,Demais Praças,Bancos
-27.592421,-48.55448699999999,0.3,Demais Praças,Bancos
-27.5452879,-48.5013318,0.3,Demais Praças,Bancos
-27.5939373,-48.5512111,0.3,Demais Praças,Bancos
-27.5908261,-48.553016,0.3,Demais Praças,Bancos
-26.9756322,-48.6471158,0.3,Demais Praças,Bancos
-26.9444621,-48.6311154,0.3,Demais Praças,Bancos
-27.594394,-48.550595,0.3,Demais Praças,Bancos
-27.120163,-48.61312520000001,0.3,Demais Praças,Bancos
-27.1490053,-48.5086743,0.3,Demais Praças,Bancos
-26.993459,-48.63697450000001,0.3,Demais Praças,Bancos
-26.9278183,-48.6459657,0.3,Demais Praças,Bancos
-26.9523187,-48.6397494,0.3,Demais Praças,Bancos
-27.5913989,-48.5497953,0.3,Demais Praças,Bancos
-27.5879589,-48.542893,0.3,Demais Praças,Bancos
-27.4944543,-48.5054689,0.3,Demais Praças,Bancos
-27.1481366,-48.5871143,0.3,Demais Praças,Bancos
-27.4576665,-48.40197329999999,0.3,Demais Praças,Bancos
-27.4396799,-48.403717,0.3,Demais Praças,Bancos
-27.1297537,-48.6047129,0.3,Demais Praças,Bancos
-25.430811,-49.270938,0.3,Demais Praças,Bancos
-25.4308093,-49.29183769999999,0.3,Demais Praças,Bancos
-26.9840809,-48.6340931,0.3,Demais Praças,Bancos
-26.9796762,-48.6366417,0.3,Demais Praças,Bancos
-26.9829699,-48.6355747,0.3,Demais Praças,Bancos
-26.979342,-48.64103189999999,0.3,Demais Praças,Bancos
-27.5881692,-48.5424487,0.3,Demais Praças,Bancos
-26.9145021,-49.0881064,0.3,Demais Praças,Bancos
-26.905539,-48.66133019999999,0.3,Demais Praças,Bancos
-27.0027045,-48.6208733,0.3,Demais Praças,Bancos
-26.9819043,-48.6350309,0.3,Demais Praças,Bancos
-26.9925334,-48.6291382,0.3,Demais Praças,Bancos
-26.9926988,-48.6288682,0.3,Demais Praças,Bancos
-26.9042317,-48.65764799999999,0.3,Demais Praças,Bancos
-25.1038382,-50.1597736,0.3,Demais Praças,Bancos
-26.3680849,-48.848445,0.3,Demais Praças,Bancos
-26.9164383,-48.6525358,0.3,Demais Praças,Bancos
-26.9164086,-49.0716688,0.3,Demais Praças,Bancos
-25.4339431,-49.3011065,0.3,Demais Praças,Bancos
-25.4347745,-49.2787672,0.3,Demais Praças,Bancos
-26.9986085,-48.63965049999999,0.3,Demais Praças,Bancos
-28.1325764,-49.1049474,0.3,Demais Praças,Bancos
-28.2443207,-48.66363699999999,0.3,Demais Praças,Bancos
-23.2660465,-51.0494292,0.3,Demais Praças,Bancos
-23.3473613,-51.14759360000001,0.3,Demais Praças,Bancos
-25.4518117,-49.29148559999999,0.3,Demais Praças,Bancos
-25.4576109,-49.2882227,0.3,Demais Praças,Bancos
-25.4573643,-49.2889271,0.3,Demais Praças,Bancos
-25.458231,-49.336144,0.3,Demais Praças,Bancos
-25.5868798,-49.3998986,0.3,Demais Praças,Bancos
-25.4823044,-49.2301942,0.3,Demais Praças,Bancos
-22.3391337,-49.0667799,0.3,SP,Bancos
-22.3385912,-49.0586881,0.3,SP,Bancos
-22.3516093,-49.0509941,0.3,SP,Bancos
-21.2196552,-47.8068919,0.3,SP,Bancos
-27.1483661,-48.4933048,0.3,Demais Praças,Bancos
-27.1457972,-48.502412,0.3,Demais Praças,Bancos
-27.1426552,-48.50693589999999,0.3,Demais Praças,Bancos
-27.5921926,-48.5538332,0.3,Demais Praças,Bancos
-27.1305157,-48.6004604,0.3,Demais Praças,Bancos
-27.122001,-48.6077599,0.3,Demais Praças,Bancos
-27.6410304,-48.6855558,0.3,Demais Praças,Bancos
-27.1066201,-48.9151466,0.3,Demais Praças,Bancos
-27.4245067,-48.4376797,0.3,Demais Praças,Bancos
-26.9326088,-49.0631701,0.3,Demais Praças,Bancos
-27.5989753,-48.6057497,0.3,Demais Praças,Bancos
-27.1341277,-48.5967105,0.3,Demais Praças,Bancos
-25.097797,-50.1570152,0.3,Demais Praças,Bancos
-25.1146024,-50.1553708,0.3,Demais Praças,Bancos
-27.0020003,-48.6223679,0.3,Demais Praças,Bancos
-27.0058575,-48.632797,0.3,Demais Praças,Bancos
-26.7773317,-48.6364975,0.3,Demais Praças,Bancos
-26.9963103,-48.63486839999999,0.3,Demais Praças,Bancos
-27.0243871,-48.6529986,0.3,Demais Praças,Bancos
-26.7660689,-48.6717581,0.3,Demais Praças,Bancos
-26.989163,-48.63363950000001,0.3,Demais Praças,Bancos
-26.9849208,-48.6346131,0.3,Demais Praças,Bancos
-26.7353622,-48.6816433,0.3,Demais Praças,Bancos
-27.0098739,-48.629207,0.3,Demais Praças,Bancos
-26.923146,-49.06482099999999,0.3,Demais Praças,Bancos
-26.930096,-48.643969,0.3,Demais Praças,Bancos
-26.4760698,-48.9982209,0.3,Demais Praças,Bancos
-22.0117163,-47.8970098,0.3,SP,Bancos
-21.4644414,-46.99813,0.3,SP,Bancos
-21.2116478,-47.8070467,0.3,SP,Bancos
-21.9681035,-46.7606535,0.3,SP,Bancos
-21.2183473,-47.80601009999999,0.3,SP,Bancos
-21.2064244,-47.810609,0.3,SP,Bancos
-23.3155854,-51.16362729999999,0.3,Demais Praças,Bancos
-23.4187107,-51.9268545,0.3,Demais Praças,Bancos
-23.4284768,-51.9369019,0.3,Demais Praças,Bancos
-23.4306615,-51.97257889999999,0.3,Demais Praças,Bancos
-23.415724,-51.9488193,0.3,Demais Praças,Bancos
-23.4254644,-51.9428276,0.3,Demais Praças,Bancos
-25.4329291,-49.2788755,0.3,Demais Praças,Bancos
-25.4294205,-49.2909405,0.3,Demais Praças,Bancos
-25.4522354,-49.2818201,0.3,Demais Praças,Bancos
-25.3557107,-49.2105131,0.3,Demais Praças,Bancos
-25.4972536,-49.2378611,0.3,Demais Praças,Bancos
-25.4246048,-49.273439,0.3,Demais Praças,Bancos
-25.48688,-49.2922197,0.3,Demais Praças,Bancos
-25.441447,-49.291366,0.3,Demais Praças,Bancos
-25.3877362,-49.2535703,0.3,Demais Praças,Bancos
-25.4421754,-49.28790799999999,0.3,Demais Praças,Bancos
-25.4582094,-49.28907160000001,0.3,Demais Praças,Bancos
-21.2118834,-47.81844299999999,0.3,SP,Bancos
-21.2085138,-47.7943216,0.3,SP,Bancos
-21.1767922,-47.7867849,0.3,SP,Bancos
-21.2166225,-47.7979349,0.3,SP,Bancos
-21.2176135,-47.7661263,0.3,SP,Bancos
-21.1993596,-47.8052813,0.3,SP,Bancos
-21.1853031,-47.8143581,0.3,SP,Bancos
-21.7772716,-48.1727924,0.3,SP,Bancos
-20.5564434,-47.40682229999999,0.3,SP,Bancos
-20.5340641,-47.4121959,0.3,SP,Bancos
-22.2936975,-48.5548355,0.3,SP,Bancos
-21.6060955,-48.3720204,0.3,SP,Bancos
-20.903707,-49.4502902,0.3,SP,Bancos
-25.087494,-50.1684352,0.3,Demais Praças,Bancos
-21.1342791,-48.9735556,0.3,SP,Bancos
-21.1343325,-48.9735935,0.3,SP,Bancos
-20.8269688,-49.3893156,0.3,SP,Bancos
-20.8280816,-49.3823168,0.3,SP,Bancos
-20.8225808,-49.3876661,0.3,SP,Bancos
-20.8162482,-49.3801915,0.3,SP,Bancos
-21.7757688,-47.0829248,0.3,SP,Bancos
-21.7820705,-46.5602117,0.3,Demais Praças,Bancos
-22.4745586,-46.6329582,0.3,SP,Bancos
-22.1789987,-47.387023,0.3,SP,Bancos
-22.5508492,-47.9144723,0.3,SP,Bancos
-18.9305515,-48.2899197,0.3,Demais Praças,Bancos
-18.9327766,-48.2753734,0.3,Demais Praças,Bancos
-20.8451699,-49.4009459,0.3,SP,Bancos
-18.90784,-48.2694311,0.3,Demais Praças,Bancos
-23.4239633,-51.934338,0.3,Demais Praças,Bancos
-23.3193549,-51.1475152,0.3,Demais Praças,Bancos
-23.3064908,-51.1762958,0.3,Demais Praças,Bancos
-23.3341028,-51.1750761,0.3,Demais Praças,Bancos
-21.2257148,-47.83560079999999,0.3,SP,Bancos
-21.2104445,-47.8021102,0.3,SP,Bancos
-20.5525934,-47.4041337,0.3,SP,Bancos
-20.9170633,-46.9954881,0.3,Demais Praças,Bancos
-21.2199582,-47.8171916,0.3,SP,Bancos
-20.54216,-47.4313927,0.3,SP,Bancos
-19.7614119,-47.9496487,0.3,Demais Praças,Bancos
-19.7468573,-47.9391141,0.3,Demais Praças,Bancos
-19.7523804,-47.9499751,0.3,Demais Praças,Bancos
-20.5727108,-48.5616513,0.3,SP,Bancos
-17.7941159,-50.9255469,0.3,Demais Praças,Bancos
-18.9270777,-48.2792524,0.3,Demais Praças,Bancos
-22.1887654,-46.7466963,0.3,SP,Bancos
-21.4269051,-45.9538016,0.3,Demais Praças,Bancos
-21.1343001,-51.1004691,0.3,SP,Bancos
-18.9191645,-48.2701234,0.3,Demais Praças,Bancos
-18.9562428,-48.2763747,0.3,Demais Praças,Bancos
-18.9081918,-48.2613218,0.3,Demais Praças,Bancos
-22.1211896,-51.3858779,0.3,SP,Bancos
-21.2155919,-50.4406555,0.3,SP,Bancos
-18.9183322,-48.2657402,0.3,Demais Praças,Bancos
-18.9156855,-48.2384636,0.3,Demais Praças,Bancos
-18.9523777,-48.2716483,0.3,Demais Praças,Bancos
-20.8090014,-49.3508165,0.3,SP,Bancos
-22.2208023,-49.9394368,0.3,SP,Bancos
-21.6792859,-49.7639501,0.3,SP,Bancos
-19.5977905,-46.9407298,0.3,Demais Praças,Bancos
-16.7046524,-49.2701989,0.3,Demais Praças,Bancos
-16.6697155,-49.23287269999999,0.3,Demais Praças,Bancos
-16.7049919,-49.2408156,0.3,Demais Praças,Bancos
-17.8112208,-50.9315222,0.3,Demais Praças,Bancos
-21.3018023,-50.33879599999999,0.3,SP,Bancos
-20.8151364,-49.3742825,0.3,SP,Bancos
-18.1789118,-47.9556128,0.3,Demais Praças,Bancos
-23.4871505,-46.7480205,0.3,SP,Bancos
-23.4627201,-46.4202746,0.3,SP,Bancos
-23.3608063,-46.7456793,0.3,SP,Bancos
-23.4944863,-46.8515509,0.3,SP,Bancos
-23.5013965,-46.8487154,0.3,SP,Bancos
-23.4531211,-46.8972439,0.3,SP,Bancos
-23.4641575,-46.87119879999999,0.3,SP,Bancos
-23.5290737,-46.7791192,0.3,SP,Bancos
-23.4996616,-46.85495479999999,0.3,SP,Bancos
-23.5048746,-46.8492622,0.3,SP,Bancos
-16.7049932,-49.2410533,0.3,Demais Praças,Bancos
-18.4012193,-49.2041963,0.3,Demais Praças,Bancos
-16.7031375,-49.23311229999999,0.3,Demais Praças,Bancos
-22.746629,-47.638872,0.3,SP,Bancos
-22.704497,-47.6716849,0.3,SP,Bancos
-22.2323685,-45.9358521,0.3,Demais Praças,Bancos
-22.2246364,-45.9229274,0.3,Demais Praças,Bancos
-22.8089734,-46.28132919999999,0.3,Demais Praças,Bancos
-22.7339275,-45.1244384,0.3,SP,Bancos
-23.513713,-46.65251929999999,0.3,SP,Bancos
-23.534118,-46.7709517,0.3,SP,Bancos
-23.5514487,-46.659621,0.3,SP,Bancos
-23.5597164,-46.6880278,0.3,SP,Bancos
-23.5400283,-46.73425,0.3,SP,Bancos
-23.5543397,-46.6621038,0.3,SP,Bancos
-23.5214468,-46.6603855,0.3,SP,Bancos
