severidade;linha;nome;endereco_dsp;risco
MEDIO;400;;Rua Portugal 67 Sao Francisco do Sul SC 89240000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;402;;Rua dos Jamboloes 490 Eldorado do Sul RS 92990000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;404;;Rua M T da Conceicao 23 Nazare Paulista SP 12960000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;408;;Rua Luis Vaz de Camoes 655 Adolfo SP 15230000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;411;;Rua Ernesto M Simoes 360 Cananeia SP 11990000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;412;;Rua Jose Mantuani 514 Marilena PR 87960000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;413;;Rua Antonio Olaia 180 Guape MG 37177000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;414;;Avenida Marginal 2380 Itirapina SP 13530000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;415;;Avenida Benedito Valadares 47 Sacramento MG 38190000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;416;;Rua Jose Benardino Rodrigues 450 Guape MG 37177000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;422;;Rua Calixto Jorge 184 Rifaina SP 14490000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;426;;Rua Pocidonio Carvalho 47 Balneario Picarras SC 88380000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;430;;Avenida Governador Celso Ramos 2825 Porto Belo SC 88210000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;431;;Rua Guarani 171 Fama MG 37144000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
