linha;nome;categoria;origem;endereco_original;endereco_dsp;cidade;uf;cep;lat_original;lon_original;lat_corrigida;lon_corrigida;bairro_descartado;severidade;risco
82;;;endereco;Rua Desembargador Westphalen, 2447, Parolin, Curitiba - PR, 80220-030, Brasil;Rua Desembargador Westphalen 2447 Curitiba PR 80220030 Brazil;Curitiba;PR;80220030;-25.45329;-49.2629;-25.45329;-49.2629;Parolin;;
83;;;endereco;Rua Olegário Mariano, 40A, Centro, São João de Meriti - RJ, 25510-350, Brasil;Rua Olegario Mariano 40A Sao Joao de Meriti RJ 25510350 Brazil;São João de Meriti;RJ;25510350;-22.7946;-43.36644;-22.7946;-43.36644;Centro;;
84;;;endereco;Condor Hipermercados, Avenida Carlos Schmidt, 205, Jardim Apucarana, Apucarana - PR, 86804-350, Brasil;Avenida Carlos Schmidt 205 Apucarana PR 86804350 Brazil;Apucarana;PR;86804350;-23.54789;-51.45053;-23.54789;-51.45053;Jardim Apucarana;;
85;;;endereco;Ponto5, Rua Carolina Florence, Jardim Nossa Senhora Auxiliadora, Campinas - SP, 13073-225, Brasil;Ponto5 Rua Carolina Florence Jardim Nossa Senhora Auxiliadora Campinas SP 13073225 Brazil;Campinas;SP;13073225;-22.88555;-47.06191;-22.88555;-47.06191;;ALTO;sem numero de porta
86;;;endereco;BMW, Avenida das Nações Unidas, 17771, Santo Amaro, São Paulo - SP, 04795-100, Brasil;Avenida das Nacoes Unidas 17771 Sao Paulo SP 04795100 Brazil;São Paulo;SP;04795100;-23.642;-46.72413;-23.642;-46.72413;Santo Amaro;;
87;;;endereco;Avenida das Nações Unidas, 6787, Alto de Pinheiros, São Paulo - SP, 05425-070, Brasil;Avenida das Nacoes Unidas 6787 Sao Paulo SP 05425070 Brazil;São Paulo;SP;05425070;-23.56095;-46.70531;-23.56095;-46.70531;Alto de Pinheiros;;
88;;;endereco;Avenida Júlio de Mesquita, 694, Cambuí, Campinas - SP, 13025-061, Brasil;Avenida Julio de Mesquita 694 Campinas SP 13025061 Brazil;Campinas;SP;13025061;-22.89941;-47.05488;-22.89941;-47.05488;Cambuí;;
89;;;endereco;Rua Faustolo, 846, Lapa, São Paulo - SP, 05041-000, Brasil;Rua Faustolo 846 Sao Paulo SP 05041000 Brazil;São Paulo;SP;05041000;-23.52388;-46.69349;-23.52388;-46.69349;Lapa;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
90;;;endereco;Rua Itajaí, 1373, Vorstadt, Blumenau - SC, 89015-203, Brasil;Rua Itajai 1373 Blumenau SC 89015203 Brazil;Blumenau;SC;89015203;-26.91269;-49.05194;-26.91269;-49.05194;Vorstadt;;
91;;;endereco;Avenida Rudolf Dafferner, 400, Sorocaba - SP, 18085-005, Brasil;Avenida Rudolf Dafferner 400 Sorocaba SP 18085005 Brazil;Sorocaba;SP;18085005;-23.47615;-47.42688;-23.47615;-47.42688;;;
