linha;nome;categoria;origem;endereco_original;endereco_dsp;cidade;uf;cep;lat_original;lon_original;lat_corrigida;lon_corrigida;bairro_descartado;severidade;risco
17;;;endereco (numero de coluna propria);Forme RJ C a Fotográficos Ltda, Avenida Almirante Barroso, Centro, Rio de Janeiro - RJ, 20031-003, Brasil;Avenida Almirante Barroso 156 Rio de Janeiro RJ 20031003 Brazil;Rio de Janeiro;RJ;20031003;-22.90781;-43.17663;-22.90781;-43.17663;Centro;;
18;;;endereco (numero de coluna propria);Rua União, 28, Santo Cristo, Rio de Janeiro - RJ, 20250-340, Brasil;Rua Uniao 0 Rio de Janeiro RJ 20250340 Brazil;Rio de Janeiro;RJ;20250340;-22.89784;-43.19961;-22.89784;-43.19961;28 Santo Cristo;;
19;;;endereco;Avenida Rio Branco, 147, Centro, Rio de Janeiro - RJ, 20040-006, Brasil;Avenida Rio Branco 147 Rio de Janeiro RJ 20040006 Brazil;Rio de Janeiro;RJ;20040006;-22.90526;-43.17743;-22.90526;-43.17743;Centro;;
20;;;endereco (numero de coluna propria);Rua Artur Araripe, Gávea, Rio de Janeiro - RJ, 22451-020, Brasil;Rua Artur Araripe 110 Rio de Janeiro RJ 22451020 Brazil;Rio de Janeiro;RJ;22451020;-22.97591;-43.22825;-22.97591;-43.22825;Gávea;;
21;;;endereco;Rua Voluntários da Pátria, 329, Botafogo, Rio de Janeiro - RJ, 22270-010, Brasil;Rua Voluntarios da Patria 329 Rio de Janeiro RJ 22270010 Brazil;Rio de Janeiro;RJ;22270010;-22.95443;-43.1924;-22.95443;-43.1924;Botafogo;;
22;;;endereco (numero de coluna propria);Rua Visconde de Pirajá, 3, Ipanema, Rio de Janeiro - RJ, 22410-000, Brasil;Rua Visconde de Piraja 12 Rio de Janeiro RJ 22410000 Brazil;Rio de Janeiro;RJ;22410000;-22.98486;-43.19553;-22.98486;-43.19553;3 Ipanema;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
23;;;endereco (numero de coluna propria);Rua Paulo Mazzucchelli, 35, Barra da Tijuca, Rio de Janeiro - RJ, 22621-190, Brasil;Rua Paulo Mazzucchelli 918 Rio de Janeiro RJ 22621190 Brazil;Rio de Janeiro;RJ;22621190;-23.00912;-43.30637;-23.00912;-43.30637;35 Barra da Tijuca;;
24;;;endereco (numero de coluna propria);Rua Bolívar, 84, Copacabana, Rio de Janeiro - RJ, 22061-020, Brasil;Rua Bolivar 80 Rio de Janeiro RJ 22061020 Brazil;Rio de Janeiro;RJ;22061020;-22.97571;-43.19059;-22.97571;-43.19059;84 Copacabana;;
25;;;endereco (numero de coluna propria);Rua Miguel Lemos, 25A, Copacabana, Rio de Janeiro - RJ, 22071-000, Brasil;Rua Miguel Lemos 41D Rio de Janeiro RJ 22071000 Brazil;Rio de Janeiro;RJ;22071000;-22.97802;-43.19038;-22.97802;-43.19038;25A Copacabana;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
26;;;endereco (numero de coluna propria);Rua Visconde de Pirajá, 325, Ipanema, Rio de Janeiro - RJ, 22410-001, Brasil;Rua Visconde de Piraja 70 Rio de Janeiro RJ 22410001 Brazil;Rio de Janeiro;RJ;22410001;-22.98436;-43.20484;-22.98436;-43.20484;325 Ipanema;;
