-3.749159,-38.529091,0.3
-22.2318862,-43.1141413,0.3
-8.033874,-34.950871,0.3
-29.698193,-53.783295,0.3
-23.5700715,-46.8786955,0.3
-20.026872,-43.933938,0.3
-22.3951627,-42.9860396,0.3
-20.297079,-40.29651,0.3
-29.6858441,-53.8088936,0.3
-30.19063063,-51.17267766,0.3
-22.8888234,-47.0490418,0.3
-23.34013496,-47.54748104,0.3
-23.806165,-46.0568963,0.3
-23.519409,-46.649155,0.3
-25.468034,-49.538966,0.3
-29.37616,-50.878136,0.3
-29.1223321,-51.0232317,0.3
-23.607509,-47.026132,0.3
-29.3383976,-49.728226,0.3
-23.9583677,-46.3890551,0.3
-20.5207003,-54.6129463,0.3
-25.396633,-49.2312275,0.3
-23.77868914,-46.74307548,0.3
-22.79976664,-45.16036367,0.3
-23.53315186,-47.63666189,0.3
-15.7942287,-47.8821658,0.3
-23.100409,-48.9160363,0.3
-21.2490323,-47.7982928,0.3
-23.966238,-46.191177,0.3
-22.428453,-43.1155966,0.3
-17.79272,-50.9196585,0.3
-23.9850084,-48.8742698,0.3
-24.71200357,-53.7176225,0.3
-23.411868,-46.322237,0.3
-25.1082861,-50.0957226,0.3
-21.9221397,-50.7317774,0.3
-23.31077729,-51.2941552,0.3
-23.559105,-46.586409,0.3
-22.9973488,-43.2643762,0.3
-22.0176747,-47.8919396,0.3
-1.4512857,-48.4873724,0.3
-22.811603,-47.257765,0.3
-23.307633,-47.296657,0.3
-22.94914,-46.64443981,0.3
-23.168673,-47.071553,0.3
-1.2881946,-47.9429537,0.3
-23.36971683,-46.35357247,0.3
-23.8126195,-46.4733424,0.3
-24.633919,-53.309741,0.3
-23.621668,-47.018517,0.3
-22.991396,-43.30406648,0.3
-23.6641,-46.699049,0.3
-22.9713942,-46.9941723,0.3
-8.0338212,-34.9509025,0.3
