name,storechain,place_id,formatted_address,city,admin_area,uf,country,cep,lat,lng,categories,types,rating,source,metadata,Nº,Praça,Formato,Veículo,Endereço,Latitude,Longitude
,,,"Avenida Ayrton Senna, Barra da Tijuca, Rio de Janeiro - RJ, 22775-003, Brasil",Rio de Janeiro,,RJ,,22775-003,-22.99249,-43.36568,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. José Silva de Azevedo Neto, 185 - Barra da Tijuca",-22.99248775,-43.36563927
,,,"Passagem Paulo Barreto Lopes Lima, Botafogo, Rio de Janeiro - RJ, 22290-070, Brasil",Rio de Janeiro,,RJ,,22290-070,-22.95549,-43.17815,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Lauro Sodré, 105 (Prox. Shopping Rio Sul) - Botafogo",-22.955502,-43.178172
,,,"Avenida Maracanã, Maracanã, Rio de Janeiro - RJ, 20271-111, Brasil",Rio de Janeiro,,RJ,,20271-111,-22.91419,-43.22815,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Maracanã, 450 - Tijuca",-22.91411,-43.22826
,,,"Obrativa Office, Rua Baltazar Lisboa, Vila Isabel, Rio de Janeiro - RJ, 20540-130, Brasil",Rio de Janeiro,,RJ,,20540-130,-22.92132,-43.23595,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Maracanã, 826 – Tijuca",-22.921572,-43.235972
,,,"Avenida Ministro Ivan Lins, 270, Barra da Tijuca, Rio de Janeiro - RJ, 22620-110, Brasil",Rio de Janeiro,,RJ,,22620-110,-23.01062,-43.30229,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Ministro Ivan Lins, 340 (Jardim Oceânico) - Barra da Tijuca",-23.010659,-43.302296
,,,"Avenida Olegário Maciel, 263, Barra da Tijuca, Rio de Janeiro - RJ, 22621-200, Brasil",Rio de Janeiro,,RJ,,22621-200,-23.0126,-43.30532,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Olegário Maciel, 263 (273)",-23.01256,-43.30528
,,,"Avenida Olegário Maciel, 600, Barra da Tijuca, Rio de Janeiro - RJ, 22621-200, Brasil",Rio de Janeiro,,RJ,,22621-200,-23.00968,-43.30438,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Olegário Maciel, 600 - Barra da Tijuca",-23.0097,-43.30439
,,,"Avenida Rodolfo Amoedo, 10, Barra da Tijuca, Rio de Janeiro - RJ, 22620-350, Brasil",Rio de Janeiro,,RJ,,22620-350,-23.01162,-43.31717,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Rodolfo Amoedo, 10 - Barra da Tijuca",-23.011562,-43.31738
,,,"Autoestrada Lagoa-Barra, São Conrado, Rio de Janeiro - RJ, 22610-170, Brasil",Rio de Janeiro,,RJ,,22610-170,-22.99913,-43.26896,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Estr. Da Gávea, prox. 870 (877)",-22.99927,-43.26893
,,,"Comparsaria, Rua das Laranjeiras, Catete, Rio de Janeiro - RJ, 22221-020, Brasil",Rio de Janeiro,,RJ,,22221-020,-22.93126,-43.17851,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Largo do Machado, 21 - Catete",-22.93118,-43.1785
,,,"Rua Barata Ribeiro, 204, Copacabana, Rio de Janeiro - RJ, 22011-001, Brasil",Rio de Janeiro,,RJ,,22011-001,-22.96512,-43.18054,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Praça Cardeal Arco Verde, 208 - Copacabana",-22.96507,-43.1805
,,,"Praça Professora Camisão, 41, Freguesia (Jacarepaguá), Rio de Janeiro - RJ, 22760-151, Brasil",Rio de Janeiro,,RJ,,22760-151,-22.94041,-43.34332,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Praça Professora Camisão, 49 - Largo da Freguesia",-22.94044,-43.34341
,,,"Brs 3,I: Visconde de Ouro Preto I, Praia de Botafogo, Botafogo, Rio de Janeiro - RJ, 22250-040, Brasil",Rio de Janeiro,,RJ,,22250-040,-22.94649,-43.18267,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Praia de Botafogo, 356 - Botafogo",-22.94643,-43.18269
,,,"Praia do Flamengo, 176, Flamengo, Rio de Janeiro - RJ, 22210-030, Brasil",Rio de Janeiro,,RJ,,22210-030,-22.93082,-43.17453,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Praia do Flamego, 176 - Flamengo",-22.930815,-43.17464
,,,"Rua Real Grandeza, 254, Botafogo, Rio de Janeiro - RJ, 22281-034, Brasil",Rio de Janeiro,,RJ,,22281-034,-22.95659,-43.19205,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"R. Mena Barreto, 319 - Botafogo",-22.95662,-43.1919
,,,"Rua Voluntários da Pátria, 95, Botafogo, Rio de Janeiro - RJ, 22270-010, Brasil",Rio de Janeiro,,RJ,,22270-010,-22.95166,-43.18461,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"R. Voluntários da Pátria, 89 - Botafogo",-22.95157,-43.1846
,,,"Hortifruti, Rua Adalberto Ferreira, 18, Leblon, Rio de Janeiro - RJ, 22441-040, Brasil",Rio de Janeiro,,RJ,,22441-040,-22.97958,-43.22316,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,Rua Adalberto Ferreira 18 - Leblon,-22.97946,-43.223165
,,,"Rua Barão de Mesquita, 349, Tijuca, Rio de Janeiro - RJ, 20540-003, Brasil",Rio de Janeiro,,RJ,,20540-003,-22.92364,-43.23555,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Rua Barão de Mesquita, 320 - Tijuca",-22.92359,-43.23561
,,,"Rua Bolívar, 135, Copacabana, Rio de Janeiro - RJ, 22061-020, Brasil",Rio de Janeiro,,RJ,,22061-020,-22.97585,-43.19215,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Rua Bolivar, 134 - Copacabana",-22.97568,-43.1922
,,,"Rua das Laranjeiras, 445, Laranjeiras, Rio de Janeiro - RJ, 22240-005, Brasil",Rio de Janeiro,,RJ,,22240-005,-22.93854,-43.19034,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Rua das Laranjeiras, S/N Esq Rua Professor Estelita Lins - Laranjeiras",-22.9383228,-43.19075
,,,"Rua Fonte da Saudade, 129, Lagoa, Rio de Janeiro - RJ, Brasil",Rio de Janeiro,,RJ,,,-22.96283,-43.20274,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Rua Fonte da Saudade, 129 - Lagoa",-22.96287,-43.20277
,,,"Rua Humaitá, 104, Humaitá, Rio de Janeiro - RJ, 22261-001, Brasil",Rio de Janeiro,,RJ,,22261-001,-22.95683,-43.19884,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Rua Humaitá, 104 - Humaitá",-22.95687,-43.19882
,,,"Rua Maria Quitéria, 107, Ipanema, Rio de Janeiro - RJ, 22410-040, Brasil",Rio de Janeiro,,RJ,,22410-040,-22.98283,-43.20707,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Rua Maria Quitéria, 107 - Ipanema",-22.982865,-43.20711
,,,"Praça Nossa Senhora Auxiliadora, Leblon, Rio de Janeiro - RJ, 22431-000, Brasil",Rio de Janeiro,,RJ,,22431-000,-22.97792,-43.22284,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Rua Mario Ribeiro, 200 - Leblon",-22.977895,-43.222852
,,,"Avenida Visconde de Albuquerque, 1302, Leblon, Rio de Janeiro - RJ, 22450-001, Brasil",Rio de Janeiro,,RJ,,22450-001,-22.97806,-43.22579,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Rua Mario Ribeiro, 93 - Leblon",-22.977902,-43.226016
,,,"Rua Santo Afonso, 320, Tijuca, Rio de Janeiro - RJ, 20511-170, Brasil",Rio de Janeiro,,RJ,,20511-170,-22.92358,-43.23393,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Rua Santo Afonso, 320 - Tijuca",-22.92358,-43.23388
,,,"Rua Marechal Francisco de Moura, Botafogo, Rio de Janeiro - RJ, 22260-140, Brasil",Rio de Janeiro,,RJ,,22260-140,-22.95041,-43.19288,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Rua São Clemente, 340 - Botafogo",-22.950445,-43.192958
,,,"Rua São Francisco Xavier, 321, Tijuca, Rio de Janeiro - RJ, 20550-010, Brasil",Rio de Janeiro,,RJ,,20550-010,-22.91641,-43.22947,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Rua São Francisco Xavier, 321 - Tijuca",-22.91647,-43.22956
,,,"Rua Visconde de Pirajá, 339, Ipanema, Rio de Janeiro - RJ, 22410-001, Brasil",Rio de Janeiro,,RJ,,22410-001,-22.9844,-43.20532,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Rua Visconde de Pirajá, 333 - Ipanema",-22.984195,-43.205405
,,,"Rua Voluntários da Pátria, 213, Botafogo, Rio de Janeiro - RJ, 22270-001, Brasil",Rio de Janeiro,,RJ,,22270-001,-22.95323,-43.1889,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Rua Voluntários da Pátria, 213 - Botafogo",-22.953244,-43.188824
,,,"Rua São Clemente, 145A, Botafogo, Rio de Janeiro - RJ, 22260-001, Brasil",Rio de Janeiro,,RJ,,22260-001,-22.94952,-43.18678,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Rua São Clemente, 141 - Botafogo",-22.94954,-43.18673
,,,"Pizza Hut, Rodovia dos Bandeirantes, Caieiras - SP, 07700-000, Brasil",Caieiras,,SP,,07700-000,-23.35073,-46.79707,,,,,,,Rio de Janeiro,Topo De Pedágio Digital,VEX,PONTE RIO NITERÓI,-23.35063,-46.79706
,,,"Swaerospace, Avenida Gastão Sengés, Barra da Tijuca, Rio de Janeiro - RJ, 22631-002, Brasil",Rio de Janeiro,,RJ,,22631-002,-23.00095,-43.3416,,,,,,,Rio de Janeiro,Academias,BDROPS,"AV. DAS AMÉRICAS, 3255 LOJA 217 E 218",-23.001079,-43.3418563
,,,"Estella Gourmet, Barra Olímpica, Rio de Janeiro - RJ, Brasil",Rio de Janeiro,,RJ,,,-22.98004,-43.41111,,,,,,,Rio de Janeiro,Academias,BDROPS,"AVENIDA SALVADOR ALLENDE, 6555",-22.9799226,-43.4116332
,,,"Avenida Olegário Maciel, 600, Barra da Tijuca, Rio de Janeiro - RJ, 22621-200, Brasil",Rio de Janeiro,,RJ,,22621-200,-23.00968,-43.30438,,,,,,,Rio de Janeiro,Academias,BDROPS,"AVENIDA OLEGÁRIO MACIEL, 600",-23.0097112,-43.3043122
,,,"Q Tapa Barbearia - Cortes Por Assinatura - Barbearia Em Barra da Tijuca RJ - Corte de Cabelo Mascul., Avenida das Américas, 7380, Barra da Tijuca, Rio de Janeiro - RJ, 22793-081, Brasil",Rio de Janeiro,,RJ,,22793-081,-22.9992,-43.40503,,,,,,,Rio de Janeiro,Academias,BDROPS,"AVENIDA DAS AMÉRICAS, 7380",-22.9992028,-43.4051897
,,,"West Side Tattoo, Avenida das Américas, Barra da Tijuca, Rio de Janeiro - RJ, 22793-080, Brasil",Rio de Janeiro,,RJ,,22793-080,-23.0007,-43.37389,,,,,,,Rio de Janeiro,Academias,BDROPS,"AVENIDA DAS AMÉRICAS, 6551",-23.0008094,-43.3737988
,,,"Assaí, Avenida das Américas, 900, Barra da Tijuca, Rio de Janeiro - RJ, 22640-100, Brasil",Rio de Janeiro,,RJ,,22640-100,-23.00189,-43.32328,,,,,,,Rio de Janeiro,Academias,BDROPS,"AVENIDA DAS AMÉRICAS, 900",-23.0018906,-43.3232791
,,,"Recar, Avenida Ernani Cardoso, 350, Madureira, Rio de Janeiro - RJ, 21310-310, Brasil",Rio de Janeiro,,RJ,,21310-310,-22.88177,-43.33915,,,,,,,Rio de Janeiro,Academias,BDROPS,"AVENIDA ERNANI CARDOSO, 350",-22.8817743,-43.3391511
,,,"Avenida Dom Helder Câmara, 9783, Cascadura, Rio de Janeiro - RJ, 21380-003, Brasil",Rio de Janeiro,,RJ,,21380-003,-22.88319,-43.3216,,,,,,,Rio de Janeiro,Academias,BDROPS,"AVENIDA DOM HELDER CÂMARA, 9783",-22.8832009,-43.3215976
,,,"Rua da Carioca, 49, Centro, Rio de Janeiro - RJ, 20050-008, Brasil",Rio de Janeiro,,RJ,,20050-008,-22.9067,-43.18041,,,,,,,Rio de Janeiro,Academias,BDROPS,"RUA DA CARIOCA, S/N",-22.9066492,-43.1804136
,,,"PD7 Tech, Rua Riachuelo, 130, Centro, Rio de Janeiro - RJ, 20230-014, Brasil",Rio de Janeiro,,RJ,,20230-014,-22.91422,-43.18506,,,,,,,Rio de Janeiro,Academias,BDROPS,"RUA RIACHUELO, 142",-22.9141038,-43.1855439
,,,"Praça Monte Castelo, 20, Centro, Rio de Janeiro - RJ, 20051-030, Brasil",Rio de Janeiro,,RJ,,20051-030,-22.90405,-43.18083,,,,,,,Rio de Janeiro,Academias,BDROPS,"PRAÇA MONTE CASTELO, 20",-22.9040162,-43.180817
,,,"WESTERN UNION, Estrada do Monteiro, 1200, Campo Grande, Rio de Janeiro - RJ, 23036-430, Brasil",Rio de Janeiro,,RJ,,23036-430,-22.92753,-43.57391,,,,,,,Rio de Janeiro,Academias,BDROPS,"ESTRADA DO MONTEIRO, 1200",-22.9275278,-43.5739399
,,,"Rua Tonelero, 51, Copacabana, Rio de Janeiro - RJ, 22030-001, Brasil",Rio de Janeiro,,RJ,,22030-001,-22.96554,-43.18271,,,,,,,Rio de Janeiro,Academias,BDROPS,"RUA TONELERO, 51",-22.9655568,-43.1827375
,,,"Rua Pompeu Loureiro, 35, Copacabana, Rio de Janeiro - RJ, 22061-000, Brasil",Rio de Janeiro,,RJ,,22061-000,-22.97327,-43.19221,,,,,,,Rio de Janeiro,Academias,BDROPS,"RUA POMPEU LOUREIRO, 35",-22.9732756,-43.1922221
,,,"Day by Day, Freguesia (Jacarepaguá), Rio de Janeiro - RJ, Brasil",Rio de Janeiro,,RJ,,,-22.94177,-43.34204,,,,,,,Rio de Janeiro,Academias,BDROPS,"ESTRADA DE JACAREPAGUÁ, 7783",-22.9417118,-43.3426011
,,,"Rua Visconde de Pirajá, 161, Ipanema, Rio de Janeiro - RJ, 22410-001, Brasil",Rio de Janeiro,,RJ,,22410-001,-22.98465,-43.20006,,,,,,,Rio de Janeiro,Academias,BDROPS,"RUA VISCONDE DE PIRAJÁ, 161 SOBRELOJA",-22.9848286,-43.2000896
,,,"Físioterapia Popular do Rio das Pedras, Estrada de Jacarepaguá, 3602, Jacarepaguá, Rio de Janeiro - RJ, 22753-212, Brasil",Rio de Janeiro,,RJ,,22753-212,-22.97196,-43.33154,,,,,,,Rio de Janeiro,Academias,BDROPS,"ESTRADA DE JACAREPAGUÁ, 3600",-22.9719486,-43.3315359
,,,"Rua das Laranjeiras, 354, Laranjeiras, Rio de Janeiro - RJ, 22240-005, Brasil",Rio de Janeiro,,RJ,,22240-005,-22.93605,-43.19,,,,,,,Rio de Janeiro,Academias,BDROPS,"RUA DAS LARANJEIRAS, 352",-22.9358613,-43.1901688
,,,"Rua José Linhares, 66, Leblon, Rio de Janeiro - RJ, 22430-220, Brasil",Rio de Janeiro,,RJ,,22430-220,-22.98476,-43.22119,,,,,,,Rio de Janeiro,Academias,BDROPS,"AVENIDA GENERAL SAN MARTIN, 512",-22.9848409,-43.2211988
,,,"Rua Oliveira, 13, Méier, Rio de Janeiro - RJ, 23510-470, Brasil",Rio de Janeiro,,RJ,,23510-470,-22.90314,-43.2814,,,,,,,Rio de Janeiro,Academias,BDROPS,"RUA OLIVEIRA, 13",-22.9031453,-43.2814034
,,,"Tim, Rua José Ortiz, Méier, Rio de Janeiro - RJ, 20725-070, Brasil",Rio de Janeiro,,RJ,,20725-070,-22.90388,-43.28366,,,,,,,Rio de Janeiro,Academias,BDROPS,"RUA DIAS DA CRUZ, 255",-22.9038695,-43.2834382
,,,"Condomínio do Edificio Cabo Herculano, Avenida Meriti, Vila da Penha, Rio de Janeiro - RJ, 21211-800, Brasil",Rio de Janeiro,,RJ,,21211-800,-22.83435,-43.30873,,,,,,,Rio de Janeiro,Academias,BDROPS,"AVENIDA MERITI, 3000",-22.8343156,-43.3086011
,,,"Rua Jacurutá, 298, Penha, Rio de Janeiro - RJ, 21020-280, Brasil",Rio de Janeiro,,RJ,,21020-280,-22.83651,-43.2726,,,,,,,Rio de Janeiro,Academias,BDROPS,"RUA PANAMÁ, 168",-22.836265,-43.2730769
,,,"Rua Crispim Laranjeira, 106, Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-290, Brasil",Rio de Janeiro,,RJ,,22790-290,-23.01304,-43.45835,,,,,,,Rio de Janeiro,Academias,BDROPS,"RUA CRISPIM LARANJEIRA, 106",-23.0129986,-43.4581984
,,,"Rua São Luiz Gonzaga, 477, São Cristóvão, Rio de Janeiro - RJ, 20910-061, Brasil",Rio de Janeiro,,RJ,,20910-061,-22.90007,-43.22693,,,,,,,Rio de Janeiro,Academias,BDROPS,"RUA SÃO LUÍS GONZAGA, 477",-22.9001759,-43.2269876
,,,"Canteiro de Obra Leduca - Gap, Taquara, Rio de Janeiro - RJ, 22740-362, Brasil",Rio de Janeiro,,RJ,,22740-362,-22.92573,-43.36982,,,,,,,Rio de Janeiro,Academias,BDROPS,ESTRADA DO TINDIBA. 1763,-22.9256038,-43.3698992
,,,"Rua Tenente Vilas Boas, 17, Tijuca, Rio de Janeiro - RJ, 20260-190, Brasil",Rio de Janeiro,,RJ,,20260-190,-22.92083,-43.21974,,,,,,,Rio de Janeiro,Academias,BDROPS,"RUA HADDOCK LOBO, 416",-22.9208471,-43.2199267
,,,"Ateliêr Como Vencer a Vida sem Fazer Força, Avenida Maracanã, Tijuca, Rio de Janeiro - RJ, 20511-001, Brasil",Rio de Janeiro,,RJ,,20511-001,-22.92751,-43.23934,,,,,,,Rio de Janeiro,Academias,BDROPS,"RUA JOSÉ HIGINO, 115",-22.9274306,-43.2393755
,,,"Be Free Tur, Rua Igreja Nossa Senhora do Líbano, Tijuca, Rio de Janeiro - RJ, 20530-720, Brasil",Rio de Janeiro,,RJ,,20530-720,-22.9307,-43.23866,,,,,,,Rio de Janeiro,Academias,BDROPS,"RUA CONDE DE BONFIM, 610",-22.930674,-43.2386193
,,,"Rua Clarimundo de Melo, 884, Quintino Bocaiúva, Rio de Janeiro - RJ, 20740-320, Brasil",Rio de Janeiro,,RJ,,20740-320,-22.89216,-43.32353,,,,,,,Rio de Janeiro,Academias,BDROPS,AVENIDA DOM HELDER CÂMARA 105,-22.8921521,-43.3235659
,,,"Rua Projetada B, Campo Grande, Rio de Janeiro - RJ, 21235-635, Brasil",Rio de Janeiro,,RJ,,21235-635,-22.92865,-43.5541,,,,,,,Rio de Janeiro,Academias,BDROPS,ESTRADA DA CACHAMORRA 1677,-22.928402,-43.554238
,,,"Rua Delfim Carlos, 274, Olaria, Rio de Janeiro - RJ, 21073-050, Brasil",Rio de Janeiro,,RJ,,21073-050,-22.8485,-43.26968,,,,,,,Rio de Janeiro,Academias,BDROPS,"RUA DELFIM CARLOS, Nº350 - LOJA A",-22.8485803,-43.2696242
,,,"Creative Studio Personalizados, Avenida Dom Helder Câmara, Cachambi, Rio de Janeiro - RJ, 20771-004, Brasil",Rio de Janeiro,,RJ,,20771-004,-22.88649,-43.27951,,,,,,,Rio de Janeiro,Academias,BDROPS,"AV. DOM HELDER CÂMARA, Nº5080",-22.8860986,-43.2795475
,,,"Avenida Monsenhor Félix, 1148, Irajá, Rio de Janeiro - RJ, 21361-131, Brasil",Rio de Janeiro,,RJ,,21361-131,-22.83362,-43.32722,,,,,,,Rio de Janeiro,Academias,BDROPS,"AV. MONSENHOR FÉLIX, Nº1148",-22.8336061,-43.3273088
,,,"Estrada da Pedra, 5131, Guaratiba, Rio de Janeiro - RJ, 23030-380, Brasil",Rio de Janeiro,,RJ,,23030-380,-22.9678,-43.64763,,,,,,,Rio de Janeiro,Academias,BDROPS,"ESTRADA DA PEDRA, Nº5140",-22.9676859,-43.6480084
,,,"Recar, Rua Cândido Benício, 3936, Tanque, Rio de Janeiro - RJ, 22733-000, Brasil",Rio de Janeiro,,RJ,,22733-000,-22.91376,-43.36167,,,,,,,Rio de Janeiro,Academias,BDROPS,"RUA CÂNDIDO BENÍCIO, Nº 3936 - SS01(SUBSOLO UM)",-22.9134872,-43.361199
,,,"Madureira Shopping, Estrada do Portela, 222, Madureira, Rio de Janeiro - RJ, 21351-050, Brasil",Rio de Janeiro,,RJ,,21351-050,-22.87088,-43.34128,,,,,,,Rio de Janeiro,Academias,BDROPS,"ESTRADA DO PORTELA, Nº222",-22.870455,-43.3410831
,,,"Avenida Cesário de Melo, 6271, Inhoaíba, Rio de Janeiro - RJ, 23056-000, Brasil",Rio de Janeiro,,RJ,,23056-000,-22.91189,-43.59098,,,,,,,Rio de Janeiro,Academias,BDROPS,"AV. CESÁRIO DE MELO, Nº6305",-22.91186615,-43.59093672
,,,"Estrada do Monteiro, 318, Campo Grande, Rio de Janeiro - RJ, 23045-830, Brasil",Rio de Janeiro,,RJ,,23045-830,-22.9142,-43.56346,,,,,,,Rio de Janeiro,Academias,BDROPS,"ESTRADA DO MONTEIRO - RUA CONSERVATÓRIA, Nº45 - LOJAS G E H E SOBRELOJA",-22.9142121,-43.5634626
,,,"Arcozelo, Rua Luís Beltrão, Vila Valqueire, Rio de Janeiro - RJ, 21321-230, Brasil",Rio de Janeiro,,RJ,,21321-230,-22.88487,-43.36687,,,,,,,Rio de Janeiro,Academias,BDROPS,"RUA LUÍS BELTRÃO, Nº56",-22.88494481,-43.36696737
,,,"Estrada Rodrigues Caldas, 127, Taquara, Rio de Janeiro - RJ, 22713-372, Brasil",Rio de Janeiro,,RJ,,22713-372,-22.92361,-43.3751,,,,,,,Rio de Janeiro,Academias,BDROPS,"ESTRADA RODRIGUES CALDAS, 127",-22.92341258,-43.37521986
,,,"Rua Comandante Rubens Silva, 182, Freguesia (Jacarepaguá), Rio de Janeiro - RJ, 22745-281, Brasil",Rio de Janeiro,,RJ,,22745-281,-22.93715,-43.3375,,,,,,,Rio de Janeiro,Academias,BDROPS,"RUA COMANDANTE RUBENS SILVA, 182",-22.93713508,-43.33762755
,,,"Ap da Eve, Anchieta, Rio de Janeiro - RJ, 21645-521, Brasil",Rio de Janeiro,,RJ,,21645-521,-22.81712,-43.39027,,,,,,,Rio de Janeiro,Academias,BDROPS,"AV. CHRISÓTOMO PIMENTEL, Nº1053",-22.81725509,-43.39059305
,,,"Biblioteca Unesa (Campus Sulacap), Jardim Sulacap, Rio de Janeiro - RJ, Brasil",Rio de Janeiro,,RJ,,,-22.88534,-43.40525,,,,,,,Rio de Janeiro,Academias,BDROPS,"AV. MARECHAL FONTENELE, Nº3555",-22.88563696,-43.40551127
,,,"Binhocar, Rua Maxwell, 301, Vila Isabel, Rio de Janeiro - RJ, Brasil",Rio de Janeiro,,RJ,,,-22.91983,-43.24477,,,,,,,Rio de Janeiro,Academias,BDROPS,RUA MAXWELL Nº300 – GALERIA 4826 – LOJA 294 – LUC Nº 18.,-22.91919176,-43.24469402
,,,"Avenida Brasil, São Cristóvão, Rio de Janeiro - RJ, 20940-070, Brasil",Rio de Janeiro,,RJ,,20940-070,-22.89367,-43.21551,,,,,,,Rio de Janeiro,Academias,BDROPS,RUA FONSECA TELES 145/303,-22.893531,-43.215138
,,,"Recar, Avenida Alfredo Balthazar da Silveira, 580, Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-710, Brasil",Rio de Janeiro,,RJ,,22790-710,-23.01007,-43.4425,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA ALFREDO BALTHAZAR DA SILVEIRA, 520 - LOJA 139B",-23.01013,-43.44257
,,,"Eletroposto Celesc, Rua Marquês de São Vicente, 52, Gávea, Rio de Janeiro - RJ, 22451-040, Brasil",Rio de Janeiro,,RJ,,22451-040,-22.97524,-43.22843,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA MARQUES DE SÃO VICENTE, 52 - LOJA 305",-22.97516,-43.22844
,,,"Droga Raia, Avenida Afrânio de Melo Franco, 290, Leblon, Rio de Janeiro - RJ, 22430-190, Brasil",Rio de Janeiro,,RJ,,22430-190,-22.98244,-43.21693,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA AFRANIO DE MELO FRANCO, 290 - LOJA 107",-22.98244,-43.21692
,,,"Itech Logic, Avenida Rio Branco, 156, Centro, Rio de Janeiro - RJ, 20040-050, Brasil",Rio de Janeiro,,RJ,,20040-050,-22.90706,-43.17758,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA RIO BRANCO, 156 - LOJA 125",-22.90706,-43.17757
,,,"Rua Antônio Cordeiro, 60, Freguesia (Jacarepaguá), Rio de Janeiro - RJ, 22750-310, Brasil",Rio de Janeiro,,RJ,,22750-310,-22.941,-43.33853,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA ANTONIO CORDEIRO, 72",-22.941013,-43.338511
,,,"Rua Dias Ferreira, 242, Leblon, Rio de Janeiro - RJ, 22431-050, Brasil",Rio de Janeiro,,RJ,,22431-050,-22.98424,-43.22727,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA DIAS FERREIRA,228",-22.984261,-43.227279
,,,"Estrada dos Três Rios, 1049, Freguesia (Jacarepaguá), Rio de Janeiro - RJ, 22745-004, Brasil",Rio de Janeiro,,RJ,,22745-004,-22.93648,-43.33399,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"ESTRADA DOS TRÊS RIOS, 1097 - LOJA D",-22.9361062,-43.3341318
,,,"Rua Conde de Bonfim, 373, Tijuca, Rio de Janeiro - RJ, 20520-051, Brasil",Rio de Janeiro,,RJ,,20520-051,-22.92515,-43.23367,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA SOARES DA COSTA, 58 - LOJA C",-22.924938,-43.2337727
,,,"Rua Cambaúba, 1357, Jardim Guanabara, Rio de Janeiro - RJ, 21940-001, Brasil",Rio de Janeiro,,RJ,,21940-001,-22.81544,-43.20606,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA CAMBAÚBA, 1357C",-22.81552,-43.20604
,,,"Rua Henrique Lahmeyer de Mello, Barra Olímpica, Rio de Janeiro - RJ, 22775-032, Brasil",Rio de Janeiro,,RJ,,22775-032,-22.9713,-43.36886,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA ATOR JOSÉ WILKER, 605 - BLOCO 1A LOJA 107",-22.9708436,-43.3683451
,,,"Rua dos Açudes, 320, Bangu, Rio de Janeiro - RJ, 21820-070, Brasil",Rio de Janeiro,,RJ,,21820-070,-22.87865,-43.46898,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA FONSECA, 240 - LOJA 112",-22.8786838,-43.4687756
,,,"Rua Pompeu Loureiro, 41, Copacabana, Rio de Janeiro - RJ, 22061-000, Brasil",Rio de Janeiro,,RJ,,22061-000,-22.97346,-43.1919,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA CONSTANTE RAMOS, 74",-22.9734093,-43.1917041
