name,storechain,place_id,formatted_address,city,admin_area,uf,country,cep,lat,lng,categories,types,rating,source,metadata,Nº,Praça,Formato,Veículo,Endereço,Latitude,Longitude
,,,"Avenida Oswaldo Cruz, Botafogo, Rio de Janeiro - RJ, 22250-040, Brasil",Rio de Janeiro,,RJ,,22250-040,-22.94174,-43.17736,,,,,,S/N,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Praia De Botafogo,-22.9417669,-43.1773423
,,,"Avenida Epitácio Pessoa, 1482, Lagoa, Rio de Janeiro - RJ, 22410-090, Brasil",Rio de Janeiro,,RJ,,22410-090,-22.98029,-43.20518,,,,,,1460,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Avenida Epitácio Pessoa,-22.9804345,-43.2051518
,,,"Avenida Epitácio Pessoa, 1010, Ipanema, Rio de Janeiro - RJ, 22410-090, Brasil",Rio de Janeiro,,RJ,,22410-090,-22.98093,-43.20943,,,,,,1024,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Avenida Epitácio Pessoa,-22.9807659,-43.2094293
,,,"Rua Aristides Espínola, 64, Leblon, Rio de Janeiro - RJ, 22440-050, Brasil",Rio de Janeiro,,RJ,,22440-050,-22.98573,-43.22709,,,,,,1175,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Avenida Ataulfo De Paiva,-22.985733,-43.2271541
,,,"Avenida Presidente Vargas, Centro, Rio de Janeiro - RJ, 20071-004, Brasil",Rio de Janeiro,,RJ,,20071-004,-22.90302,-43.18429,,,,,,1343,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Avenida Presidente Vargas,-22.9030007,-43.1843015
,,,"Brs 5: Rio Branco, Rua Miguel Couto, Centro, Rio de Janeiro - RJ, 20070-030, Brasil",Rio de Janeiro,,RJ,,20070-030,-22.90143,-43.18009,,,,,,463,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Avenida Presidente Vargas,-22.9014331,-43.1801062
,,,"Avenida Beira Mar, Glória, Rio de Janeiro - RJ, 20021-060, Brasil",Rio de Janeiro,,RJ,,20021-060,-22.91479,-43.17486,,,,,,S/N,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Avenida Beiramar,-22.9148112,-43.1747801
,,,"Rua Professor Álvaro Rodrigues, Botafogo, Rio de Janeiro - RJ, 22280-040, Brasil",Rio de Janeiro,,RJ,,22280-040,-22.95023,-43.18123,,,,,,1128,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Rua Prof Álvaro Rodrigues,-22.950215,-43.1813007
,,,"Rua Visconde de Pirajá, 462, Ipanema, Rio de Janeiro - RJ, 22410-002, Brasil",Rio de Janeiro,,RJ,,22410-002,-22.98391,-43.20871,,,,,,452,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Rua Visconde De Pirajá,-22.9839236,-43.2086669
,,,"Rua Santana, 11, Centro, Rio de Janeiro - RJ, 21831-453, Brasil",Rio de Janeiro,,RJ,,21831-453,-22.90769,-43.19413,,,,,,66,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Rua de Santana,-22.9076131,-43.1940574
,,,"Avenida das Nações Unidas, Botafogo, Rio de Janeiro - RJ, 22250-150, Brasil",Rio de Janeiro,,RJ,,22250-150,-22.95006,-43.18025,,,,,,S/N,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Avenida das Nações Unidas,-22.95005225,-43.18020235
,,,"Rua São Francisco Xavier, 537, Maracanã, Rio de Janeiro - RJ, 20550-011, Brasil",Rio de Janeiro,,RJ,,20550-011,-22.91283,-43.2361,,,,,,537,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Rua São Francisco Xavier,-22.9128652,-43.2360716
,,,"Avenida Presidente Vargas, Centro, Rio de Janeiro - RJ, 20071-002, Brasil",Rio de Janeiro,,RJ,,20071-002,-22.90315,-43.18519,,,,,,S/N,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Avenida Presidente Vargas,-22.9031847,-43.1851799
,,,"Rua Visconde de Pirajá, 207, Ipanema, Rio de Janeiro - RJ, 22410-001, Brasil",Rio de Janeiro,,RJ,,22410-001,-22.98458,-43.20164,,,,,,207,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Rua Visconde de Pirajá,-22.984548,-43.2016516
,,,"Rua Aníbal de Mendonça, 124, Ipanema, Rio de Janeiro - RJ, 22410-050, Brasil",Rio de Janeiro,,RJ,,22410-050,-22.98315,-43.21112,,,,,,S/N,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Rua Aníbal de Mendonça,-22.9830969,-43.2112714
,,,"Rua Visconde de Pirajá, 550, Ipanema, Rio de Janeiro - RJ, 22410-002, Brasil",Rio de Janeiro,,RJ,,22410-002,-22.98367,-43.21163,,,,,,206,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Rua Visconde de Pirajá,-22.9836633,-43.2116873
,,,"Avenida Nossa Senhora de Copacabana, 1072, Copacabana, Rio de Janeiro - RJ, 22060-001, Brasil",Rio de Janeiro,,RJ,,22060-001,-22.97866,-43.19089,,,,,,1063,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Avenida Nossa Senhora de Copacabana,-22.9785822,-43.1909168
,,,"Avenida Nossa Senhora de Copacabana, 1138, Copacabana, Rio de Janeiro - RJ, 22060-002, Brasil",Rio de Janeiro,,RJ,,22060-002,-22.98005,-43.19123,,,,,,1138,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Avenida Nossa Senhora de Copacabana,-22.980033,-43.1913858
,,,"Avenida Nossa Senhora de Copacabana, 1219, Copacabana, Rio de Janeiro - RJ, 22070-011, Brasil",Rio de Janeiro,,RJ,,22070-011,-22.98213,-43.19092,,,,,,1213,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Avenida Nossa Senhora de Copacabana,-22.9821446,-43.1908899
,,,"Avenida Rainha Elisabeth, 188, Copacabana, Rio de Janeiro - RJ, 22081-032, Brasil",Rio de Janeiro,,RJ,,22081-032,-22.98501,-43.19156,,,,,,186,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Avenida Rainha Elizabeth da Bélgica,-22.9849523,-43.1915796
,,,"Avenida Visconde de Albuquerque, Gávea, Rio de Janeiro - RJ, 22450-002, Brasil",Rio de Janeiro,,RJ,,22450-002,-22.97789,-43.22624,,,,,,S/N,Rio de Janeiro,Mix de Formatos,ELETROMIDIA,Praça Sibelius,-22.97786173,-43.22626693
,,,"MetrôRio-Vicente de Carvalho, Vicente de Carvalho, Rio de Janeiro - RJ, 21220-300, Brasil",Rio de Janeiro,,RJ,,21220-300,-22.85417,-43.31343,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,AV AUTOMOVEL CLUBE EM FRENTE AO SUPERMERCADO CARREFOUR,-22.853988,-43.313165
,,,"Rua dos Andradas, 46, Centro, Rio de Janeiro - RJ, 20051-001, Brasil",Rio de Janeiro,,RJ,,20051-001,-22.90329,-43.18153,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,RUA URUGUAIANA EM FRENTE AO Nº 160,-22.903327,-43.181556
,,,"Rua Conde de Bonfim, 658A, Tijuca, Rio de Janeiro - RJ, 20520-055, Brasil",Rio de Janeiro,,RJ,,20520-055,-22.93181,-43.23971,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,Rua Itacuruçá RUA ITACURUÇÁ AO LADO DO Nº26,-22.931826,-43.239654
,,,"Rua Tonelero, 248, Copacabana, Rio de Janeiro - RJ, 22030-001, Brasil",Rio de Janeiro,,RJ,,22030-001,-22.96741,-43.1869,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,RUA SIQUEIRA CAMPOS AO LADO DO Nº 121,-22.967274,-43.187041
,,,"SuperVia-São Cristóvão, São Cristóvão, Rio de Janeiro - RJ, Brasil",Rio de Janeiro,,RJ,,,-22.90887,-43.2219,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,AV RADIAL OESTE ENTRONCAMENTO COM AV OSWALDO ARANHA,-22.909616,-43.22195
,,,"MetrôRio-São Conrado, Avenida Aquarela do Brasil, 6, São Conrado, Rio de Janeiro - RJ, 22610-010, Brasil",Rio de Janeiro,,RJ,,22610-010,-22.99355,-43.25361,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,RUA GENERAL OLÍMPIO MOURA FILHO EM FRENTE AO Nº 15,-22.993549,-43.253607
,,,"Rua Conde de Bonfim, 344, Tijuca, Rio de Janeiro - RJ, 20520-054, Brasil",Rio de Janeiro,,RJ,,20520-054,-22.924,-43.23269,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,PRAÇA SAENS PEÑA,-22.924139,-43.232587
,,,"Brs 2: Passos, Avenida Presidente Vargas, Centro, Rio de Janeiro - RJ, 20071-002, Brasil",Rio de Janeiro,,RJ,,20071-002,-22.90329,-43.18583,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,AV PRESIDENTE VARGAS AO LADO DO Nº160,-22.903305,-43.185843
,,,"Drogaria Mini Preço, Avenida Pastor Martin Luther King Júnior, Pavuna, Rio de Janeiro - RJ, 21520-002, Brasil",Rio de Janeiro,,RJ,,21520-002,-22.80658,-43.36494,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,RUA AMARAL ORNELAS Nº20,-22.806661,-43.364952
,,,"MetrôRio-Nova América/Del Castilho, Del Castilho, Rio de Janeiro - RJ, 20760-005, Brasil",Rio de Janeiro,,RJ,,20760-005,-22.87934,-43.27182,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,Avenida Pastor Martin Luther King Jr,-22.879285,-43.2718696
,,,"Rua Joana Angélica, 159, Ipanema, Rio de Janeiro - RJ, 22420-030, Brasil",Rio de Janeiro,,RJ,,22420-030,-22.98285,-43.20494,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,RUA JOANA ANGÉLICA EM FRENTE AO Nº 108,-22.9828367,-43.2049972
,,,"MetrôRio-Maracanã, Maracanã, Rio de Janeiro - RJ, 20271-130, Brasil",Rio de Janeiro,,RJ,,20271-130,-22.90975,-43.23395,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,AV. PRESIDENTE CASTELO BRANCO EM FRENTE AO ESTADIO DO MARACANA,-22.909713,-43.234021
,,,"Largo do Machado, Largo do Machado, 21, Catete, Rio de Janeiro - RJ, 22240-000, Brasil",Rio de Janeiro,,RJ,,22240-000,-22.9309,-43.17828,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,LARGO DO MACHADO EM FRENTE AO Nº 11,-22.930912,-43.17827
,,,"Avenida Armando Lombardi, Barra da Tijuca, Rio de Janeiro - RJ, 22640-020, Brasil",Rio de Janeiro,,RJ,,22640-020,-23.00696,-43.31044,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,AV. ARMANDO LOMBARDI EM FRENTE 168,-23.006898,-43.310439
,,,"Avenida Ataulfo de Paiva, 50, Leblon, Rio de Janeiro - RJ, 22440-033, Brasil",Rio de Janeiro,,RJ,,22440-033,-22.98315,-43.21581,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,RUA BORGES DE MEDEIROS EM FRENTE AO Nº 623,-22.983619,-43.215783
,,,"Rua Antônio Parreiras, 160, Ipanema, Rio de Janeiro - RJ, 22411-020, Brasil",Rio de Janeiro,,RJ,,22411-020,-22.98357,-43.19657,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,PRAÇA GENERAL OSÓRIO - R. VISCONDE DE PIRAJÁ,-22.98306044,-43.19662679
,,,"Bicicletário Metrô Glória, Rua do Catete, Glória, Rio de Janeiro - RJ, 22220-000, Brasil",Rio de Janeiro,,RJ,,22220-000,-22.92075,-43.17661,,,,,,366,Rio de Janeiro,Metrô,ELETROMIDIA,Rua da Glória,-22.9205585,-43.1764864
,,,"Nova Farma Drogarias Ltda, Rua Marquês de Abrantes, Flamengo, Rio de Janeiro - RJ, Brasil",Rio de Janeiro,,RJ,,,-22.93733,-43.17776,,,,,,118,Rio de Janeiro,Metrô,ELETROMIDIA,Rua Marquês de Abrantes,-22.9372415,-43.1777846
,,,"Bicicletário Praça Roberto Campos-Estácio, Estácio, Rio de Janeiro - RJ, Brasil",Rio de Janeiro,,RJ,,,-22.91428,-43.20615,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,Rua Ulysses Guimarães,-22.9134908,-43.206488
,,,"Praça Floriano, 19, Centro, Rio de Janeiro - RJ, 20031-050, Brasil",Rio de Janeiro,,RJ,,20031-050,-22.91116,-43.17586,,,,,,19,Rio de Janeiro,Metrô,ELETROMIDIA,Praça Floriano,-22.9112513,-43.1759075
,,,"Avenida Presidente Vargas, 2700, Cidade Nova, Rio de Janeiro - RJ, 20091-060, Brasil",Rio de Janeiro,,RJ,,20091-060,-22.90809,-43.20146,,,,,,2700,Rio de Janeiro,Metrô,ELETROMIDIA,Avenida Presidente Vargas,-22.9079634,-43.2013736
,,,"Avenida Presidente Vargas, Centro, Rio de Janeiro - RJ, 20210-031, Brasil",Rio de Janeiro,,RJ,,20210-031,-22.90467,-43.19043,,,,,,2727,Rio de Janeiro,Metrô,ELETROMIDIA,Avenida Presidente Vargas,-22.9047259,-43.1904074
,,,"Rua do Catete, 154, Catete, Rio de Janeiro - RJ, 22220-000, Brasil",Rio de Janeiro,,RJ,,22220-000,-22.92611,-43.17679,,,,,,156,Rio de Janeiro,Metrô,ELETROMIDIA,Rua do Catete,-22.9261475,-43.1768754
,,,"Celpro, Avenida Rio Branco, 156, Centro, Rio de Janeiro - RJ, 20040-007, Brasil",Rio de Janeiro,,RJ,,20040-007,-22.90677,-43.17725,,,,,,156,Rio de Janeiro,Metrô,ELETROMIDIA,Avenida Rio Branco,-22.9068334,-43.1772238
,,,"Geneal, Rua Assis Brasil, Copacabana, Rio de Janeiro - RJ, 22030-010, Brasil",Rio de Janeiro,,RJ,,22030-010,-22.96464,-43.18061,,,,,,181,Rio de Janeiro,Metrô,ELETROMIDIA,Rua Barata Ribeiro,-22.964672,-43.1805546
,,,"Praça Eugênio Jardim, 26, Copacabana, Rio de Janeiro - RJ, 22061-040, Brasil",Rio de Janeiro,,RJ,,22061-040,-22.97635,-43.1943,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,Praça Eugênio Jardim,-22.976476,-43.194224
,,,"Rua Nelson Mandela, Botafogo, Rio de Janeiro - RJ, 22260-005, Brasil",Rio de Janeiro,,RJ,,22260-005,-22.95109,-43.18414,,,,,,72,Rio de Janeiro,Metrô,ELETROMIDIA,Rua São Clemente,-22.9510851,-43.1841077
,,,"Metrôrio-Antero de Quental, Avenida Ataulfo de Paiva, Leblon, Rio de Janeiro - RJ, 22440-035, Brasil",Rio de Janeiro,,RJ,,22440-035,-22.98455,-43.22322,,,,,,S/N,Rio de Janeiro,Metrô,ELETROMIDIA,Praça Antero de Quental,-22.984662,-43.223323
,,,"Pecorino Bar & Trattoria, Avenida Almirante Sílvio de Noronha, 365, Centro, Rio de Janeiro - RJ, 20021-010, Brasil",Rio de Janeiro,,RJ,,20021-010,-22.9143,-43.16628,,,,,,S/N,Rio de Janeiro,Aeroporto,ELETROMIDIA,"Praça Sen. Salgado Filho, s/n - Centro, Rio de Janeiro - RJ, 20021-340",-22.9147581,-43.1665655
,,,"Ponto De Carregamento Para Veículos Elétricos, Avenida Almirante Sílvio de Noronha, 365, Centro, Rio de Janeiro - RJ, 20021-010, Brasil",Rio de Janeiro,,RJ,,20021-010,-22.91401,-43.16702,,,,,,365,Rio de Janeiro,Shopping,ELETROMIDIA,"Av. Alm. Silvio de Noronha, 365 - Centro, Rio de Janeiro - RJ, 20021-010",-22.9138966,-43.1669538
,,,"Avenida Gilberto Amado, 51, Barra da Tijuca, Rio de Janeiro - RJ, 22620-061, Brasil",Rio de Janeiro,,RJ,,22620-061,-23.01332,-43.29837,,,,,,56,Rio de Janeiro,Mega Painel IBIS 3D,MOVIE MIDIA,Sentido ZS - Av. Do Pepê. 56,-23.01338,-43.29825
,,,"Avenida Visconde de Albuquerque, 1302, Leblon, Rio de Janeiro - RJ, 22450-001, Brasil",Rio de Janeiro,,RJ,,22450-001,-22.97806,-43.22579,,,,,,1302,Rio de Janeiro,Mega Painel,MOVIE MIDIA,"Av. Visconde de Albuquerque, 1302",-22.978136,-43.225822
,,,"Avenida Brasil, 1009, São Cristóvão, Rio de Janeiro - RJ, 20940-070, Brasil",Rio de Janeiro,,RJ,,20940-070,-22.89013,-43.21779,,,,,,1083,Rio de Janeiro,Mega Painel Perimetral,MOVIE MIDIA,"Av. Brasil, 1083 - São Cristovão",-22.890142,-43.217776
,,,"Avenida Afrânio de Melo Franco, 131, Leblon, Rio de Janeiro - RJ, 22430-060, Brasil",Rio de Janeiro,,RJ,,22430-060,-22.98291,-43.21804,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Afrânio de Melo Franco, 119 - Leblon",-22.982962,-43.217983
,,,"Avenida Armando Lombardi, 385, Barra da Tijuca, Rio de Janeiro - RJ, 22640-020, Brasil",Rio de Janeiro,,RJ,,22640-020,-23.00736,-43.30865,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Armando Lombardi, 385 - Barra da Tijuca",-23.007269,-43.3085596
,,,"Rua Hélios Seelinger, Barra da Tijuca, Rio de Janeiro - RJ, 22640-040, Brasil",Rio de Janeiro,,RJ,,22640-040,-23.00623,-43.3133,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Armando Lombardi, 940 - IBMEC - Barra da Tijuca",-23.006196,-43.3133311
,,,"Avenida Afonso de Taunay, Barra da Tijuca, Rio de Janeiro - RJ, 22621-310, Brasil",Rio de Janeiro,,RJ,,22621-310,-23.00718,-43.31155,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Armando Lombardi, esquina com Fernando de Mattos",-23.007155,-43.311518
,,,"Avenida Ataulfo de Paiva, 50, Leblon, Rio de Janeiro - RJ, 22440-033, Brasil",Rio de Janeiro,,RJ,,22440-033,-22.98315,-43.21581,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Ataulfo de Paiva, 36 c/ Borges de Medeiros - Leblon",-22.983777,-43.215904
,,,"Avenida Ataulfo de Paiva, 802, Leblon, Rio de Janeiro - RJ, 22440-033, Brasil",Rio de Janeiro,,RJ,,22440-033,-22.98431,-43.2235,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Ataulfo de Paiva, 814 - Leblon",-22.984527,-43.223422
,,,"Avenida Ayrton Senna, 2138, Barra da Tijuca, Rio de Janeiro - RJ, 22775-003, Brasil",Rio de Janeiro,,RJ,,22775-003,-22.99382,-43.36537,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Ayrton Senna, 2.000 - Barra da Tijuca",-22.99382,-43.36545
,,,"Avenida Ayrton Senna, 2001, Barra da Tijuca, Rio de Janeiro - RJ, 22775-002, Brasil",Rio de Janeiro,,RJ,,22775-002,-22.9929,-43.36628,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Ayrton Senna, 2.001 - Barra da Tijuca",-22.993079,-43.366293
,,,"Avenida Ayrton Senna, Barra da Tijuca, Rio de Janeiro - RJ, 22775-003, Brasil",Rio de Janeiro,,RJ,,22775-003,-22.98958,-43.36545,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Ayrton Senna, 2.200 - Barra da Tijuca",-22.989584,-43.365492
,,,"Hospital Unimed Barra, Avenida Ayrton Senna, 2550, Barra da Tijuca, Rio de Janeiro - RJ, 22775-003, Brasil",Rio de Janeiro,,RJ,,22775-003,-22.98902,-43.3653,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Ayrton Senna, 2.550 - Barra da Tijuca",-22.98908,-43.36538
,,,"Avenida Ayrton Senna, 9401, Barra Olímpica, Rio de Janeiro - RJ, 22775-004, Brasil",Rio de Janeiro,,RJ,,22775-004,-22.97111,-43.362,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Ayrton Senna, 9.001 - Barra da Tijuca",-22.97096,-43.36219
,,,"Praça Antero de Quental, Leblon, Rio de Janeiro - RJ, 22440-034, Brasil",Rio de Janeiro,,RJ,,22440-034,-22.9853,-43.22297,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,Av. Bartolomeu Mitre S/N - General San Martin - Leblon,-22.9853215,-43.2230583
,,,"Avenida General San Martin, 663, Leblon, Rio de Janeiro - RJ, 22441-012, Brasil",Rio de Janeiro,,RJ,,22441-012,-22.98549,-43.22263,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Bartolomeu Mitre, 980 - Leblon",-22.98548,-43.2227
,,,"Rua Gilberto Cardoso, Leblon, Rio de Janeiro - RJ, 22430-070, Brasil",Rio de Janeiro,,RJ,,22430-070,-22.97893,-43.21813,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Borges de Medeiros, 829 - Lagoa",-22.978883,-43.218139
,,,"Avenida das Américas, 1699A, Barra da Tijuca, Rio de Janeiro - RJ, 22631-000, Brasil",Rio de Janeiro,,RJ,,22631-000,-23.0012,-43.33083,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Das Américas, 1.699 - Barra da Tijuca",-23.00125,-43.33087
,,,"Avenida Alfredo Balthazar da Silveira, Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-710, Brasil",Rio de Janeiro,,RJ,,22790-710,-23.00842,-43.44177,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Das Américas, 13.680 – Recreio dos Bandeirates",-23.008321,-43.441738
,,,"Rua Alceu Amoroso Lima, Barra da Tijuca, Rio de Janeiro - RJ, 22631-010, Brasil",Rio de Janeiro,,RJ,,22631-010,-23.00166,-43.32909,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Das Américas, 2.151 - Barra da Tijuca",-23.001677,-43.329039
,,,"Avenida das Américas, Barra da Tijuca, Rio de Janeiro - RJ, 22640-101, Brasil",Rio de Janeiro,,RJ,,22640-101,-23.00013,-43.33683,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Das Américas, 2.480 - Barra da Tijuca",-23.000057,-43.336833
,,,"Avenida das Américas, Barra da Tijuca, Rio de Janeiro - RJ, 22793-081, Brasil",Rio de Janeiro,,RJ,,22793-081,-23.00065,-43.33882,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Das Américas, 2.925 - Barra da Tijuca",-23.00071,-43.33882
,,,"Avenida das Américas Próximo ao 3120-3198, Avenida das Américas, Barra da Tijuca, Rio de Janeiro - RJ, 22640-101, Brasil",Rio de Janeiro,,RJ,,22640-101,-22.99984,-43.34398,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Das Américas, 3.120 - Barra da Tijuca",-22.999823,-43.344054
,,,"Marbaw, Barra da Tijuca, Rio de Janeiro - RJ, 22631-003, Brasil",Rio de Janeiro,,RJ,,22631-003,-23.00056,-43.34803,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Das Américas, 3.333 - Barra da Tijuca",-23.000546,-43.347878
,,,"Avenida das Américas, Barra da Tijuca, Rio de Janeiro - RJ, 22640-102, Brasil",Rio de Janeiro,,RJ,,22640-102,-22.99984,-43.34675,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Das Américas, 3.434 - Barra da Tijuca",-22.99977,-43.34675
,,,"Avenida das Américas, Barra da Tijuca, Rio de Janeiro - RJ, 22790-701, Brasil",Rio de Janeiro,,RJ,,22790-701,-23.00042,-43.35001,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Das Américas, 3.665 - Barra da Tijuca",-23.00034,-43.350009
,,,"Avenida das Américas, 3941, Barra da Tijuca, Rio de Janeiro - RJ, 22631-003, Brasil",Rio de Janeiro,,RJ,,22631-003,-23.00051,-43.35275,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Das Américas, 3.959 - Barra da Tijuca",-23.00044,-43.3527
,,,"Avenida das Américas, Barra da Tijuca, Rio de Janeiro - RJ, 22790-703, Brasil",Rio de Janeiro,,RJ,,22790-703,-23.00044,-43.37714,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. das Américas, 6.445 - Barra da Tijuca",-23.00044,-43.37714
,,,"Avenida das Américas, 946, Barra da Tijuca, Rio de Janeiro - RJ, 22640-100, Brasil",Rio de Janeiro,,RJ,,22640-100,-23.00237,-43.32506,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Das Américas, 900 – Barra da Tijuca",-23.002474,-43.325014
,,,"Rua Amilcar de Castro, Barra Olímpica, Rio de Janeiro - RJ, 22775-045, Brasil",Rio de Janeiro,,RJ,,22775-045,-22.97282,-43.38443,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Emb. Abelardo Bueno, 2.188 - Barra da Tijuca",-22.972983,-43.384435
,,,"Avenida Embaixador Abelardo Bueno, 2660, Barra Olímpica, Rio de Janeiro - RJ, 22775-023, Brasil",Rio de Janeiro,,RJ,,22775-023,-22.97303,-43.38993,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Embaixador Abelardo Bueno, 2.660 - Barra da Tijuca",-22.97289,-43.39016
,,,"Rd Lanches, Avenida Embaixador Abelardo Bueno, 2906, Barra Olímpica, Rio de Janeiro - RJ, 22775-040, Brasil",Rio de Janeiro,,RJ,,22775-040,-22.97279,-43.39236,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Embaixador Abelardo Bueno, 2.906 - Barra da Tijuca",-22.97278,-43.39235
,,,"Avenida Embaixador Abelardo Bueno, 3250, Barra Olímpica, Rio de Janeiro - RJ, 22775-040, Brasil",Rio de Janeiro,,RJ,,22775-040,-22.97275,-43.3955,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Embaixador Abelardo Bueno, 3.250 - Barra da Tijuca",-22.97218,-43.39547
,,,"Avenida Embaixador Abelardo Bueno, 1018, Barra Olímpica, Rio de Janeiro - RJ, 22775-040, Brasil",Rio de Janeiro,,RJ,,22775-040,-22.97293,-43.38753,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Embaixador Abelardo Bueno, 980 - Barra da Tijuca",-22.97299,-43.38753
,,,"Avenida Almirante Barroso, 91, Centro, Rio de Janeiro - RJ, 20031-004, Brasil",Rio de Janeiro,,RJ,,20031-004,-22.90722,-43.17473,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Graça Aranha, 86 (esquina c/ Av. Almirante Barroso,) - Centro",-22.907371,-43.174793
,,,"Avenida Henrique Dodsworth, Lagoa, Rio de Janeiro - RJ, 22061-030, Brasil",Rio de Janeiro,,RJ,,22061-030,-22.9765,-43.19816,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Henrique Dodsworth, 489 - Sentido Copacabana",-22.97647,-43.19815
,,,"Avenida Henrique Dodsworth, Lagoa, Rio de Janeiro - RJ, 22061-030, Brasil",Rio de Janeiro,,RJ,,22061-030,-22.97654,-43.19857,,,,,,,Rio de Janeiro,Banca Digital,MOVIE MIDIA,"Av. Henrique Dodsworth, 500 - Sentido Lagoa",-22.97654,-43.19857
