linha;nome;categoria;origem;endereco_original;endereco_dsp;cidade;uf;cep;lat_original;lon_original;lat_corrigida;lon_corrigida;bairro_descartado;severidade;risco
2;CINÉPOLIS;;endereco;AV. PROF. CARLOS CUNHA  1000 - JARACATY  SÃO LUÍS - MA  65076-907  BRASIL;Avenida PROF CARLOS CUNHA 1000 Sao Luis MA 65076907 Brazil;São Luís;MA;65076907;-2.5109687;-44.2858788;-2.510969;-44.285879;- JARACATY;;
3;CINE ARAÚJO;;endereco;AV. HENRIQUE TERRA  1700 - PORTINHO  CABO FRIO - RJ  28911-320  BRASIL;Avenida HENRIQUE TERRA 1700 Cabo Frio RJ 28911320 Brazil;Cabo Frio;RJ;28911320;-22.8742711;-42.0366807;-22.874271;-42.036681;- PORTINHO;;
4;MOVIECOM CINEMAS;;endereco;AV. CHARLES SCHNNEIDER  1700 - VILA COSTA  TAUBATÉ - SP  12040-900  BRASIL;Avenida CHARLES SCHNNEIDER 1700 Taubate SP 12040900 Brazil;Taubaté;SP;12040900;-23.0235654;-45.5811401;-23.023565;-45.58114;- VILA COSTA;;
5;UCI PARKSHOPPING CANOAS;;endereco;PARK SHOPPING CANOAS  AV. FARROUPILHA  4545 - LOJA 3004 - MAL. RONDON  CANOAS - RS  92020-475  BRASIL;Avenida FARROUPILHA 4545 Canoas RS 92020475 Brazil;Canoas;RS;92020475;-29.9148746;-51.1655329;-29.914875;-51.165533;- - MAL. RONDON;;
6;CINEMA KINOPLEX;;endereco;AV. VINTE E OITO DE MARÇO  574 - CENTRO  CAMPOS DOS GOYTACAZES - RJ  28020-740  BRASIL;Avenida VINTE E OITO DE MARCO 574 Campos dos Goytacazes RJ 28020740 Brazil;Campos dos Goytacazes;RJ;28020740;-21.770043;-41.3146349;-21.770043;-41.314635;- CENTRO;;
7;CINEMA CINEMARK;;endereco;RODOVIA FERNÃO DIAS  601  ROD. BR  381 - KM 492 - SÃO JOÃO  ALAGOAS  BRASIL;RODOVIA FERNAO DIAS 601 Betim MG Brazil;Betim;MG;;-19.9625554;-44.1600527;-19.962555;-44.160053;ROD. BR 381 - - SÃO JOÃO;ALTO;endereco de rodovia (57-67% falharam)
8;KINOPLEX MADUREIRA;;endereco;ESTR. DO PORTELA  222 - 4º ANDAR LOJA 408 - MADUREIRA  RIO DE JANEIRO - RJ  21351-050  BRASIL;Estrada DO PORTELA 222 Rio de Janeiro RJ 21351050 Brazil;Rio de Janeiro;RJ;21351050;-22.870559;-43.3409346;-22.870559;-43.340935;- - MADUREIRA;ALTO;endereco de rodovia (57-67% falharam)
9;CINÉPOLIS PORTO ALEGRE;;endereco;AV. JOÃO PESSOA  1831 - 311 - AZENHA  PORTO ALEGRE - RS  90040-001  BRASIL;Avenida JOAO PESSOA 1831 Porto Alegre RS 90040001 Brazil;Porto Alegre;RS;90040001;-30.0459767;-51.213726;-30.045977;-51.213726;- 311 - AZENHA;;
10;CINÉPOLIS NAÇÕES BAURU;;endereco;R. MARCONDES SALGADO  QUADRA 11 - CHÁCARA DAS FLORES  BAURU - SP  17013-113  BRASIL;Rua MARCONDES SALGADO QUADRA 11 Bauru SP 17013113 Brazil;Bauru;SP;17013113;-22.3160011;-49.0665983;-22.316001;-49.066598;- CHÁCARA DAS FLORES;;
11;CINEMA CINEMARK;;endereco;AV. DAS CATARATAS  3570 - VILA YOLANDA  FOZ DO IGUAÇU - PR  85853-000  BRASIL;Avenida DAS CATARATAS 3570 Foz do Iguacu PR 85853000 Brazil;Foz do Iguaçu;PR;85853000;-25.568924;-54.5583532;-25.568924;-54.558353;- VILA YOLANDA;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
12;MULTIPLEX VIC CENTER;;endereco;AV. SANTA BARBARA - JARDIM SÃO FRANCISCO  SANTA BÁRBARA D'OESTE - SP  13454-005  BRASIL;Avenida SANTA BARBARA JARDIM SAO FRANCISCO Santa Barbara d Oeste SP 13454005 Brazil;Santa Bárbara d'Oeste;SP;13454005;-22.750322;-47.3743363;-22.750322;-47.374336;;ALTO;sem numero de porta
13;UCI;;endereco;AV. DAS AMÉRICAS  5000 - LOJA 301 - BARRA DA TIJUCA  RIO DE JANEIRO - RJ  22640-102  BRASIL;Avenida DAS AMERICAS 5000 Rio de Janeiro RJ 22640102 Brazil;Rio de Janeiro;RJ;22640102;-22.9988673;-43.3601313;-22.998867;-43.360131;- - BARRA DA TIJUCA;;
14;CINEMAXS - PARANA FAMÍLIA;;endereco;ROD. BR 158 - N90 - JARDIM ISABEL  CAMPO MOURÃO - PR  87309-160  BRASIL;Rodovia BR 158 N90 JARDIM ISABEL Campo Mourao PR 87309160 Brazil;Campo Mourão;PR;87309160;-24.0276048;-52.3636345;-24.027605;-52.363635;;ALTO;"endereco de rodovia (57-67% falharam); sem numero de porta"
15;CINEMA BOURBON COUNTRY - ESPAÇO DE CINEMA;;endereco;AV. TÚLIO DE ROSE  80 - PASSO D'AREIA  PORTO ALEGRE - RS  91340-080  BRASIL;Avenida TULIO DE ROSE 80 Porto Alegre RS 91340080 Brazil;Porto Alegre;RS;91340080;-30.0219278;-51.1626694;-30.021928;-51.162669;- PASSO D'AREIA;;
16;CINESYSTEM CINEMAS;;endereco;AVENIDA DAS AMÉRICAS  15500 AMÉRICAS SHOPPING - RECREIO DOS BANDEIRANTES  RIO DE JANEIRO - RJ  22790-702  BRASIL;AVENIDA DAS AMERICAS 15500 Rio de Janeiro RJ 22790702 Brazil;Rio de Janeiro;RJ;22790702;-23.0124182;-43.4620497;-23.012418;-43.46205;AMÉRICAS SHOPPING - RECREIO DOS BANDEIRANTES;;
17;CINELASER;;endereco;AV. JOSÉ AMÂNCIO BPO.  5419 - MIGUEL TELES DE MENDONÇA  ITABAIANA - SE  49505-900  BRASIL;Avenida JOSE AMANCIO BPO 5419 Itabaiana SE 49505900 Brazil;Itabaiana;SE;49505900;-10.7077258;-37.4243085;-10.707726;-37.424309;- MIGUEL TELES DE MENDONÇA;;
18;CINÉPOLIS RIOMAR FORTALEZA;;endereco;R. DES. LAURO NOGUEIRA  1355 - PAPICU  FORTALEZA - CE  60175-055  BRASIL;Rua DES LAURO NOGUEIRA 1355 Fortaleza CE 60175055 Brazil;Fortaleza;CE;60175055;-3.7417109;-38.4718497;-3.741711;-38.47185;- PAPICU;;
19;CINEMARK;;endereco;AV. LUCIANO DAS NEVES  2418 - DIVINO ESPÍRITO SANTO  VILA VELHA - ES  29107-022  BRASIL;Avenida LUCIANO DAS NEVES 2418 Vila Velha ES 29107022 Brazil;Vila Velha;ES;29107022;-20.3505778;-40.2982976;-20.350578;-40.298298;- DIVINO ESPÍRITO SANTO;;
20;CINEMA CINEMARK;;endereco;SC-401  3116 ÁREA 2  ROD. VIRGÍLIO VÁRZEA  587 - LOJA 283 - SACO GRANDE  FLORIANÓPOLIS - SC  88032-005  BRASIL;SC 401 3116 AREA 2 Florianopolis SC 88032005 Brazil;Florianópolis;SC;88032005;-27.5543014;-48.4977328;-27.554301;-48.497733;ROD. VIRGÍLIO VÁRZEA 587 - - SACO GRANDE;;
21;PRUDENSHOPPING;;endereco;AV. MANOEL GOULART  2400 - JARDIM DAS ROSAS  PRES. PRUDENTE - SP  19060-000  BRASIL;Avenida MANOEL GOULART 2400 Presidente Prudente SP 19060000 Brazil;Presidente Prudente;SP;19060000;-22.116046;-51.4070481;-22.116046;-51.407048;- JARDIM DAS ROSAS;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
22;CINÉPOLIS SÃO PELEGRINO;;endereco;SHOPPING SAN PELEGRINO BOURBON  AV. RIO BRANCO  425 - SÃO PELEGRINO  CAXIAS DO SUL - RS  95013-090  BRASIL;Avenida RIO BRANCO 425 Caxias do Sul RS 95013090 Brazil;Caxias do Sul;RS;95013090;-29.171339;-51.1907654;-29.171339;-51.190765;- SÃO PELEGRINO;;
23;KINOPLEX AMAZONAS SHOPPING;;endereco;AV. DJALMA BATISTA  482 - LOJA 223/224 - CHAPADA  MANAUS - AM  69050-902  BRASIL;Avenida DJALMA BATISTA 482 Manaus AM 69050902 Brazil;Manaus;AM;69050902;-3.0943478;-60.0226791;-3.094348;-60.022679;- /224 - CHAPADA;;
24;CINESYSTEM;;endereco;AV. COMENDADOR GUSTAVO PAIVA  5945 - STORE 3032 - CRUZ DAS ALMAS  MACEIÓ - AL  57038-000  BRASIL;Avenida COMENDADOR GUSTAVO PAIVA 5945 Maceio AL 57038000 Brazil;Maceió;AL;57038000;-9.6264458;-35.6988754;-9.626446;-35.698875;- STORE 3032 - CRUZ DAS ALMAS;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
25;SHOPPING IGUATEMI CAMPINAS;;endereco;AV. IGUATEMI  777 - VILA BRANDINA  CAMPINAS - SP  13092-902  BRASIL;Avenida IGUATEMI 777 Campinas SP 13092902 Brazil;Campinas;SP;13092902;-22.8926428;-47.0272676;-22.892643;-47.027268;- VILA BRANDINA;;
26;DOURADO CAIS DAS ARTES;;endereco;R. COMISSÁRIO OCTÁVIO QUEIROZ  40 - JARDIM DA PENHA  VITÓRIA - ES  29060-270  BRAZIL;Rua COMISSARIO OCTAVIO QUEIROZ 40 Vitoria ES 29060270 Brazil;Vitória;ES;29060270;-20.2817379;-40.3013839;-20.281738;-40.301384;- JARDIM DA PENHA;;
27;KINOPLEX AVENIDA;;endereco;AV. VINTE E OITO DE MARÇO  574 - PARQUE AVENIDA PELINCA  CAMPOS DOS GOYTACAZES - RJ  28010-280  BRASIL;Avenida VINTE E OITO DE MARCO 574 Campos dos Goytacazes RJ 28010280 Brazil;Campos dos Goytacazes;RJ;28010280;-21.7638188;-41.3329562;-21.763819;-41.332956;- PARQUE AVENIDA PELINCA;;
28;SOBRAL NERD | CINEMA - SÉRIES - QUADRINHOS E GAMES;;endereco;R. CORDEIRO DE ANDRADE - CENTRO  SOBRAL - CE  62010-400  BRAZIL;Rua CORDEIRO DE ANDRADE CENTRO Sobral CE 62010400 Brazil;Sobral;CE;62010400;-3.6908769;-40.3464018;-3.690877;-40.346402;;ALTO;sem numero de porta
29;CINEMA CINEMARK;;endereco;RODOVIA BR-282  KM 216 S/N LAGES GARDEN SHOPPING LUC 120/ BAIRRO GUARUJÁ - VILA MARIZA  LAGES - SC  88524-900  BRASIL;RODOVIA BR 282 LAGES GARDEN SHOPPING LUC 120 BAIRRO GUARUJA VILA MARIZA Lages SC 88524900 Brazil;Lages;SC;88524900;-27.793139;-50.2836671;-27.793139;-50.283667;;ALTO;"endereco de rodovia (57-67% falharam); sem numero de porta"
30;CINESYSTEM CINEMAS;;endereco;TRAVESSA PADRE MACHADO  15  KM 16 5  Nº242 PAULISTA NORTH WAY SHOPPING - CENTRO  PAULISTA - PE  53401-445  BRASIL;TRAVESSA PADRE MACHADO 15 Paulista PE 53401445 Brazil;Paulista;PE;53401445;-7.938053;-34.8775383;-7.938053;-34.877538;5 Nº242 PAULISTA NORTH WAY SHOPPING - CENTRO;;
31;BOURBON SHOPPING COUNTRY;;endereco;AV. TÚLIO DE ROSE  80 - PASSO D'AREIA  PORTO ALEGRE - RS  91340-110  BRASIL;Avenida TULIO DE ROSE 80 Porto Alegre RS 91340110 Brazil;Porto Alegre;RS;91340110;-30.0218087;-51.1625287;-30.021809;-51.162529;- PASSO D'AREIA;;
32;CINEMA CINEMARK;;endereco;RODOVIA ALKINDAR MONTEIRO JUNQUEIRA  S/N - KM 1013 01 - CAMPO NOVO  BRAGANÇA PAULISTA - SP  12918-900  BRASIL;RODOVIA ALKINDAR MONTEIRO JUNQUEIRA 01 Braganca Paulista SP 12918900 Brazil;Bragança Paulista;SP;12918900;-22.970071;-46.568183;-22.970071;-46.568183;- CAMPO NOVO;ALTO;endereco de rodovia (57-67% falharam)
33;DJOLTROMUNDO;;endereco;R. EUCLIDES DA CUNHA  76 - CENTRO  CONCEIÇÃO DO COITÉ - BA  48730-000  BRASIL;Rua EUCLIDES DA CUNHA 76 Conceicao do Coite BA 48730000 Brazil;Conceição do Coité;BA;48730000;-11.5655952;-39.2812689;-11.565595;-39.281269;- CENTRO;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
34;KINOPLEX PRAIA DA COSTA;;endereco;L3 RUA DR. OLIVIO RUA JOAQUIM LIRA  353 - PRAIA DA COSTA  VILA VELHA - ES  29100-450  BRASIL;L3 RUA DR OLIVIO RUA JOAQUIM LIRA 353 Vila Velha ES 29100450 Brazil;Vila Velha;ES;29100450;-20.342062;-40.2882385;-20.342062;-40.288238;- PRAIA DA COSTA;;
35;UCI KINOPLEX SHOPPING TACARUNA;;endereco;SHOPPING TACARUNA  AV. GOV. AGAMENON MAGALHÃES  153 - SANTO AMARO  RECIFE - PE  50110-000  BRASIL;Avenida GOV AGAMENON MAGALHAES 153 Recife PE 50110000 Brazil;Recife;PE;50110000;-8.037868;-34.871842;-8.037868;-34.871842;- SANTO AMARO;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
36;CINE PRAIA GRANDE;;endereco;LADEIRA DO COMÉRCIO  200 - PRAIA GRANDE  SÃO LUÍS - MA  65010-490  BRASIL;LADEIRA DO COMERCIO 200 Sao Luis MA 65010490 Brazil;São Luís;MA;65010490;-2.5296877;-44.3065993;-2.529688;-44.306599;- PRAIA GRANDE;;
37;KINOPLEX TIJUCA;;endereco;AV. MARACANÃ  987 - TIJUCA  RIO DE JANEIRO - RJ  20511-000  BRASIL;Avenida MARACANA 987 Rio de Janeiro RJ 20511000 Brazil;Rio de Janeiro;RJ;20511000;-22.9219505;-43.2351597;-22.921951;-43.23516;- TIJUCA;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
38;CINÉPOLIS;;endereco;VILA OLÍMPIA  SÃO PAULO - SP  04543-011  BRASIL;VILA OLIMPIA Sao Paulo SP 04543011 Brazil;São Paulo;SP;04543011;-23.5915405;-46.6892899;-23.591541;-46.68929;;ALTO;sem numero de porta
39;CINÉPOLIS - SHOPPING JARDIM ORIENTE;;endereco;R. ANDORRA  500 - JARDIM AMERICA  SÃO JOSÉ DOS CAMPOS - SP  12235-050  BRASIL;Rua ANDORRA 500 Sao Jose dos Campos SP 12235050 Brazil;São José dos Campos;SP;12235050;-23.2367624;-45.8969167;-23.236762;-45.896917;- JARDIM AMERICA;;
40;CINEFLIX JK SHOPPING BRASILIA;;endereco;AREA ESPECIAL 01 QNM 34 - TAGUATINGA  BRASÍLIA - DF  72145-450  BRASIL;AREA ESPECIAL 01 Brasilia DF 72145450 Brazil;Brasília;DF;72145450;-15.8089245;-48.0938546;-15.808924;-48.093855;QNM 34 - TAGUATINGA;;
41;KINOPLEX NOVA IGUAÇU;;endereco;AV. ABÍLIO AUGUSTO TÁVORA  1111 - 5001 - JARDIM ALVORADA  NOVA IGUAÇU - RJ  26265-090  BRASIL;Avenida ABILIO AUGUSTO TAVORA 1111 Nova Iguacu RJ 26265090 Brazil;Nova Iguaçu;RJ;26265090;-22.7629719;-43.4651944;-22.762972;-43.465194;- 5001 - JARDIM ALVORADA;;
42;CINEMA CINEMARK;;endereco;AV. EMBAIXADOR ABELARDO BUENO  1300 - JACAREPAGUÁ  RIO DE JANEIRO - RJ  22775-039  BRASIL;Avenida EMBAIXADOR ABELARDO BUENO 1300 Rio de Janeiro RJ 22775039 Brazil;Rio de Janeiro;RJ;22775039;-22.9714774;-43.3719669;-22.971477;-43.371967;- JACAREPAGUÁ;;
43;MAXI SHOPPING;;endereco;AV. ANTONIO FREDERICO OZANAM  6000 - VILA RIO BRANCO  JUNDIAÍ - SP  13215-900  BRASIL;Avenida ANTONIO FREDERICO OZANAM 6000 Jundiai SP 13215900 Brazil;Jundiaí;SP;13215900;-23.1697053;-46.892245;-23.169705;-46.892245;- VILA RIO BRANCO;;
44;MOVIECOM X CINEMA PÁTEO ITAQUÁ;;endereco;AV. ITALO ADAMI  1.809 - VILA ZEFERINA  ITAQUAQUECETUBA - SP  08574-020  BRASIL;Avenida ITALO ADAMI 1 809 VILA ZEFERINA Itaquaquecetuba SP 08574020 Brazil;Itaquaquecetuba;SP;08574020;-23.4957292;-46.3477758;-23.495729;-46.347776;;ALTO;sem numero de porta
45;CINEMA SHOPPING;;endereco;PARQUE HONGARO  SUMARÉ - SP  13170-023  BRASIL;PARQUE HONGARO Sumare SP 13170023 Brazil;Sumaré;SP;13170023;-22.8316339;-47.2660938;-22.831634;-47.266094;;ALTO;sem numero de porta
46;CINESYSTEM CINEMAS;;endereco;ROD. BR 316  4.500 KM 04 LOJA 401A PISO L4 - COQUEIRO  PA  67113-970  BRASIL;Rodovia BR 316 4 500 PISO L4 Ananindeua PA 67113970 Brazil;Ananindeua;PA;67113970;-1.3847669;-48.4096783;-1.384767;-48.409678;;ALTO;"endereco de rodovia (57-67% falharam); sem numero de porta"
47;KINOPLEX LEBLON GLOBOPLAY;;endereco;AV. ATAULFO DE PAIVA  391 - LOJA B - LEBLON  RIO DE JANEIRO - RJ  22440-032  BRASIL;Avenida ATAULFO DE PAIVA 391 Rio de Janeiro RJ 22440032 Brazil;Rio de Janeiro;RJ;22440032;-22.9840964;-43.2197055;-22.984096;-43.219706;- LOJA B - LEBLON;;
48;CENTERPLEX CINEMAS;;endereco;AV. JOÃO RODRIGUES  42 - INDUSTRIAL  ARACAJU - SE  49065-450  BRASIL;Avenida JOAO RODRIGUES 42 Aracaju SE 49065450 Brazil;Aracaju;SE;49065450;-10.9018351;-37.0500402;-10.901835;-37.05004;- INDUSTRIAL;;
49;UCI ORIENT SHOPPING BARRA;;endereco;SHOPPING CENTER BARRA  AV. CENTENÁRIO  2992 - CHAME-CHAME  SALVADOR - BA  40140-400  BRASIL;Avenida CENTENARIO 2992 Salvador BA 40140400 Brazil;Salvador;BA;40140400;-13.006133;-38.5240058;-13.006133;-38.524006;- CHAME-CHAME;;
50;UCI;;endereco;AV. DANIEL DE LA TOUCHE  987 - COHAMA  SÃO LUÍS - MA  65074-115  BRASIL;Avenida DANIEL DE LA TOUCHE 987 Sao Luis MA 65074115 Brazil;São Luís;MA;65074115;-2.5269965;-44.2553565;-2.526997;-44.255356;- COHAMA;;
51;MAG SHOPPING;;endereco;AV. GOV. FLÁVIO RIBEIRO COUTINHO  115 - MANAÍRA  JOÃO PESSOA - PB  58037-000  BRASIL;Avenida GOV FLAVIO RIBEIRO COUTINHO 115 Joao Pessoa PB 58037000 Brazil;João Pessoa;PB;58037000;-7.0977493;-34.8344525;-7.097749;-34.834452;- MANAÍRA;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
52;CINÉPOLIS;;endereco;AL. RIO NEGRO  111 - ALPHAVILLE INDUSTRIAL  BARUERI - SP  06455-000  BRASIL;Alameda RIO NEGRO 111 Barueri SP 06455000 Brazil;Barueri;SP;06455000;-23.5043282;-46.8486345;-23.504328;-46.848635;- ALPHAVILLE INDUSTRIAL;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
53;CINEMARK;;endereco;ROD. PRES. DUTRA-PISTA LATERAL  225 - VILA ITAPEGICA  GUARULHOS - SP  07042-040  BRASIL;Rodovia PRES DUTRA PISTA LATERAL 225 Guarulhos SP 07042040 Brazil;Guarulhos;SP;07042040;-23.4896439;-46.5487479;-23.489644;-46.548748;- VILA ITAPEGICA;ALTO;endereco de rodovia (57-67% falharam)
54;CHAPLIN - CINEMA MUSIC BAR;;endereco;AV. UNIVERSITÁRIA, 890 - FÁTIMA, TERESINA - PI, 64049-494;Avenida UNIVERSITARIA 890 Teresina PI 64049494 Brazil;Teresina;PI;64049494;-5.0628366;-42.7952336;-5.062837;-42.795234;- FÁTIMA;;
55;CINEMA MULTIPLEX ITATIBA MALL;;endereco;AV. PREF. JOSÉ MAURÍCIO DE CAMARGO  400 - JARDIM NOSSA SRA. DAS GRACAS  ITATIBA - SP  13257-410  BRASIL;Avenida PREF JOSE MAURICIO DE CAMARGO 400 Itatiba SP 13257410 Brazil;Itatiba;SP;13257410;-22.9905265;-46.844728;-22.990527;-46.844728;- JARDIM NOSSA SRA. DAS GRACAS;;
56;CINE MAX CANOINHAS;;endereco;ANEXO AO SUPERMERCADO QUELUZ  R. CEL. ALBUQUERQUE  633 - CENTRO  CANOINHAS - SC  89460-056  BRASIL;Rua CEL ALBUQUERQUE 633 Canoinhas SC 89460056 Brazil;Canoinhas;SC;89460056;-26.1740153;-50.3923206;-26.174015;-50.392321;- CENTRO;;
57;CENTERPLEX MAGSHOPPING;;endereco;MAG SHOPPING  AV. GOV. FLÁVIO RIBEIRO COUTINHO  115 - MANAÍRA  JOÃO PESSOA - PB  58037-972  BRASIL;Avenida GOV FLAVIO RIBEIRO COUTINHO 115 Joao Pessoa PB 58037972 Brazil;João Pessoa;PB;58037972;-7.0974488;-34.8336067;-7.097449;-34.833607;- MANAÍRA;;
58;CINESHOW;;endereco;BEIRAMAR SHOPPING - R. BOCAIÚVA  2468 - 1002 - CENTRO  FLORIANÓPOLIS - SC  88015-530  BRASIL;BEIRAMAR SHOPPING R BOCAIUVA 2468 Florianopolis SC 88015530 Brazil;Florianópolis;SC;88015530;-27.5848198;-48.5449371;-27.58482;-48.544937;- 1002 - CENTRO;;
59;CINEMA CINEMARK;;endereco;AV. REPÚBLICA DO LÍBANO  251 - S/NLOJA 4001 - PINA  RECIFE - PE  51110-160  BRASIL;Avenida REPUBLICA DO LIBANO 251 Recife PE 51110160 Brazil;Recife;PE;51110160;-8.086693;-34.8945;-8.086693;-34.8945;- S/NLOJA 4001 - PINA;;
60;CINE ARAÚJO VOLTA REDONDA;;endereco;ROD. DOS METALÚRGICOS  1189 - SÃO GERALDO  VOLTA REDONDA - RJ  03178-200  BRASIL;Rodovia DOS METALURGICOS 1189 Volta Redonda RJ 03178200 Brazil;Volta Redonda;RJ;03178200;-22.5219277;-44.0783293;-22.521928;-44.078329;- SÃO GERALDO;ALTO;endereco de rodovia (57-67% falharam)
61;CINEMARK - SHOPPING PÁTIO PAULISTA;;endereco;RUA TREZE DE MAIO  1947 ARCO N 501 - PARAÍSO  BELA VISTA - SP  17630-000  BRASIL;RUA TREZE DE MAIO 1947 Sao Paulo SP 17630000 Brazil;São Paulo;SP;17630000;-23.5705529;-46.6435248;-23.570553;-46.643525;ARCO N 501 - PARAÍSO;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
62;PALÁCIO DAS ARTES;;endereco;AV. AFONSO PENA  1537 - CENTRO  BELO HORIZONTE - MG  30130-004  BRASIL;Avenida AFONSO PENA 1537 Belo Horizonte MG 30130004 Brazil;Belo Horizonte;MG;30130004;-19.9256601;-43.933517;-19.92566;-43.933517;- CENTRO;;
63;CINÉPOLIS CONTINENTE PARK;;endereco;RODOVIA BR 101 KM210 S/N ÁREA  1  SC  88104-801  BRASIL;RODOVIA BR 101 AREA Sao Jose SC 88104801 Brazil;São José;SC;88104801;-27.6151681;-48.6469483;-27.615168;-48.646948;;ALTO;"endereco de rodovia (57-67% falharam); sem numero de porta"
64;SÃO JOSÉ VILA GOURMET;;endereco;R. BRG. SÁ BITTENCOURT  360 - JEQUIEZINHO  JEQUIÉ - BA  45206-290  BRASIL;Rua BRG SA BITTENCOURT 360 Jequie BA 45206290 Brazil;Jequié;BA;45206290;-13.8674365;-40.0715938;-13.867437;-40.071594;- JEQUIEZINHO;;
65;MAGNÓLIA RESTAURANTE BAR E CINEMA;;endereco;RUA DONA CARLINDA, 255 - CENTRO, CANELA - RS, 95680-000;RUA DONA CARLINDA 255 Canela RS 95680000 Brazil;Canela;RS;95680000;-29.360572;-50.8110251;-29.360572;-50.811025;- CENTRO;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
66;CINÉPOLIS NORTE SUL PLAZA;;endereco;NORTE SUL PLAZA SHOPPING  AV. PRES. ERNESTO GEISEL  2300 - JARDIM JOQUEI CLUB  CAMPO GRANDE - MS  79080-105  BRASIL;Avenida PRES ERNESTO GEISEL 2300 Campo Grande MS 79080105 Brazil;Campo Grande;MS;79080105;-20.4800758;-54.626622;-20.480076;-54.626622;- JARDIM JOQUEI CLUB;;
67;CAPIM DOURADO SHOPPING;;endereco;Q. 107 NORTE AVENIDA NS 5  S/N - PLANO DIRETOR NORTE  PALMAS - TO  77001-098  BRASIL;Quadra 107 NORTE AVENIDA NS 5 Palmas TO 77001098 Brazil;Palmas;TO;77001098;-10.1829168;-48.3482201;-10.182917;-48.34822;- PLANO DIRETOR NORTE;;
68;CINESYSTEM CINEMAS;;endereco;R. JOCKEY CLUBE  155 - VILA SAO MIGUEL  RIO GRANDE - RS  96212-730  BRASIL;Rua JOCKEY CLUBE 155 Rio Grande RS 96212730 Brazil;Rio Grande;RS;96212730;-32.0523334;-52.1484761;-32.052333;-52.148476;- VILA SAO MIGUEL;;
69;CINEFLIX SHOPPING BOTUCATU;;endereco;SHOPPING BOTUCATU AVENIDA MARGINAL DUZENTOS  1050 - VILA REAL  BOTUCATU - SP  18606-294  BRASIL;SHOPPING BOTUCATU AVENIDA MARGINAL DUZENTOS 1050 Botucatu SP 18606294 Brazil;Botucatu;SP;18606294;-22.9152671;-48.4644354;-22.915267;-48.464435;- VILA REAL;;
70;CINEMA SÃO LUIZ;;endereco;R. DA AURORA  175 - BOA VISTA  RECIFE - PE  50050-000  BRASIL;Rua DA AURORA 175 Recife PE 50050000 Brazil;Recife;PE;50050000;-8.0622538;-34.8819341;-8.062254;-34.881934;- BOA VISTA;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
71;CINECARIOCA MÉIER;;endereco;R. DIAS DA CRUZ  170 - MÉIER  RIO DE JANEIRO - RJ  20720-012  BRASIL;Rua DIAS DA CRUZ 170 Rio de Janeiro RJ 20720012 Brazil;Rio de Janeiro;RJ;20720012;-22.9025545;-43.2820679;-22.902555;-43.282068;- MÉIER;;
72;CONCHA ACÚSTICA DO MUSEU;;endereco;12460-000  CAMPOS DO JORDÃO - SP  BRAZIL;CAMPOS DO JORDAO Campos do Jordao SP 12460000 Brazil;Campos do Jordão;SP;12460000;-22.7424436;-45.6346577;-22.742444;-45.634658;;ALTO;"sem numero de porta; CEP generico de cidade, nao de rua (2,4x mais falha)"
73;CINÉPOLIS;;endereco;RODOVIA BR 470  3000 - SALA COMERCIAL 49 A 54 - SALTO NORTE  BLUMENAU - SC  89065-800  BRASIL;RODOVIA BR 470 3000 Blumenau SC 89065800 Brazil;Blumenau;SC;89065800;-26.8639526;-49.0939104;-26.863953;-49.09391;- SALA COMERCIAL 49 A 54 - SALTO NORTE;ALTO;endereco de rodovia (57-67% falharam)
74;BOULEVARD SHOPPING BELO HORIZONTE;;endereco;AV. DOS ANDRADAS  3000 - SANTA EFIGÊNIA  BELO HORIZONTE - MG  30260-070  BRASIL;Avenida DOS ANDRADAS 3000 Belo Horizonte MG 30260070 Brazil;Belo Horizonte;MG;30260070;-19.9206819;-43.9201173;-19.920682;-43.920117;- SANTA EFIGÊNIA;;
75;CINÉPOLIS MANAÍRA;;endereco;MANAÍRA SHOPPING  AV. GOV. FLÁVIO RIBEIRO COUTINHO  805 - MANAÍRA  JOÃO PESSOA - PB  58037-900  BRASIL;Avenida GOV FLAVIO RIBEIRO COUTINHO 805 Joao Pessoa PB 58037900 Brazil;João Pessoa;PB;58037900;-7.0986549;-34.8444959;-7.098655;-34.844496;- MANAÍRA;;
76;CINESYSTEM;;endereco;R. AMÉRICO DEOLINDO GARLA  224 - PACAEMBU  LONDRINA - PR  86079-225  BRASIL;Rua AMERICO DEOLINDO GARLA 224 Londrina PR 86079225 Brazil;Londrina;PR;86079225;-23.2868071;-51.1516321;-23.286807;-51.151632;- PACAEMBU;;
